index	nameMatchValidation	taxonID	datasetName	taxonRank	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	verbatimInvasionStage	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	verbatimIntroductionPathway	introductionPathway	introductionMode	verbatimHabitat	habitat	verbatimNativeRange	nativeRange	verbatimPresenceBE	verbatimPresenceFL	verbatimPresenceWA	verbatimPresenceBR	verbatimPresenceBECoast	verbatimPresenceBPNS	verbatimPresenceBEEZ	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	manual_acceptedKey	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_acceptedKey	gbifapi_acceptedScientificName
1102	ok		plants	species	Cuscuta epilinum Weihe	Cuscuta epilinum Weihe		Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	AS-Te?	unknown		X						present	present	absent	absent				2011		2013							2927530	Cuscuta epilinum Weihe	Cuscuta epilinum	ACCEPTED	SPECIES	EXACT	2927530	Cuscuta epilinum Weihe
1103	ok: SYNONYM author variation		plants	species	Cuscuta gronovii Willd. ex Schult.	Cuscuta gronovii Willd. ex Schult.		Plantae				Convolvulaceae							Cas.	introduced						Seeds	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X		X				present	present	absent	present				1950		1956							2927492	Cuscuta gronovii Willdenow ex Roemer & Schultes	Cuscuta gronovii	SYNONYM	SPECIES	EXACT	7694392	Cuscuta gronovii Willd.
1104	ok		plants	species	Cuscuta lupuliformis Krock.	Cuscuta lupuliformis Krock.		Plantae				Convolvulaceae							Nat.	established						?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia		X						present	present	absent	absent				2013		N							3678256	Cuscuta lupuliformis Krock.	Cuscuta lupuliformis	ACCEPTED	SPECIES	EXACT	3678256	Cuscuta lupuliformis Krock.
1105	ok		plants	species	Cuscuta planiflora Ten.	Cuscuta planiflora Ten.		Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	E AF AS-Te	to be determined by experts		X						present	present	absent	absent				1895		1895							2927522	Cuscuta planiflora Ten.	Cuscuta planiflora	ACCEPTED	SPECIES	EXACT	2927522	Cuscuta planiflora Ten.
1106	ok		plants	species	Cuscuta suaveolens Seringe	Cuscuta suaveolens Seringe		Plantae				Convolvulaceae							Cas.	introduced						Nurseries	contaminant > contaminant nursery material	A		to be determined by experts	SAM	S. America		X						present	present	absent	absent				1976		1976							2927484	Cuscuta suaveolens Ser.	Cuscuta suaveolens	ACCEPTED	SPECIES	EXACT	2927484	Cuscuta suaveolens Ser.
1107	ok: SYNONYM author variation		plants	species	Dichondra argentea Humb. & Bonpl. ex Willd.	Dichondra argentea Humb. & Bonpl. ex Willd.		Plantae				Convolvulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	SAM	S. America		X						present	present	absent	absent				2015		2015							8532081	Dichondra argentea Humb. & Bonpl.	Dichondra argentea	SYNONYM	SPECIES	EXACT	2928668	Dichondra argentea Humb. & Bonpl. ex Willd.
1108	verify: SYNONYM		plants	species	Ipomoea coccinea L.	Ipomoea coccinea L.		Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X		X				present	present	absent	present				1942		2005							2928560	Ipomoea coccinea L.	Ipomoea coccinea	SYNONYM	SPECIES	EXACT	7519113	Ipomoea rubriflora O'Donell
1109	ok		plants	variety	Ipomoea hederacea (L.) Jacq. var. hederacea	Ipomoea hederacea (L.) Jacq. var. hederacea		Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	SAM	S. America		X						present	present	absent	absent				1975		Ann.							7324046	Ipomoea hederacea var. hederacea	Ipomoea hederacea hederacea	ACCEPTED	VARIETY	EXACT	7324046	Ipomoea hederacea var. hederacea
1110	verify: SYNONYM		plants	variety	Ipomoea hederacea (L.) Jacq. var. integriuscula A. Gray	Ipomoea hederacea (L.) Jacq. var. integriuscula A. Gray		Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	SAM	S. America		X						present	present	absent	absent				1952		Ann.							2928622	Ipomoea hederacea var. integriuscula A.Gray	Ipomoea hederacea integriuscula	SYNONYM	VARIETY	EXACT	2928538	Ipomoea hederacea (L.) Jacquin
1111	ok		plants	species	Ipomoea hederifolia L.	Ipomoea hederifolia L.		Plantae				Convolvulaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AM	N. America | S. America			X					present	absent	present	absent				1915		1915							2928624	Ipomoea hederifolia L.	Ipomoea hederifolia	ACCEPTED	SPECIES	EXACT	2928624	Ipomoea hederifolia L.
1112	verify: SYNONYM		plants	form	Ipomoea lacunosa L. f. lacunosa	Ipomoea lacunosa L. f. lacunosa		Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X						present	present	absent	absent				1993		2015							7324507	Ipomoea lacunosa f. lacunosa	Ipomoea lacunosa lacunosa	SYNONYM	FORM	EXACT	2928584	Ipomoea lacunosa L.
1113	ok		plants	hybrid	Ipomoea x leucantha Jacq.	Ipomoea x leucantha Jacq.	Ipomoea lacunosa L. f. purpurea Fernald	Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X						present	present	absent	absent				1997		2001							2928583	Ipomoea leucantha Jacq.	Ipomoea leucantha	ACCEPTED	SPECIES	EXACT	2928583	Ipomoea leucantha Jacq.
1114	ok		plants	species	Ipomoea purpurea (L.) Roth	Ipomoea purpurea (L.) Roth		Plantae				Convolvulaceae							Cas.	introduced						Grain, wool	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America		X	X	X				present	present	present	present				1936		2015							2928576	Ipomoea purpurea (L.) Roth	Ipomoea purpurea	ACCEPTED	SPECIES	EXACT	2928576	Ipomoea purpurea (L.) Roth
1115	ok		plants	species	Ipomoea tricolor Cav.	Ipomoea tricolor Cav.		Plantae				Convolvulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	SAM	S. America			X					present	absent	present	absent				2005		2005							2928589	Ipomoea tricolor Cav.	Ipomoea tricolor	ACCEPTED	SPECIES	EXACT	2928589	Ipomoea tricolor Cav.
1116	ok		plants	species	Ipomoea wrightii A. Gray	Ipomoea wrightii A. Gray		Plantae				Convolvulaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	AM	N. America | S. America		X						present	present	absent	absent				1993		2000							2928613	Ipomoea wrightii A. Gray	Ipomoea wrightii	ACCEPTED	SPECIES	EXACT	2928613	Ipomoea wrightii A. Gray
1117	ok: SYNONYM author variation		plants	subspecies	Cornus sanguinea L. subsp. australis (C.A. Mey.) Jáv. ex Soó in Soó et Jáv.	Cornus sanguinea L. subsp. australis (C.A. Mey.) Jáv. ex Soó in Soó et Jáv.	Cornus australis C.A. Mey.	Plantae				Cornaceae							Nat.	established						Hort.	escape > horticulture	D		to be determined by experts	E AS-Te	Europe | Asia		X	X					present	present	present	absent				2008		N							8207659	Cornus sanguinea subsp. australis (C.A.Mey.) Soó	Cornus sanguinea australis	SYNONYM	SUBSPECIES	EXACT	3663237	Cornus sanguinea subsp. australis (C.A.Mey.) Jáv.
1118	ok		plants	subspecies	Cornus sanguinea L. subsp. hungarica (Kárpáti) Soó	Cornus sanguinea L. subsp. hungarica (Kárpáti) Soó	Cornus hungarica Kárpáti	Plantae				Cornaceae							Nat.	established						Hybridization	to be determined by experts	D		to be determined by experts	Hybr.	unknown		X						present	present	absent	absent				2010		N							8421432	Cornus sanguinea subsp. hungarica (Karpati) Soo	Cornus sanguinea hungarica	ACCEPTED	SUBSPECIES	EXACT	8421432	Cornus sanguinea subsp. hungarica (Karpati) Soo
1119	ok		plants	species	Cornus sericea L.	Cornus sericea L.		Plantae				Cornaceae							Inv.	established						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America		X	X	X				present	present	present	present				1885		N							3082244	Cornus sericea L.	Cornus sericea	ACCEPTED	SPECIES	EXACT	3082244	Cornus sericea L.
1120	ok		plants	species	Crassula decumbens Thunb.	Crassula decumbens Thunb.		Plantae				Crassulaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AF AUS	Africa |  Oceania			X					present	absent	present	absent				1904		1920							7334263	Crassula decumbens Thunb.	Crassula decumbens	ACCEPTED	SPECIES	EXACT	7334263	Crassula decumbens Thunb.
1121	ok: SYNONYM author variation		plants	species	Crassula helmsii (T. Kirk) Cock.	Crassula helmsii (T. Kirk) Cock.		Plantae				Crassulaceae							Inv.	established						Hort.	escape > horticulture	D		to be determined by experts	AUS	Oceania		X	X					present	present	present	absent				1982		N							5362054	Crassula helmsii (Kirk) Cockayne	Crassula helmsii	SYNONYM	SPECIES	EXACT	8035075	Crassula helmsii (Kirk) A. Berger
1122	ok		plants	species	Crassula peduncularis (Smith) F. Meigen	Crassula peduncularis (Smith) F. Meigen		Plantae				Crassulaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS SAM	Oceania | S. America			X					present	absent	present	absent				1894		1920							5690854	Crassula peduncularis (Sm.) Meigen	Crassula peduncularis	ACCEPTED	SPECIES	EXACT	5690854	Crassula peduncularis (Sm.) Meigen
1123	verify: SYNONYM		plants	species	Jovibarba sobolifera (Sims) Opiz	Jovibarba sobolifera (Sims) Opiz		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AS-Te	Europe | Asia			X					present	absent	present	absent				<1893		<1893							7334511	Jovibarba sobolifera (J. Sims) Opiz	Jovibarba sobolifera	SYNONYM	SPECIES	EXACT	7334391	Sempervivum globiferum subsp. globiferum
1124	ok		plants	species	Kalanchoe blossfeldiana Poelln.	Kalanchoe blossfeldiana Poelln.		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AF	Africa		X						present	present	absent	absent				2012		2012							2985944	Kalanchoe blossfeldiana v. Poelln.	Kalanchoe blossfeldiana	ACCEPTED	SPECIES	EXACT	2985944	Kalanchoe blossfeldiana v. Poelln.
1125	verify: SYNONYM		plants	species	Sedum aizoon L.	Sedum aizoon L.		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X						present	present	absent	absent				2012		2012							5361976	Sedum aizoon L.	Sedum aizoon	SYNONYM	SPECIES	EXACT	8603974	Phedimus aizoon
1126	no match: odd rank		plants	cultivar	Sedum 'Autumn Joy'	"""Sedum """"Autumn Joy"""" (S. spectabile Boreau x telephium L.)"""		Plantae				Crassulaceae							Nat.	established						Hort.	escape > horticulture	D		to be determined by experts	Cult.	unknown		X	X					present	present	present	absent				1928		N												NONE No match because of too little confidence		
1127	verify: SYNONYM		plants	species	Sedum anacampseros L.	Sedum anacampseros L.		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E	Europe			X					present	absent	present	absent				<1850		<1850							5687999	Sedum anacampseros L.	Sedum anacampseros	SYNONYM	SPECIES	EXACT	4202184	Hylotelephium anacampseros (L.) H.Ohba
1128	verify: SYNONYM		plants	species	Sedum anopetalum DC.	Sedum anopetalum DC. 		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E	Europe			X					present	absent	present	absent				1873		1898							5362017	Sedum anopetalum DC.	Sedum anopetalum	SYNONYM	SPECIES	EXACT	4200453	Petrosedum anopetalum (DC.) V. Grulich
1129	ok		plants	species	Sedum cepaea L.	Sedum cepaea L.		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AS-Te	Europe | Asia		X	X					present	present	present	absent				1866		<1979							5690287	Sedum cepaea L.	Sedum cepaea	ACCEPTED	SPECIES	EXACT	5690287	Sedum cepaea L.
1130	ok		plants	species	Sedum dasyphyllum L.	Sedum dasyphyllum L.		Plantae				Crassulaceae							Ext.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AF AS-Te	to be determined by experts		X	X	X				present	present	present	present				1836		1935							7172720	Sedum dasyphyllum L.	Sedum dasyphyllum	ACCEPTED	SPECIES	EXACT	7172720	Sedum dasyphyllum L.
1131	ok		plants	species	Sedum hispanicum L.	Sedum hispanicum L.		Plantae				Crassulaceae							Nat.	established						Hort.	escape > horticulture	D		to be determined by experts	E AS-Te	Europe | Asia		X	X					present	present	present	absent				1871		N							5361982	Sedum hispanicum L.	Sedum hispanicum	ACCEPTED	SPECIES	EXACT	5361982	Sedum hispanicum L.
1132	verify: SYNONYM		plants	species	Sedum hybridum L.	Sedum hybridum L.		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X						present	present	absent	absent				2001		2015							5362013	Sedum hybridum L.	Sedum hybridum	SYNONYM	SPECIES	EXACT	4201668	Phedimus middendorfianus
1133	no match: infraspecific		plants	subspecies	Sedum kamtschaticum Fisch. et C.A. Mey. subsp. ellacombianum (Praeg.) R.T. Clausen	Sedum kamtschaticum Fisch. et C.A. Mey. subsp. ellacombianum (Praeg.) R.T. Clausen		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X	X					present	present	present	absent				1990		2014												NONE No match because of too little confidence		
1134	ok		plants	species	Sedum sarmentosum Bunge	Sedum sarmentosum Bunge		Plantae				Crassulaceae							Nat.	established						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X	X					present	present	present	absent				1968		N							5362004	Sedum sarmentosum Bunge	Sedum sarmentosum	ACCEPTED	SPECIES	EXACT	5362004	Sedum sarmentosum Bunge
1135	no match: species		plants	species	Sedum sediforme (Jacq.) Pau i	Sedum sediforme (Jacq.) Pau i	Sedum nicaeense All.	Plantae				Crassulaceae							Nat.	established						Hort.	escape > horticulture	D		to be determined by experts	E AF AS-Te	to be determined by experts			X					present	absent	present	absent				2013		N												NONE Multiple equal matches for Sedum sediforme		
1136	verify: SYNONYM		plants	species	Sedum spurium Bieb.	Sedum spurium Bieb.		Plantae				Crassulaceae							Nat.	established						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X	X					present	present	present	absent				1866		N							5362018	Sedum spurium Bieb.	Sedum spurium	SYNONYM	SPECIES	EXACT	4201607	Phedimus spurius
1137	verify: SYNONYM		plants	species	Sedum stoloniferum S.G. Gmel.	Sedum stoloniferum S.G. Gmel.		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X						present	present	absent	absent				2011		2013							5362051	Sedum stoloniferum S. G. Gmel.	Sedum stoloniferum	SYNONYM	SPECIES	EXACT	4201585	Phedimus stoloniferus
1138	no match: infraspecific HAD MATCH		plants	subspecies	Sedum telephium L. subsp. maximum (L.) Rouy et E.G. Camus	Sedum telephium L. subsp. maximum (L.) Rouy et E.G. Camus		Plantae				Crassulaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AS-Te	Europe | Asia			X					present	absent	present	absent				1872		1927												NONE No match because of too little confidence		
1139	ok		plants	species	Sempervivum tectorum L.	Sempervivum tectorum L.		Plantae				Crassulaceae							Nat.	established						Hort.	escape > horticulture	D		to be determined by experts	E	Europe		X	X	X				present	present	present	present				<1800		N							2985949	Sempervivum tectorum L.	Sempervivum tectorum	ACCEPTED	SPECIES	EXACT	2985949	Sempervivum tectorum L.
1140	ok		plants	hybrid	Sempervivum x barbulatum Schott	Sempervivum x barbulatum Schott	S. arachnoideum L. x montanum L.	Plantae				Crassulaceae							Cas.	introduced						Hybridization	to be determined by experts	D		to be determined by experts	Hybr.	unknown		X						present	present	absent	absent				2009		2015							7334576	Sempervivum barbulatum Schott	Sempervivum barbulatum	ACCEPTED	SPECIES	EXACT	7334576	Sempervivum barbulatum Schott
1141	ok		plants	species	Umbilicus rupestris (Salisb.) Dandy	Umbilicus rupestris (Salisb.) Dandy		Plantae				Crassulaceae							Nat.	established						Ore	contaminant > transportation of habitat material (soil, vegetation,…)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X						present	present	absent	absent				2000		N							7334368	Umbilicus rupestris (Salisb.) Dandy	Umbilicus rupestris	ACCEPTED	SPECIES	EXACT	7334368	Umbilicus rupestris (Salisb.) Dandy
1142	ok		plants	species	Citrullus lanatus (Thunb.) Matsumura et Nakai	Citrullus lanatus (Thunb.) Matsumura et Nakai		Plantae				Cucurbitaceae							Cas.	introduced						Food refuse	escape > live food and live bait	D		to be determined by experts	AF	Africa		X	X	X				present	present	present	present				1908		2015							2874621	Citrullus lanatus (Thunb.) Matsumura & Nakai	Citrullus lanatus	ACCEPTED	SPECIES	EXACT	2874621	Citrullus lanatus (Thunb.) Matsumura & Nakai
1143	ok		plants	species	Cucumis melo L.	Cucumis melo L.		Plantae				Cucurbitaceae							Cas.	introduced						Food refuse	escape > live food and live bait	D		to be determined by experts	AF AS	Africa | Asia		X	X					present	present	present	absent				1949		2014							2874570	Cucumis melo L.	Cucumis melo	ACCEPTED	SPECIES	EXACT	2874570	Cucumis melo L.
1144	verify: SYNONYM		plants	species	Cucumis myriocarpus Naudin	Cucumis myriocarpus Naudin		Plantae				Cucurbitaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AF	Africa		X	X					present	present	present	absent				1895		1955							2874575	Cucumis myriocarpus Naud.	Cucumis myriocarpus	SYNONYM	SPECIES	EXACT	3624993	Cucumis myriocarpus subsp. myriocarpus
1145	ok		plants	species	Cucumis sativus L.	Cucumis sativus L.		Plantae				Cucurbitaceae							Cas.	introduced						Food refuse	escape > live food and live bait	D		to be determined by experts	?	unknown		X						present	present	absent	absent				1950		2015							2874569	Cucumis sativus L.	Cucumis sativus	ACCEPTED	SPECIES	EXACT	2874569	Cucumis sativus L.
1146	ok: DOUBTFUL		plants	species	Cucurbita moschata Duchesne	Cucurbita moschata Duchesne		Plantae				Cucurbitaceae							Cas.	introduced						Food refuse	escape > live food and live bait	D		to be determined by experts	AM	N. America | S. America		X						present	present	absent	absent				2014		2014							2874509	Cucurbita moschata Duchesne	Cucurbita moschata	DOUBTFUL	SPECIES	EXACT	2874509	Cucurbita moschata Duchesne
1147	ok		plants	species	Cucurbita pepo L.	Cucurbita pepo L.		Plantae				Cucurbitaceae							Cas.	introduced						Food refuse	escape > live food and live bait	D		to be determined by experts	AM	N. America | S. America		X	X	X				present	present	present	present				1901		Ann.							2874508	Cucurbita pepo L.	Cucurbita pepo	ACCEPTED	SPECIES	EXACT	2874508	Cucurbita pepo L.
1148	ok		plants	species	Ecballium elaterium (L.) A. Rich.	Ecballium elaterium (L.) A. Rich.		Plantae				Cucurbitaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AF AS-Te	to be determined by experts			X					present	absent	present	absent				1875		1875							2874680	Ecballium elaterium (L.) A. Rich.	Ecballium elaterium	ACCEPTED	SPECIES	EXACT	2874680	Ecballium elaterium (L.) A. Rich.
1149	ok		plants	species	Sicyos angulatus L.	Sicyos angulatus L.		Plantae				Cucurbitaceae							Cas.	introduced						Grain, wool,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	NAM	N. America		X	X					present	present	present	absent				1882		2015							2874655	Sicyos angulatus L.	Sicyos angulatus	ACCEPTED	SPECIES	EXACT	2874655	Sicyos angulatus L.
1150	ok		plants	species	Thladiantha dubia Bunge	Thladiantha dubia Bunge		Plantae				Cucurbitaceae							Cas.	introduced						Food refuse?	unknown	D		to be determined by experts	AS-Te	Asia		X						present	present	absent	absent				2010		2010							2874538	Thladiantha dubia Bunge	Thladiantha dubia	ACCEPTED	SPECIES	EXACT	2874538	Thladiantha dubia Bunge
1151	ok		plants	species	Chamaecyparis lawsoniana (A.Murray) Parl.	Chamaecyparis lawsoniana (A.Murray) Parl.		Plantae				Cupressaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America		X	X	X				present	present	present	present				1998		Ann.							2683866	Chamaecyparis lawsoniana (A. Murray) Parl.	Chamaecyparis lawsoniana	ACCEPTED	SPECIES	EXACT	2683866	Chamaecyparis lawsoniana (A. Murray) Parl.
1152	ok		plants	species	Thuja occidentalis L.	Thuja occidentalis L.		Plantae				Cupressaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America		X	X					present	present	present	absent				2007		2015							2684178	Thuja occidentalis L.	Thuja occidentalis	ACCEPTED	SPECIES	EXACT	2684178	Thuja occidentalis L.
1153	ok		plants	species	Thuja plicata Donn ex D. Don	Thuja plicata Donn ex D. Don		Plantae				Cupressaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America		X						present	present	absent	absent				2004		2015							2684171	Thuja plicata Donn ex D. Don	Thuja plicata	ACCEPTED	SPECIES	EXACT	2684171	Thuja plicata Donn ex D. Don
1154	ok		plants	species	Xanthocyparis nootkatensis (D. Don) Farjon et Harder	Xanthocyparis nootkatensis (D. Don) Farjon et Harder	Chamaecyparis nootkatensis (D. Don) Spach	Plantae				Cupressaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America			X					present	absent	present	absent				2009		2009							2683894	Xanthocyparis nootkatensis (D. Don) Farjon & Harder	Xanthocyparis nootkatensis	ACCEPTED	SPECIES	EXACT	2683894	Xanthocyparis nootkatensis (D. Don) Farjon & Harder
1155	ok		plants	species	Carex crawfordii Fernald	Carex crawfordii Fernald		Plantae				Cyperaceae							Nat.	established						Waterfowl?	unknown	A		to be determined by experts	NAM	N. America		X	X					present	present	present	absent				1976		N							2722380	Carex crawfordii Fernald	Carex crawfordii	ACCEPTED	SPECIES	EXACT	2722380	Carex crawfordii Fernald
1156	ok: DOUBTFUL		plants	species	Carex crus-corvi Shuttlw.	Carex crus-corvi Shuttlw.		Plantae				Cyperaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	NAM	N. America			X					present	absent	present	absent				1947		1947							7795128	Carex crus-corvi Shuttlew.	Carex crus-corvi	DOUBTFUL	SPECIES	EXACT	7795128	Carex crus-corvi Shuttlew.
1157	ok		plants	species	Carex grayi Carey	Carex grayi Carey		Plantae				Cyperaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America		X						present	present	absent	absent				2011		2015							2726360	Carex grayi J.Carey	Carex grayi	ACCEPTED	SPECIES	EXACT	2726360	Carex grayi J.Carey
1158	ok		plants	species	Carex loliacea L.	Carex loliacea L.		Plantae				Cyperaceae							Cas.	introduced						Timber	contaminant > timber trade	A		to be determined by experts	E AS-Te NAM	Europe | Asia | N. America		X						present	present	absent	absent				2015		2015							2722973	Carex loliacea L.	Carex loliacea	ACCEPTED	SPECIES	EXACT	2722973	Carex loliacea L.
1159	ok		plants	species	Carex melanostachya M. Bieb. ex Willd.	Carex melanostachya M. Bieb. ex Willd. 		Plantae				Cyperaceae							Nat.	established						?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia		X						present	present	absent	absent				<2010		N							2723271	Carex melanostachya M.Bieb. ex Willd.	Carex melanostachya	ACCEPTED	SPECIES	EXACT	2723271	Carex melanostachya M.Bieb. ex Willd.
1160	ok		plants	species	Carex morrowii Boott	Carex morrowii Boott		Plantae				Cyperaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X						present	present	absent	absent				1950		2015							2722515	Carex morrowii Boott	Carex morrowii	ACCEPTED	SPECIES	EXACT	2722515	Carex morrowii Boott
1161	ok		plants	subspecies	Carex muricata L. subsp. muricata	Carex muricata L. subsp. muricata		Plantae				Cyperaceae							Cas.	introduced						Timber	contaminant > timber trade	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X					present	present	present	absent				1971		2015							7227181	Carex muricata subsp. muricata	Carex muricata muricata	ACCEPTED	SUBSPECIES	EXACT	7227181	Carex muricata subsp. muricata
1162	ok		plants	species	Carex muskingumensis Schweinitz	Carex muskingumensis Schweinitz		Plantae				Cyperaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America		X						present	present	absent	absent				2010		2015							2726538	Carex muskingumensis Schwein.	Carex muskingumensis	ACCEPTED	SPECIES	EXACT	2726538	Carex muskingumensis Schwein.
1163	ok		plants	species	Carex scoparia Schkuhr ex Willdenow	Carex scoparia Schkuhr ex Willdenow		Plantae				Cyperaceae							Cas.	introduced						Coconut mats	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X						present	present	absent	absent				2013		2015							2726539	Carex scoparia Willd.	Carex scoparia	ACCEPTED	SPECIES	EXACT	2726539	Carex scoparia Willd.
1164	ok		plants	species	Carex secalina Willd. ex Wahlenb.	Carex secalina Willd. ex Wahlenb.		Plantae				Cyperaceae							Cas.	introduced						?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia		X						present	present	absent	absent				2009		2011							2727875	Carex secalina Willd. ex Wahlenb.	Carex secalina	ACCEPTED	SPECIES	EXACT	2727875	Carex secalina Willd. ex Wahlenb.
1165	ok		plants	species	Carex vulpinoidea Michaux	Carex vulpinoidea Michaux		Plantae				Cyperaceae							Cas.	introduced						Military troops?	unknown	A		to be determined by experts	NAM	N. America		X						present	present	absent	absent				1970		2014							2728060	Carex vulpinoidea Michx.	Carex vulpinoidea	ACCEPTED	SPECIES	EXACT	2728060	Carex vulpinoidea Michx.
1166	ok		plants	species	Cyperus aggregatus (Willd.) Endl.	Cyperus aggregatus (Willd.) Endl.	Cyperus flavus (Vahl) Boeckeler	Plantae				Cyperaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America			X					present	absent	present	absent				1887		1887							2713662	Cyperus aggregatus (Willd.) Endl.	Cyperus aggregatus	ACCEPTED	SPECIES	EXACT	2713662	Cyperus aggregatus (Willd.) Endl.
1167	ok		plants	species	Cyperus congestus Vahl	Cyperus congestus Vahl		Plantae				Cyperaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AF	Africa		X	X					present	present	present	absent				1886		2008							2714656	Cyperus congestus Vahl	Cyperus congestus	ACCEPTED	SPECIES	EXACT	2714656	Cyperus congestus Vahl
1168	ok		plants	species	Cyperus conglomeratus Rottb.	Cyperus conglomeratus Rottb.		Plantae				Cyperaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AF AS	Africa | Asia			X					present	absent	present	absent				1947		1947							2714301	Cyperus conglomeratus Rottb.	Cyperus conglomeratus	ACCEPTED	SPECIES	EXACT	2714301	Cyperus conglomeratus Rottb.
1169	ok		plants	species	Cyperus cyperoides (L.) O. Kuntze	Cyperus cyperoides (L.) O. Kuntze		Plantae				Cyperaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	AF AS	Africa | Asia		X						present	present	absent	absent				2000		2000							2714453	Cyperus cyperoides (L.) Kuntze	Cyperus cyperoides	ACCEPTED	SPECIES	EXACT	2714453	Cyperus cyperoides (L.) Kuntze
