index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	verbatimInvasionStage	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	verbatimIntroductionPathway	introductionPathway	introductionMode	verbatimHabitat	habitat	verbatimNativeRange	nativeRange	verbatimPresenceBE	verbatimPresenceFL	verbatimPresenceWA	verbatimPresenceBR	verbatimPresenceBECoast	verbatimPresenceBPNS	verbatimPresenceBEEZ	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	manual_acceptedKey	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey	gbifapi_acceptedScientificName
524	no match		plants	Aster amellus L.	Aster amellus L.		Plantae				Asteraceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AS-Te	Europe | Asia				X				present	absent	absent	present				<1951		<1951							8133114	Aster amellus L.	Aster amellus	DOUBTFUL	SPECIES	EXACT	100	8133114	Aster amellus L.
525	ok, SYNONYM		plants	Asteriscus aquaticus (L.) Less.	Asteriscus aquaticus (L.) Less.		Plantae				Asteraceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AF AS-Te	to be determined by experts			X					present	absent	present	absent				1911		1911							5393689	Asteriscus aquaticus (L.) Less.	Asteriscus aquaticus	DOUBTFUL	SPECIES	EXACT	100	5393689	Asteriscus aquaticus (L.) Less.
526	ok, SYNONYM		plants	Athanasia trifurcata L.	Athanasia trifurcata L.		Plantae				Asteraceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AF	Africa			X					present	absent	present	absent				1909		1912							3114343	Athanasia trifurcata (L.) L.	Athanasia trifurcata	DOUBTFUL	SPECIES	EXACT	100	3114343	Athanasia trifurcata (L.) L.
527	manual match		plants	Baccharis halimifolia L.	Baccharis halimifolia L.		Plantae				Asteraceae							Inv.	established						Hort.	escape > horticulture	D		to be determined by experts	NAM	N. America		X						present	present	absent	absent				1924		N						3129663	3129663	Baccharis halimifolia L.	Baccharis halimifolia	DOUBTFUL	SPECIES	EXACT	100	3129663	Baccharis halimifolia L.
528	ok		plants	Bidens bipinnata L.	Bidens bipinnata L.		Plantae				Asteraceae							Cas.	introduced						Grain?	unknown	A		to be determined by experts	SAM	S. America		X	X					present	present	present	absent				1885		1915							5389402	Bidens bipinnata L.	Bidens bipinnata	DOUBTFUL	SPECIES	EXACT	100	5389402	Bidens bipinnata L.
529	ok, DOUBTFUL		plants	Bidens connata Muhlenb. ex Willd.	Bidens connata Muhlenb. ex Willd.		Plantae				Asteraceae							Nat.	established						Waterfowl?	unknown	A		to be determined by experts	NAM	N. America		X	X					present	present	present	absent				1920		N							5392083	Bidens connata Muhl. ex Willd.	Bidens connata	DOUBTFUL	SPECIES	EXACT	100	5392083	Bidens connata Muhl. ex Willd.
530	ok, SYNONYM		plants	Bidens frondosa L. var. anomala Porter ex Fernald	Bidens frondosa L. var. anomala Porter ex Fernald		Plantae				Asteraceae							Nat.?	unknown						Waterfowl?	unknown	A		to be determined by experts	AM	N. America | S. America		X	X					present	present	present	absent				1979		N?  							5700912	Bidens frondosa var. anomala Porter ex Fernald	Bidens frondosa anomala	SYNONYM	VARIETY	EXACT	100	5392174	Bidens frondosa L.
531	ok, SYNONYM		plants	Bidens frondosa L. var. frondosa	Bidens frondosa L. var. frondosa		Plantae				Asteraceae							Inv.	established						Waterfowl?	unknown	A		to be determined by experts	AM	N. America | S. America		X	X	X				present	present	present	present				1886?		N							7872129	Bidens frondosa var. frondosa	Bidens frondosa frondosa	SYNONYM	VARIETY	EXACT	100	5392174	Bidens frondosa L.
532	ok, SYNONYM		plants	Bidens pilosa L.	Bidens pilosa L.		Plantae				Asteraceae							Cas.	introduced						Wool, grain,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America		X	X					present	present	present	absent				1903		2015							5391845	Bidens pilosa L.	Bidens pilosa	DOUBTFUL	SPECIES	EXACT	100	5391845	Bidens pilosa L.
533	ok, DOUBTFUL		plants	Bidens radiata Thuill.	Bidens radiata Thuill.		Plantae				Asteraceae							Cas.	introduced						Fish	to be determined by experts	A		to be determined by experts	E AS-Te	Europe | Asia		X						present	present	absent	absent				2005		2015							5392145	Bidens radiata Thuill.	Bidens radiata	DOUBTFUL	SPECIES	EXACT	100	5392145	Bidens radiata Thuill.
534	ok, DOUBTFUL		plants	Bidens subalternans DC.	Bidens subalternans DC.		Plantae				Asteraceae							Cas.	introduced						Wool, grain,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America		X	X					present	present	present	absent				1903		2004							5391882	Bidens subalternans DC.	Bidens subalternans	DOUBTFUL	SPECIES	EXACT	100	5391882	Bidens subalternans DC.
535	ok, SYNONYM		plants	Bidens triplinervia Humb., Bonpl. et Kunth var. macrantha (Wedd.) Sherff	Bidens triplinervia Humb., Bonpl. et Kunth var. macrantha (Wedd.) Sherff		Plantae				Asteraceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	SAM	S. America		X						present	present	absent	absent				2000		2014							8323119	Bidens triplinervia var. macrantha (Wedd.) Sherff	Bidens triplinervia macrantha	SYNONYM	VARIETY	EXACT	100	5391928	Bidens triplinervia Kunth
536	ok, DOUBTFUL		plants	Bidens vulgata E. Greene	Bidens vulgata E. Greene		Plantae				Asteraceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X						present	present	absent	absent				2000		2001							5391810	Bidens vulgata Greene	Bidens vulgata	DOUBTFUL	SPECIES	EXACT	100	5391810	Bidens vulgata Greene
537	ok		plants	Brachycome heterodonta DC.	Brachycome heterodonta DC.		Plantae				Asteraceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1892		1892															
538	ok, SYNONYM		plants	Calendula arvensis L.	Calendula arvensis L.		Plantae				Asteraceae							Cas.	introduced						Grain?	unknown	A		to be determined by experts	E AF AS-Te	to be determined by experts			X	X				present	absent	present	present				1859		2014							5391490	Calendula arvensis (Vaill.) L.	Calendula arvensis	DOUBTFUL	SPECIES	EXACT	100	5391490	Calendula arvensis (Vaill.) L.
539	no match		plants	Calendula officinalis L.	Calendula officinalis L.		Plantae				Asteraceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	?	unknown		X	X	X				present	present	present	present				1858		Ann.							5391480	Calendula officinalis L.	Calendula officinalis	DOUBTFUL	SPECIES	EXACT	100	5391480	Calendula officinalis L.
540	ok, SYNONYM		plants	Callistephus chinensis (L.) Nees	Callistephus chinensis (L.) Nees		Plantae				Asteraceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia		X	X					present	present	present	absent				1930		2014							3092946	Callistephus chinensis (L.) Nees	Callistephus chinensis	DOUBTFUL	SPECIES	EXACT	100	3092946	Callistephus chinensis (L.) Nees
541	ok, DOUBTFUL		plants	Calotis cuneifolia R.Brown	Calotis cuneifolia R.Brown		Plantae				Asteraceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1895		1963							3098186	Calotis cuneifolia R.Br.	Calotis cuneifolia	DOUBTFUL	SPECIES	EXACT	100	3098186	Calotis cuneifolia R.Br.
542	ok, DOUBTFUL		plants	Calotis hispidula F. Muell.	Calotis hispidula F. Muell.		Plantae				Asteraceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1898		1949							3098176	Calotis hispidula (F.Muell.) F.Muell.	Calotis hispidula	DOUBTFUL	SPECIES	EXACT	100	3098176	Calotis hispidula (F.Muell.) F.Muell.
543	ok, DOUBTFUL		plants	Calotis lappulacea Benth.	Calotis lappulacea Benth.		Plantae				Asteraceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1902		1940							3098183	Calotis lappulacea Benth.	Calotis lappulacea	DOUBTFUL	SPECIES	EXACT	100	3098183	Calotis lappulacea Benth.
544	no match		plants	Carduus acanthoides L.	Carduus acanthoides L.		Plantae				Asteraceae							Nat.	established						?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia		X	X	X				present	present	present	present				1866?		N							3114643	Carduus acanthoides L.	Carduus acanthoides	DOUBTFUL	SPECIES	EXACT	100	3114643	Carduus acanthoides L.
545	no match		plants	Carduus hamulosus Ehrh.	Carduus hamulosus Ehrh.		Plantae				Asteraceae							Cas.	introduced						Seeds	contaminant > seed contaminant	A		to be determined by experts	E AS-Te	Europe | Asia		X						present	present	absent	absent				1876		1877							3114679	Carduus hamulosus Ehrh.	Carduus hamulosus	SYNONYM	SPECIES	EXACT	100	4212130	Carduus nutans subsp. platypus (Lange) Greuter
546	ok, SYNONYM		plants	Carduus nutans L. subsp. leiophyllus (Petrovič) Arènes	Carduus nutans L. subsp. leiophyllus (Petrovič) Arènes		Plantae				Asteraceae							Cas.	introduced						Grain, etc	contaminant > seed contaminant	A?		to be determined by experts	E AF AS-Te	to be determined by experts		X	 	X				present	present	absent	present				1908		2012							6290237	Carduus nutans var. leiophyllus (Petrovic) Arènes	Carduus nutans leiophyllus	SYNONYM	VARIETY	EXACT	100	4274443	Carduus nutans subsp. leiophyllus (Petrovic) Stoj. & Stef.
547	no match		plants	Carduus pycnocephalus L.	Carduus pycnocephalus L.		Plantae				Asteraceae							Cas.	introduced						Grain, wool,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X					present	present	present	absent				<1850		2015							3114667	Carduus pycnocephalus L.	Carduus pycnocephalus	DOUBTFUL	SPECIES	EXACT	100	3114667	Carduus pycnocephalus L.
548	ok, SYNONYM		plants	Carduus vivariensis Jord.	Carduus vivariensis Jord.		Plantae				Asteraceae							Cas.	introduced						Seeds,etc	contaminant > seed contaminant	A		to be determined by experts	E	Europe		X	X					present	present	present	absent				1897		1965							4210773	Carduus vivariensis Jord.	Carduus vivariensis	SYNONYM	SPECIES	EXACT	100	6076849	Carduus nigrescens subsp. vivariensis (Jord.) Bonnier & Layens
549	ok, DOUBTFUL		plants	Carduus x theriotii Rouy	Carduus x theriotii Rouy (C. pycnocephalus x tenuiflorus Curt.)		Plantae				Asteraceae							Cas.	introduced						Hybridization	to be determined by experts	A		to be determined by experts	Hybr.	unknown			X					present	absent	present	absent				<1850		1892							4211074	Carduus ×theriotii Rouy	Carduus theriotii	DOUBTFUL	SPECIES	EXACT	100	4211074	Carduus ×theriotii Rouy
550	ok, DOUBTFUL		plants	Carthamus lanatus L.	Carthamus lanatus L.		Plantae				Asteraceae							Cas.	introduced						Wool, grain,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X					present	present	present	absent				1940		2015							3138230	Carthamus lanatus L.	Carthamus lanatus	DOUBTFUL	SPECIES	EXACT	100	3138230	Carthamus lanatus L.
551	ok, DOUBTFUL		plants	Carthamus tinctorius L.	Carthamus tinctorius L.		Plantae				Asteraceae							Cas.	introduced						Birdseed	contaminant > seed contaminant	D		to be determined by experts	Cult.	unknown		X	X	X				present	present	present	present				1893		Ann.							3138327	Carthamus tinctorius L.	Carthamus tinctorius	DOUBTFUL	SPECIES	EXACT	100	3138327	Carthamus tinctorius L.
552	ok, SYNONYM		plants	Catananche caerulea L.	Catananche caerulea L.		Plantae				Asteraceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AF	Europe | Africa		X						present	present	absent	absent				1953		1953							3134867	Catananche caerulea L.	Catananche caerulea	DOUBTFUL	SPECIES	EXACT	100	3134867	Catananche caerulea L.
553	no match		plants	Centaurea alba L.	Centaurea alba L.		Plantae				Asteraceae							Cas.	introduced						?	unknown	A		to be determined by experts	E	Europe		?	?	?				unknown	unknown	unknown	unknown				<1850		<1850							7437845	Centaurea alba L.	Centaurea alba	DOUBTFUL	SPECIES	EXACT	100	7437845	Centaurea alba L.
554	ok, SYNONYM		plants	Centaurea algeriensis Coss. et Durieu	Centaurea algeriensis Coss. et Durieu	Centaurea diluta Ait. subsp. algeriensis (Coss. et Durieu) Maire	Plantae				Asteraceae							Cas.	introduced						Grain?	unknown	A		to be determined by experts	AF	Africa		X	 					present	present	absent	absent				1918		1918							4207003	Centaurea algeriensis Durieu & Coss.	Centaurea algeriensis	SYNONYM	SPECIES	EXACT	100	7399679	Centaurea diluta subsp. algeriensis (Coss. & Durieu) Marie
555	ok, SYNONYM		plants	Centaurea aspera L.	Centaurea aspera L.		Plantae				Asteraceae							Cas.	introduced						Ore?	unknown	A		to be determined by experts	E	Europe		X	X	 				present	present	present	absent				1872		1983							3128166	Centaurea aspera L.	Centaurea aspera	DOUBTFUL	SPECIES	EXACT	100	3128166	Centaurea aspera L.
556	ok, DOUBTFUL		plants	Centaurea benedicta (L.) L.	Centaurea benedicta (L.) L.	Cnicus benedictus L.	Plantae				Asteraceae							Cas.	introduced						Agric.,etc	escape > agriculture (including biofuel feedstocks)	A/D		to be determined by experts	E AF AS-Te	to be determined by experts		X	X					present	present	present	absent				1886		1953							3127691	Centaurea benedicta (L.) L.	Centaurea benedicta	DOUBTFUL	SPECIES	EXACT	100	3127691	Centaurea benedicta (L.) L.
557	ok, DOUBTFUL		plants	Centaurea calocephala Willd.	Centaurea calocephala Willd.	Centaurea atropurpurea Waldst. & Kit. 	Plantae				Asteraceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E	Europe		X						present	present	absent	absent				2014		2014							3128279	Centaurea calocephala Willd.	Centaurea calocephala	DOUBTFUL	SPECIES	EXACT	100	3128279	Centaurea calocephala Willd.
558	ok, DOUBTFUL		plants	Centaurea diffusa Lam.	Centaurea diffusa Lam.		Plantae				Asteraceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AS-Te	Europe | Asia		X	X	X				present	present	present	present				1877		1944							3128962	Centaurea diffusa Lam.	Centaurea diffusa	DOUBTFUL	SPECIES	EXACT	100	3128962	Centaurea diffusa Lam.
559	no match		plants	Centaurea diluta Ait.	Centaurea diluta Ait. 		Plantae				Asteraceae							Cas.	introduced						Grain?	unknown	A		to be determined by experts	E AF  	Europe | Africa		X	X	X				present	present	present	present				1918		2015							3129010	Centaurea diluta Aiton	Centaurea diluta	DOUBTFUL	SPECIES	EXACT	100	3129010	Centaurea diluta Aiton
560	ok, DOUBTFUL		plants	Centaurea glaberrima Tausch	Centaurea glaberrima Tausch		Plantae				Asteraceae							Cas.	introduced						?	unknown	A		to be determined by experts	E	Europe			X					present	absent	present	absent				<1850		<1850							3128437	Centaurea glaberrima Tausch	Centaurea glaberrima	DOUBTFUL	SPECIES	EXACT	100	3128437	Centaurea glaberrima Tausch
561	ok, DOUBTFUL		plants	Centaurea hyalolepis Boiss.	Centaurea hyalolepis Boiss.		Plantae				Asteraceae							Cas.	introduced						?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia		X	X					present	present	present	absent				1954		1955							3127837	Centaurea hyalolepis Boiss.	Centaurea hyalolepis	DOUBTFUL	SPECIES	EXACT	100	3127837	Centaurea hyalolepis Boiss.
562	ok, SYNONYM		plants	Centaurea macrocephala Willd.	Centaurea macrocephala Willd.		Plantae				Asteraceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	AS-Te	Asia			X	X				present	absent	present	present				1940		2012							3129064	Centaurea macrocephala Muss.Puschk. ex Willd.	Centaurea macrocephala	DOUBTFUL	SPECIES	EXACT	100	3129064	Centaurea macrocephala Muss.Puschk. ex Willd.
563	ok, DOUBTFUL		plants	Centaurea melitensis L.	Centaurea melitensis L.		Plantae				Asteraceae							Cas.	introduced						Grain, wool,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X	X				present	present	present	present				1848		2012							3128091	Centaurea melitensis L.	Centaurea melitensis	DOUBTFUL	SPECIES	EXACT	100	3128091	Centaurea melitensis L.
564	no match		plants	Centaurea nigrescens Willd.	Centaurea nigrescens Willd.	Centaurea jacea L. subsp. nigrescens (Willd.) Čelak.	Plantae				Asteraceae							Nat.?	unknown						?	unknown	A		to be determined by experts	E	Europe		X	X					present	present	present	absent				1826		N?							3128228	Centaurea nigrescens Willd.	Centaurea nigrescens	DOUBTFUL	SPECIES	EXACT	100	3128228	Centaurea nigrescens Willd.
565	ok, SYNONYM		plants	Centaurea orientalis L.	Centaurea orientalis L.		Plantae				Asteraceae							Cas.	introduced						Grain?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia			X					present	absent	present	absent				1893		1894							3128007	Centaurea orientalis L.	Centaurea orientalis	DOUBTFUL	SPECIES	EXACT	100	3128007	Centaurea orientalis L.
566	no match		plants	Centaurea paniculata L.	Centaurea paniculata L.		Plantae				Asteraceae							Cas.	introduced						?	unknown	A		to be determined by experts	E	Europe			X					present	absent	present	absent				1895		1895							3127613	Centaurea paniculata L.	Centaurea paniculata	DOUBTFUL	SPECIES	EXACT	100	3127613	Centaurea paniculata L.
567	no match		plants	Centaurea pectinata L.	Centaurea pectinata L.		Plantae				Asteraceae							Cas.	introduced						?	unknown	A		to be determined by experts	E	Europe			X					present	absent	present	absent				2004		2004							8018277	Centaurea pectinata L.	Centaurea pectinata	DOUBTFUL	SPECIES	EXACT	100	8018277	Centaurea pectinata L.
