id,scientificname,species_group,species_type,species_status,count_obs
722,Pontia daplidice,Dagvlinders,S,Native,5
723,Vanessa atalanta,Dagvlinders,S,Native,77334
724,Vanessa cardui,Dagvlinders,S,Native,31476
725,Colias hyale,Dagvlinders,S,Native,799
726,Colias croceus,Dagvlinders,S,Native,17811
727,Boloria dia,Dagvlinders,S,Native,1480
728,Polyommatus coridon,Dagvlinders,S,Native,2187
729,Apatura ilia,Dagvlinders,S,Native,769
730,Iphiclides podalirius,Dagvlinders,S,Native,629
731,Satyrium pruni,Dagvlinders,S,Native,608
733,Parnassius apollo,Dagvlinders,S,Does not occur,1
735,Erebia ligea,Dagvlinders,S,Native,114
737,Pyrgus armoricanus,Dagvlinders,S,Native,37
740,Lycaena virgaureae,Dagvlinders,S,Native,150
741,Arethusana arethusa,Dagvlinders,S,Native,1
743,Lasiommata maera,Dagvlinders,S,Native,914
744,Hamearis lucina,Dagvlinders,S,Native,461
745,Cupido argiades,Dagvlinders,S,Native,398
746,Colias chrysotheme,Dagvlinders,S,Does not occur,1
747,Melitaea aurelia,Dagvlinders,S,Native,51
748,Lampides boeticus,Dagvlinders,S,Native,202
749,Melitaea didyma,Dagvlinders,S,Native,1
751,Erebia medusa,Dagvlinders,S,Native,575
753,Erebia aethiops,Dagvlinders,S,Native,297
754,Colias alfacariensis,Dagvlinders,S,Native,332
755,Anthus cervinus,Vogels,S,Native,877
756,Motacilla cinerea,Vogels,S,Native,53816
757,Anthus richardi,Vogels,S,Native,729
758,Branta hutchinsii,Vogels,S,Exotic,703
759,Dryocopus martius,Vogels,S,Native,28496
760,Macroglossum stellatarum,Nachtvlinders en micro's,S,Native,8544
761,Charadrius dubius,Vogels,S,Native,36319
762,Chlidonias hybrida,Vogels,S,Native,1404
763,Acanthis cabaret,Vogels,S,Native,6697
765,Phylloscopus collybita tristis,Vogels,I,Native,438
766,Pycnonotus jocosus,Vogels,S,Exotic,12
768,Oxyura leucocephala,Vogels,S,Native,450
769,Branta hrota,Vogels,S,Native,559
770,Sylvia curruca halimodendri,Vogels,I,Native,12
772,Aythya nyroca,Vogels,S,Native,4733
773,Dendrocygna bicolor,Vogels,S,Exotic,216
775,Anser albifrons flavirostris,Vogels,I,Native,22
777,Branta hutchinsii taverneri,Vogels,I,Native,2
778,Branta canadensis parvipes,Vogels,I,Native,17
781,Branta nigricans,Vogels,S,Native,78
782,Marmaronetta angustirostris,Vogels,S,Native,67
783,Aythya valisineria,Vogels,S,Native,1
785,Aythya affinis,Vogels,S,Native,233
786,Polysticta stelleri,Vogels,S,Native,1
789,Histrionicus histrionicus,Vogels,S,Native,2
791,Melanitta perspicillata,Vogels,S,Native,64
795,Bucephala islandica,Vogels,S,Native,1
797,Aix sponsa,Vogels,S,Exotic,1414
798,Anas falcata,Vogels,S,Native,13
799,Anas americana,Vogels,S,Native,299
800,Anas discors,Vogels,S,Native,289
801,Anas rubripes,Vogels,S,Native,5
802,Anas formosa,Vogels,S,Native,340
803,Anas carolinensis,Vogels,S,Native,362
804,Tetrastes bonasia,Vogels,S,Native,94
808,Alectoris graeca,Vogels,S,Exotic,3
809,Alectoris rufa,Vogels,S,Exotic,89
812,Gavia adamsii,Vogels,S,Native,68
824,Calonectris borealis,Vogels,S,Native,19
841,Pelecanus onocrotalus,Vogels,S,Exotic,379
843,Pelecanus rufescens,Vogels,S,Exotic,60
853,Plegadis falcinellus,Vogels,S,Native,1702
862,Falco naumanni,Vogels,S,Native,6
863,Falco rusticolus ,Vogels,V,Native,4
864,Falco peregrinus calidus,Vogels,I,Native,40
881,Pluvianus aegyptius,Vogels,S,Exotic,2
883,Glareola pratincola,Vogels,S,Native,96
885,Glareola nordmanni,Vogels,S,Native,201
887,Charadrius vociferus,Vogels,S,Native,1
889,Charadrius mongolus,Vogels,S,Native,11
890,Charadrius leschenaultii,Vogels,S,Native,5
892,Pluvialis dominicus / fulva,Vogels,M,Native,3
893,Pluvialis dominica,Vogels,S,Native,28
894,Pluvialis fulva,Vogels,S,Native,239
904,Calidris acuminata,Vogels,S,Native,18
905,Limicola falcinellus,Vogels,S,Native,224
913,Limnodromus scolopaceus,Vogels,S,Native,38
915,Numenius minutus,Vogels,S,Native,41
920,Tringa flavipes,Vogels,S,Native,199
925,Phalaropus tricolor,Vogels,S,Native,52
927,Ichthyaetus ichthyaetus,Vogels,S,Native,4
928,Leucophaeus atricilla,Vogels,S,Native,5
929,Leucophaeus pipixcan,Vogels,S,Native,113
930,Chroicocephalus philadelphia,Vogels,S,Native,85
933,Larus delawarensis,Vogels,S,Native,222
934,Larus smithsonianus,Vogels,S,Native,1
935,Larus fuscus fuscus,Vogels,I,Native,37
937,Larus cachinnans,Vogels,S,Native,7483
941,Larus glaucoides kumlieni,Vogels,I,Native,229
952,Uria lomvia,Vogels,S,Native,22
964,Spilopelia senegalensis,Vogels,S,Exotic,4
966,Clamator glandarius,Vogels,S,Native,41
974,Aegolius funereus,Vogels,S,Native,598
975,Caprimulgus ruficollis,Vogels,S,Native,3
989,Picus canus,Vogels,S,Native,314
1002,Alaudala rufescens,Vogels,S,Native,24
1005,Ptyonoprogne rupestris,Vogels,S,Native,41
1007,Cecropis daurica,Vogels,S,Native,186
1011,Anthus godlewskii,Vogels,S,Native,172
1015,Anthus gustavi,Vogels,S,Native,1
1026,Motacilla flava thunbergi,Vogels,I,Native,1832
1041,Cinclus cinclus cinclus,Vogels,I,Native,23
1042,Cinclus cinclus aquaticus,Vogels,I,Native,306
1053,Luscinia luscinia,Vogels,S,Native,44
1058,Luscinia svecica svecica,Vogels,I,Native,10
1061,Irania gutturalis,Vogels,S,Native,2
1073,Saxicola maurus hemprichii,Vogels,I,Native,1
1081,Oenanthe hispanica hispanica,Vogels,I,Native,6
1086,Monticola saxatilis,Vogels,S,Native,1
1104,Turdus ruficollis,Vogels,S,Native,1
1109,Turdus migratorius,Vogels,S,Native,4
1111,Cisticola juncidis,Vogels,S,Native,1620
1113,Locustella lanceolata,Vogels,S,Native,49
1115,Locustella fluviatilis,Vogels,S,Native,399
1123,Acrocephalus dumetorum,Vogels,S,Native,142
1129,Acrocephalus paludicola,Vogels,S,Native,690
1134,Iduna caligata,Vogels,S,Native,67
1140,Sylvia sarda,Vogels,S,Native,30
1141,Sylvia undata,Vogels,S,Native,244
1144,Sylvia cantillans,Vogels,S,Native,98
1162,Phylloscopus borealis,Vogels,S,Native,71
1166,Phylloscopus schwarzi,Vogels,S,Native,124
1169,Phylloscopus bonelli,Vogels,S,Native,88
1182,Ficedula parva,Vogels,S,Native,276
1204,Certhia familiaris macrodactyla,Vogels,I,Native,185
1206,Remiz pendulinus,Vogels,S,Native,3951
1213,Lanius isabellinus,Vogels,S,Native,96
1215,Lanius minor,Vogels,S,Native,93
1218,Lanius meridionalis,Vogels,S,Native,1
1228,Nucifraga caryocatactes,Vogels,S,Native,1966
1232,Coloeus monedula soemmerringii,Vogels,I,Native,94
1255,Fringilla coelebs africana,Vogels,I,Native,6
1259,Serinus canaria,Vogels,S,Exotic,45
1268,Acanthis hornemanni,Vogels,S,Native,44
1272,Loxia pytyopsittacus,Vogels,S,Native,591
1359,Danaus plexippus,Dagvlinders,S,Incidental / Vagrant / Migrant,1
1366,Ophiogomphus cecilia,Libellen,S,Native,12
1375,Delphinus delphis,Zoogdieren,S,Native,3
1376,Physeter macrocephalus,Zoogdieren,S,Native,53
1384,Anser brachyrhynchus,Vogels,S,Native,7100
1385,Elanus caeruleus,Vogels,S,Native,187
1386,Merops apiaster,Vogels,S,Native,1483
1387,Xema sabini,Vogels,S,Native,573
1388,Puffinus griseus,Vogels,S,Native,780
1389,Megaptera novaeangliae,Zoogdieren,S,Incidental / Vagrant / Migrant,12
1390,Ondatra zibethicus,Zoogdieren,S,Exotic,3059
1392,Branta hutchinsii hutchinsii,Vogels,I,Native,32
1393,Anser cygnoides,Vogels,S,Exotic,2297
1395,Aegithalos caudatus caudatus,Vogels,I,Native,1343
1397,Mus musculus domesticus,Zoogdieren,I,Does not occur,1
1399,Aythya collaris,Vogels,S,Native,621
1400,Phoenicopterus ruber,Vogels,S,Exotic,17
1401,Phoenicopterus roseus,Vogels,S,Exotic,64
1402,Cygnus melancoryphus,Vogels,S,Exotic,12
1403,Anas sibilatrix,Vogels,S,Exotic,433
1404,Coloeus monedula monedula,Vogels,I,Native,670
1408,Chen canagica,Vogels,S,Exotic,223
1409,Aythya collaris x Aythya fuligula,Vogels,H,Native,12
1412,Anas platyrhynchos forma domestica,Vogels,V,Exotic,5487
1413,Anser anser forma domestica,Vogels,F,Exotic,6578
1417,Ara macao,Vogels,S,Exotic,2
1418,Parabuteo unicinctus,Vogels,S,Exotic,69
1419,Bombus lucorum,Bijen wespen en mieren,S,Native,938
1420,Gerris lacustris,Wantsen en Cicaden,S,Native,638
1421,Bombus lapidarius,Bijen wespen en mieren,S,Native,6490
1424,Trachemys scripta elegans,Reptielen en amfibieën,I,Exotic,1803
1425,Alsophila aescularia,Nachtvlinders en micro's,S,Native,1679
1426,Carabus violaceus,Kevers,S,Native,365
1427,Bombus pascuorum,Bijen wespen en mieren,S,Native,10090
1429,Gyrinidae indet.,Kevers,M,Native,346
1430,Pieris spec.,Dagvlinders,M,Native,11403
1432,Bombus hypnorum,Bijen wespen en mieren,S,Native,2934
1433,Bombus pratorum,Bijen wespen en mieren,S,Native,3572
1435,Chenonetta jubata,Vogels,S,Exotic,381
1436,Palomena prasina,Wantsen en Cicaden,S,Native,2791
1437,Anas cyanoptera x Anas discors,Vogels,H,Native,4
1442,Anser anser x Branta leucopsis,Vogels,H,Native,65
1443,Anser anser x Anser indicus,Vogels,H,Native,48
1444,Cicindela maritima,Kevers,S,Native,34
1445,Bombus sylvestris,Bijen wespen en mieren,S,Native,343
1446,Cicindela campestris,Kevers,S,Native,2800
1447,Anas cyanoptera,Vogels,S,Exotic,21
1449,Corvus cornix x Corvus corone,Vogels,H,Native,15
1450,Cicindela hybrida,Kevers,S,Native,2383
1451,Phylloscopus ibericus,Vogels,S,Native,432
1452,Opisthograptis luteolata,Nachtvlinders en micro's,S,Native,10907
1454,Xanthorhoe fluctuata,Nachtvlinders en micro's,S,Native,5657
1455,Motacilla flava cinereocapilla,Vogels,I,Native,5
1456,Himantopus himantopus x Recurvirostra avosetta,Vogels,H,Native,2
1460,Pisaura mirabilis,Geleedpotigen (overig),S,Native,2210
1461,Cercopis vulnerata,Wantsen en Cicaden,S,Native,2154
1462,Phyllobius pomaceus,Kevers,S,Native,565
1463,Melolontha melolontha,Kevers,S,Native,5743
1464,Carabus granulatus,Kevers,S,Native,882
1465,Motacilla spec.,Vogels,M,Native,926
1466,Cantharis rustica,Kevers,S,Native,221
1468,Hemaris fuciformis,Nachtvlinders en micro's,S,Native,789
1474,Saxicola maurus,Vogels,S,Native,80
1475,Eudocimus albus,Vogels,S,Exotic,36
1476,Anser albifrons x Branta leucopsis,Vogels,H,Native,37
1479,Gastrophysa viridula,Kevers,S,Native,409
1481,Agelastica alni,Kevers,S,Native,602
1483,Phyllopertha horticola,Kevers,S,Native,872
1484,Agapanthia villosoviridescens,Kevers,S,Native,1435
1485,Zygaena filipendulae,Nachtvlinders en micro's,S,Native,2770
1486,Agapornis roseicollis,Vogels,S,Exotic,27
1487,Tringa melanoleuca,Vogels,S,Native,20
1488,Chen caerulescens caerulescens,Vogels,I,Exotic,11
1489,Araneus diadematus,Geleedpotigen (overig),S,Native,2653
1490,Myocastor coypus,Zoogdieren,S,Exotic,202
1491,Cyanochen cyanoptera,Vogels,S,Exotic,14
1492,Pyrausta aurata,Nachtvlinders en micro's,S,Native,4438
1493,Euthrix potatoria,Nachtvlinders en micro's,S,Native,3938
1494,Cacoecimorpha pronubana,Nachtvlinders en micro's,S,Native,921
1495,Pyrochroa coccinea,Kevers,S,Native,1189
1496,Leptinotarsa decemlineata,Kevers,S,Native,362
1499,Campaea margaritaria,Nachtvlinders en micro's,S,Native,8935
1500,Anser spec. x Chen caerulescens,Vogels,H,Native,50
1501,Anser anser x Chen caerulescens,Vogels,H,Native,2
1502,Sterna forsteri,Vogels,S,Native,24
1503,Phylloscopus fuscatus,Vogels,S,Native,416
1504,Emberiza cirlus,Vogels,S,Native,111
1507,Ephemera danica,Insecten (overig),S,Native,134
1508,Rhagonycha fulva,Kevers,S,Native,1330
1509,Rattus norvegicus,Zoogdieren,S,Naturalized,5571
1510,Coreus marginatus,Wantsen en Cicaden,S,Native,3670
1514,Timandra comae,Nachtvlinders en micro's,S,Native,6558
1519,Agrotis exclamationis,Nachtvlinders en micro's,S,Native,11499
1523,Tyria jacobaeae,Nachtvlinders en micro's,S,Native,7766
1524,Platycnemis pennipes,Libellen,S,Native,6673
1525,Anthus hodgsoni,Vogels,S,Native,230
1526,Vanellus gregarius,Vogels,S,Native,387
1528,Calidris bairdii,Vogels,S,Native,221
1529,Emberiza rustica,Vogels,S,Native,42
1531,Puffinus gravis,Vogels,S,Native,4
1532,Aquila fasciata,Vogels,S,Native,13
1533,Melanocorypha calandra,Vogels,S,Native,59
1534,Sylvia melanocephala,Vogels,S,Native,30
1536,Emberiza aureola,Vogels,S,Native,14
1537,Emberiza leucocephalos,Vogels,S,Native,3
1538,Cepphus grylle,Vogels,S,Native,73
1539,Podilymbus podiceps,Vogels,S,Native,125
1540,Pterodroma feae / madeira / mollis,Vogels,M,Native,2
1545,Chlamydotis macqueenii,Vogels,S,Native,2
1546,Vanellus leucurus,Vogels,S,Native,17
1549,Calidris ruficollis,Vogels,S,Native,3
1550,Numenius tenuirostris,Vogels,S,Native,1
1551,Onychoprion anaethetus,Vogels,S,Native,7
1552,Syrrhaptes paradoxus,Vogels,S,Native,1
1553,Otus scops,Vogels,S,Native,12
1556,Megaceryle alcyon,Vogels,S,Native,1
1558,Motacilla flava feldegg,Vogels,I,Native,21
1560,Prunella collaris,Vogels,S,Native,111
1561,Tarsiger cyanurus,Vogels,S,Native,300
1562,Oenanthe isabellina,Vogels,S,Native,251
1563,Oenanthe pleschanka,Vogels,S,Native,395
1564,Oenanthe hispanica melanoleuca,Vogels,I,Native,16
1565,Oenanthe deserti,Vogels,S,Native,34
1566,Zoothera aurea,Vogels,S,Native,114
1569,Turdus eunomus,Vogels,S,Native,277
1570,Turdus atrogularis,Vogels,S,Native,383
1571,Locustella certhiola,Vogels,S,Native,2
1572,Sylvia conspicillata,Vogels,S,Native,7
1573,Phylloscopus plumbeitarsus,Vogels,S,Native,2
1575,Ficedula albicollis,Vogels,S,Native,12
1576,Tichodroma muraria,Vogels,S,Native,654
1577,Lanius phoenicuroides,Vogels,S,Native,51
1580,Vireo olivaceus,Vogels,S,Native,4
1583,Zonotrichia albicollis,Vogels,S,Native,1
1584,Junco hyemalis,Vogels,S,Native,1
1585,Emberiza caesia,Vogels,S,Native,27
1587,Emberiza bruniceps,Vogels,S,Native,2
1588,Emberiza melanocephala,Vogels,S,Native,2
1589,Passerina cyanea,Vogels,S,Native,1
1591,Phalacrocorax carbo carbo,Vogels,I,Native,428
1592,Buteo buteo vulpinus,Vogels,I,Native,21
1594,Lanius senator badius,Vogels,I,Native,1
1595,Anthropoides virgo,Vogels,Y,Exotic,23
1596,Pyrrhocorax graculus,Vogels,S,Native,2
1597,Pyrrhocorax pyrrhocorax,Vogels,S,Native,1
1598,Thalasseus elegans,Vogels,S,Native,2
1599,Alectoris chukar,Vogels,S,Exotic,2
1600,Coccyzus americanus,Vogels,S,Native,3
1604,Nucifraga caryocatactes caryocatactes,Vogels,I,Native,189
1606,Falco columbarius subaesalon,Vogels,I,Native,1
1608,Tyto alba alba,Vogels,I,Native,17
1610,Acrocephalus pallidus,Vogels,Y,Native,2
1612,Ciconia boyciana,Vogels,S,Exotic,1
1613,Chrysolophus pictus,Vogels,S,Exotic,66
1614,Dendrocygna viduata,Vogels,S,Exotic,15
1615,Vanellus spinosus,Vogels,S,Exotic,9
1617,Bucanetes githagineus,Vogels,S,Native,1
1618,Nymphicus hollandicus,Vogels,S,Exotic,360
1619,Cyanopica cooki,Vogels,S,Exotic,3
1629,Branta canadensis x Branta leucopsis,Vogels,H,Exotic,379
1631,Volucella bombylans,Vliegen en Muggen,S,Native,1788
1635,Myathropa florea,Vliegen en Muggen,S,Native,3478
1636,Siona lineata,Nachtvlinders en micro's,S,Native,1188
1639,Aglia tau,Nachtvlinders en micro's,S,Native,704
1640,Endromis versicolora,Nachtvlinders en micro's,S,Native,124
1641,Mimas tiliae,Nachtvlinders en micro's,S,Native,2063
1642,Laothoe populi,Nachtvlinders en micro's,S,Native,8094
1643,Sphinx pinastri,Nachtvlinders en micro's,S,Native,3204
1644,Smerinthus ocellata,Nachtvlinders en micro's,S,Native,2342
1645,Sphinx ligustri,Nachtvlinders en micro's,S,Native,1566
1646,Agrius convolvuli,Nachtvlinders en micro's,S,Native,418
1647,Acherontia atropos,Nachtvlinders en micro's,S,Native,99
1648,Daphnis nerii,Nachtvlinders en micro's,S,Native,2
1649,Hyles euphorbiae,Nachtvlinders en micro's,S,Native,118
1650,Hyles gallii,Nachtvlinders en micro's,S,Native,44
1651,Hippotion celerio,Nachtvlinders en micro's,S,Native,17
1652,Hyles livornica,Nachtvlinders en micro's,S,Native,16
1654,Deilephila porcellus,Nachtvlinders en micro's,S,Native,556
1656,Hemaris tityus,Nachtvlinders en micro's,S,Native,7
1658,Oryctes nasicornis,Kevers,S,Native,764
1659,Polyphylla fullo,Kevers,S,Native,272
1660,Lucanus cervus,Kevers,S,Native,190
1661,Dorcus parallelipipedus,Kevers,S,Native,583
1662,Sinodendron cylindricum,Kevers,S,Native,42
1663,Typhaeus typhoeus,Kevers,S,Native,640
1664,Lampyris noctiluca,Kevers,S,Native,2867
1665,Anania hortulata,Nachtvlinders en micro's,S,Native,10756
1666,Anser anser x Branta canadensis,Vogels,H,Exotic,393
1667,Delichon urbicum x Hirundo rustica,Vogels,H,Native,13
1668,Abraxas grossulariata,Nachtvlinders en micro's,S,Native,888
1669,Hecatera bicolorata,Nachtvlinders en micro's,S,Native,848
1670,Tortrix viridana,Nachtvlinders en micro's,S,Native,2642
1672,Vespa crabro,Bijen wespen en mieren,S,Native,6464
1673,Autographa gamma,Nachtvlinders en micro's,S,Native,24731
1674,Anas capensis,Vogels,S,Exotic,11
1676,Anas bahamensis,Vogels,S,Exotic,474
1678,Gryllotalpa gryllotalpa,Sprinkhanen en krekels,S,Native,397
1679,Camptogramma bilineata,Nachtvlinders en micro's,S,Native,6290
1680,Lomaspilis marginata,Nachtvlinders en micro's,S,Native,14760
1681,Myiopsitta monachus,Vogels,S,Exotic,642
1682,Pterophorus pentadactyla,Nachtvlinders en micro's,S,Native,1195
1683,Psittacus erithacus,Vogels,S,Exotic,26
1684,Ovis orientalis musimon,Zoogdieren,I,Exotic,135
1686,Leptura maculata,Kevers,S,Native,2322
1687,Ammophila sabulosa,Bijen wespen en mieren,S,Native,305
1688,Noctua pronuba,Nachtvlinders en micro's,S,Native,20885
1690,Yponomeuta evonymella,Nachtvlinders en micro's,S,Native,2470
1691,Aythya fuligula x Aythya ferina,Vogels,H,Native,364
1692,Lythria cruentaria,Nachtvlinders en micro's,S,Native,1097
1694,Conocephalus dorsalis,Sprinkhanen en krekels,S,Native,2590
1696,Deilephila elpenor,Nachtvlinders en micro's,S,Native,4960
1697,Hepialus humuli,Nachtvlinders en micro's,S,Native,505
1698,Phymatopus hecta,Nachtvlinders en micro's,S,Native,369
1700,Bombus hortorum,Bijen wespen en mieren,S,Native,1259
1701,Spondylis buprestoides,Kevers,S,Native,126
1702,Pipistrellus nathusii,Zoogdieren,S,Native,3188
1703,Volucella zonaria,Vliegen en Muggen,S,Native,1098
1704,Lithobius forficatus,Geleedpotigen (overig),S,Native,498
1705,Phalangium opilio,Geleedpotigen (overig),S,Native,578
1707,Chorthippus brunneus,Sprinkhanen en krekels,S,Native,6102
1708,Tettigonia viridissima,Sprinkhanen en krekels,S,Native,10964
1709,Vespula vulgaris,Bijen wespen en mieren,S,Native,2702
1710,Idaea aversata,Nachtvlinders en micro's,S,Native,11247
1711,Scaeva pyrastri,Vliegen en Muggen,S,Native,1083
1712,Lagria spec.,Kevers,M,Native,267
1713,Saperda carcharias,Kevers,S,Native,40
1715,Phengaris alcon,Dagvlinders,S,Native,425
1716,Euproctis similis,Nachtvlinders en micro's,S,Native,2268
1717,Pseudochorthippus parallelus,Sprinkhanen en krekels,S,Native,12243
1724,Lithobates catesbeianus,Reptielen en amfibieën,S,Naturalized,435
1725,Nicrophorus vespillo,Kevers,S,Native,359
1726,Epirrhoe alternata,Nachtvlinders en micro's,S,Native,6550
1728,Mesembrina meridiana,Vliegen en Muggen,S,Native,1706
1729,Argiope bruennichi,Geleedpotigen (overig),S,Native,3822
1730,Arctia caja,Nachtvlinders en micro's,S,Native,2898
1732,Anser indicus x Branta leucopsis,Vogels,H,Native,70
1733,Ematurga atomaria,Nachtvlinders en micro's,S,Native,2189
1734,Musca domestica,Vliegen en Muggen,S,Native,211
1735,Oniscus asellus,Geleedpotigen (overig),S,Native,1747
1736,Streptopelia roseogrisea,Vogels,S,Exotic,13
1737,Stictoleptura rubra,Kevers,S,Native,1001
1738,Eilema griseola,Nachtvlinders en micro's,S,Native,7334
1739,Trichius fasciatus,Kevers,S,Native,469
1740,Chrysomela populi,Kevers,S,Native,732
1742,Idaea biselata,Nachtvlinders en micro's,S,Native,5630
1743,Spilosoma lubricipeda,Nachtvlinders en micro's,S,Native,9826
1746,Lepisma saccharina,Insecten (overig),S,Native,158
1747,Macrosiphum rosae,Wantsen en Cicaden,S,Native,44
1748,Tabanus sudeticus,Vliegen en Muggen,S,Native,53
1749,Noctua fimbriata,Nachtvlinders en micro's,S,Native,2559
1750,Callistege mi,Nachtvlinders en micro's,Y,Native,790
1751,Cossus cossus,Nachtvlinders en micro's,S,Native,695
1752,Globicephala melas,Zoogdieren,S,Native,7
1753,Apis mellifera,Bijen wespen en mieren,S,Native,5277
1754,Sarcophaga spec.,Vliegen en Muggen,M,Native,868
1755,Lucilia caesar,Vliegen en Muggen,S,Native,177
1756,Anthrenus verbasci,Kevers,S,Native,446
1757,Philanthus triangulum,Bijen wespen en mieren,S,Native,589
1758,Amata phegea,Nachtvlinders en micro's,S,Native,1037
1759,Otiorhynchus sulcatus,Kevers,S,Native,169
1760,Xanthorhoe ferrugata,Nachtvlinders en micro's,S,Native,4014
1761,Hydraecia micacea,Nachtvlinders en micro's,S,Native,3093
1763,Oedipoda caerulescens,Sprinkhanen en krekels,S,Native,3222
1764,Calliphora vomitoria,Vliegen en Muggen,S,Native,141
1765,Aeshna viridis,Libellen,S,Incidental / Vagrant / Migrant,1
1766,Euplagia quadripunctaria,Nachtvlinders en micro's,S,Native,4096
1767,Chrysops relictus,Vliegen en Muggen,S,Native,278
1768,Lymantria dispar,Nachtvlinders en micro's,S,Native,3484
1769,Alopochen aegyptiaca x Tadorna ferruginea,Vogels,H,Exotic,23
1770,Parasitica indet.,Bijen wespen en mieren,M,Native,119
1771,Chelostoma campanularum,Bijen wespen en mieren,S,Native,379
1772,Eristalis tenax,Vliegen en Muggen,S,Native,6182
1773,Cyclophora punctaria,Nachtvlinders en micro's,S,Native,3346
