taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	euConcernStatus	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	nativeRange	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
	rinse				Arthropoda	Malacostraca			Porcellio	laevis															freshwater		not confirmed														
	rinse				Arthropoda	Malacostraca			Porcellionides	pruinosus															freshwater		present														
	rinse				Arthropoda	Malacostraca			Potamon	ibericum															freshwater		not confirmed														
	rinse				Arthropoda	Insecta			Prays	citri															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	abietina															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	amphibola															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	compressa															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	erichsonii															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	glauca															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	laricis															terrestrial		present														
	rinse				Arthropoda	Insecta			Pristiphora	leucopus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	nigella															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	saxesenii															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	subarctica															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	thalictri															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pristiphora	wesmaeli															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Proasellus	coxalis															freshwater		present														
	rinse				Arthropoda	Malacostraca			Proasellus	meridianus															freshwater		present														
	rinse				Arthropoda	Malacostraca			Procambarus	acutus															freshwater		not confirmed														
	rinse				Arthropoda	Malacostraca			Procambarus	clarkii															freshwater		present														
	rinse				Arthropoda	Malacostraca			Procambarus	marmorkrebs															freshwater		not confirmed														
	rinse				Arthropoda	Insecta			Prociphilus	fraxini															terrestrial		present														
	rinse				Arthropoda	Insecta			Prodiplosis	violicola															terrestrial		not confirmed														
	rinse				Arthropoda	Collembola			Proisotoma	filifera															terrestrial		not confirmed														
	rinse				Arthropoda	Collembola			Proisotoma	minuta															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Prokelisia	marginata															terrestrial		present														
	rinse				Arthropoda	Insecta			Propsocus	pulchripennis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Prosopantrum	flavifrons															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Prosopodesmus	panporus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Protopulvinaria	pyriformis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pryeria	sinica															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psacothea	hilaris															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psammotettix	saxatilis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psectrosema	tamaricis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudagrion	microcephalum															freshwater		present														
	rinse				Arthropoda	Insecta			Pseudaulacaspis	cockerelli															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudaulacaspis	pentagona															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudauparlatoria	parlatorioides															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Pseudeuophrys	lanigera															terrestrial		present														
	rinse				Arthropoda	Insecta			Pseudococcus	calceolariae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudococcus	comstocki															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudococcus	longispinus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudococcus	viburni															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudocoremia	suavis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudodendrothrips	mori															terrestrial		not confirmed														
	rinse				Arthropoda	Maxillopoda			Pseudodiaptomus	marinus															marine		not confirmed														
	rinse				Arthropoda	Maxillopoda			Pseudomyicola	spinosus															freshwater		not confirmed														
	rinse				Arthropoda	Insecta			Pseudopachymerina	spinipes															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudoparlatoria	ostreata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pseudoparlatoria	parlatorioides															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Pseudospirobolellus	avernus															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Psilochorus	simoni															terrestrial		present														
	rinse				Arthropoda	Insecta			Psoquilla	marginepunctata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psychoides	filicivora															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psydrothrips	kewi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psyllaephagus	pilosus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psylliodes	chrysocephalus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psylliodes	cucullata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psyllipsocus	ramburii															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Psyttalia	concolor															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pterochloroides	persicae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pterostichus	angustatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pterostichus	cristatus															terrestrial		present														
	rinse				Arthropoda	Insecta			Pterostichus	quadrifoveolatus															terrestrial		present														
	rinse				Arthropoda	Insecta			Pteroxanium	kelloggi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ptilineurus	marmoratus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ptilodactyla	exotica															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ptinella	cavelli															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ptinella	errabunda															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ptinella	simsoni															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ptinella	taylorae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Ptinus	ocellus															terrestrial		present														
	rinse				Arthropoda	Insecta			Ptinus	tectus															terrestrial		present														
	rinse				Arthropoda	Insecta			Puliciphora	borinquenensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pulvinaria	floccifera															terrestrial		present														
	rinse				Arthropoda	Insecta			Pulvinaria	horii															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pulvinaria	hydrangeae															terrestrial		present														
	rinse				Arthropoda	Insecta			Pulvinaria	psidii															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pulvinaria	regalis															terrestrial		present														
	rinse				Arthropoda	Insecta			Pulvinariella	mesembryanthemi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pycnocelus	surinamensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pycnomerus	fuliginosus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pycnoscelus	surinamensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Pyralis	farinalis															terrestrial		present														
	rinse				Arthropoda	Insecta			Pyrrharctia	isabella															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rapala	schistacea															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Reductoniscus	costulatus															freshwater		not confirmed														
	rinse				Arthropoda	Insecta			Reesa	vespulae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Resseliella	skuhravyorum															terrestrial		present														
	rinse				Arthropoda	Insecta			Reticulitermes	flavipes															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Reticulitermes	lucifugus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Reuteria	marqueti															terrestrial		present														
	rinse				Arthropoda	Insecta			Rhagium	inquisitor															terrestrial		present														
	rinse				Arthropoda	Insecta			Rhagoletis	cerasi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhagoletis	cingulata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhagoletis	completa															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhagoletis	meigenii															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Rhinotus	purpureus															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Rhipicephalus	sanguineus															terrestrial		present														
	rinse				Arthropoda	Malacostraca			Rhithropanopeus	harrisii															marine		present														
	rinse				Arthropoda	Insecta			Rhizoecus	cacticans															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhizoecus	dianthi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhizophagus	grandis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhodobium	porosum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhopalapion	longirostre															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhopalomyia	chrysanthemi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhopalomyia	grossulariae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhopalosiphoninus	latysiphon															terrestrial		present														
	rinse				Arthropoda	Insecta			Rhopalosiphum	insertum															terrestrial		present														
	rinse				Arthropoda	Insecta			Rhopalosiphum	maidis															terrestrial		present														
	rinse				Arthropoda	Insecta			Rhopalosiphum	rufiabdominale															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhopalosiphum	rufulum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhynchophorus	ferrugineus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhyopsocus	disparilis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhyopsocus	peregrinus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhyparochromus	vulgaris															terrestrial		present														
	rinse				Arthropoda	Insecta			Rhyzobius	forestieri															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhyzobius	lophanthae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rhyzopertha	dominica															terrestrial		present														
	rinse				Arthropoda	Insecta			Ripidius	pectinicornis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Rodolia	cardinalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Roeslerstammia	erxlebella															terrestrial		present														
	rinse				Arthropoda	Insecta			Rutherfordia	major															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sacchiphantes	viridis															terrestrial		present														
	rinse				Arthropoda	Insecta			Saissetia	coffeae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Saissetia	oleae															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Saitis	barbipes															terrestrial		present														
	rinse				Arthropoda	Insecta			Samia	cynthia															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Saprinus	lugens															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Saprosites	mendax															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Saprosites	natalensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scaphoideus	titanus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scaptomyza	adusta															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scaptomyza	vittata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sceliodes	laisalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sceliphron	caementarium															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sceliphron	curvatum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sceliphron	deforme															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Schizolachnus	pineti															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Schizotetranychus	bambusae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sciophila	fractinervis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scirtothrips	dorsalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scirtothrips	longipennis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sclerocona	acutellus															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Scolopendra	gigantea															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Scolopendra	morsitans															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Scolopendra	subspinipes															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scolytogenes	jalapae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scolytus	dimidiatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scolytus	laevis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scolytus	pygmaeus															terrestrial		present														
	rinse				Arthropoda	Insecta			Scybalicus	oblongiusculus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scymnus	impexus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Scymnus	nigrinus															terrestrial		present														
	rinse				Arthropoda	Insecta			Scymnus	suturalis															terrestrial		present														
	rinse				Arthropoda	Insecta			Scyphophorus	sp.															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Scytodes	thoracica															terrestrial		present														
	rinse				Arthropoda	Arachnida			Scytodes	venusta															terrestrial		not confirmed														
	rinse				Arthropoda	Diplopoda			Sechellobolus	dictyonotus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sefrania	bleusei															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Selenops	radiatus															terrestrial		present														
	rinse				Arthropoda	Insecta			Semanotus	russicus															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Seothyra	perelegans															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Serangium	parcesetosum															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Sinelobus	stanfordi															marine		present														
	rinse				Arthropoda	Insecta			Siphonatrophia	cupressi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sipyloidea	sipylus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sirex	areolatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sirex	cyaneus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sirex	juvencus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sirex	noctilio															terrestrial		native														
	rinse				Arthropoda	Insecta			Sitobion	alopecuri															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sitobion	luteum															terrestrial		present														
	rinse				Arthropoda	Insecta			Sitobion	ptericolens															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sitophilus	linearis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sitophilus	oryzae															terrestrial		present														
	rinse				Arthropoda	Insecta			Sitophilus	zeamais															terrestrial		present														
	rinse				Arthropoda	Insecta			Sitotroga	cerealella															terrestrial		present														
	rinse				Arthropoda	Arachnida			Sitticus	pubescens															terrestrial		present														
	rinse				Arthropoda	Arachnida			Smeringopus	pallidus															terrestrial		present														
	rinse				Arthropoda	Collembola			Sminthurinus	trinotatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Soa	flaviterminata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Solenopotes	muntiacusanoplura															terrestrial		not confirmed														
	rinse				Arthropoda	Maxillopoda			Solidobalanus	fallax															marine		present														
	rinse				Arthropoda	Insecta			Somotrichus	unifasciatus															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Sosticus	loricatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Spalangia	albip															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Specularius	impressithorax															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Spermophora	senoculata															terrestrial		present														
	rinse				Arthropoda	Insecta			Sphaericus	gibboides															terrestrial		not confirmed														
	rinse				Arthropoda	Collembola			Sphaeridia	pumilis															terrestrial		present														
	rinse				Arthropoda	Malacostraca			Sphaeroma	walkeri															freshwater		not confirmed														
	rinse				Arthropoda	Insecta			Sphegina	sibirica															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sphodrus	leucophthalmus															terrestrial		present														
	rinse				Arthropoda	Collembola			Sphyrotheca	multifasciata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Spialia	sertorius															terrestrial		present														
	rinse				Arthropoda	Insecta			Spilococcus	mamillariae															terrestrial		not confirmed														
	rinse				Arthropoda	Maxillopoda			Spiophanicola	spinosus															marine		not confirmed														
	rinse				Arthropoda	Insecta			Spodoptera	eridania															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Spodoptera	littoralis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Spodoptera	litura															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Spoladea	recurvalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stagona	pini															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Steatoda	grossa															terrestrial		present														
	rinse				Arthropoda	Arachnida			Steatoda	nobilis															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Steatoda	paykulliana															terrestrial		present														
	rinse				Arthropoda	Arachnida			Steatoda	triangulosa															terrestrial		present														
	rinse				Arthropoda	Insecta			Stegobium	paniceum															terrestrial		present														
	rinse				Arthropoda	Insecta			Stelidota	geminata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stenchaetothrips	biformis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stenchaetothrips	spinalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stenocrotaphus	gigas															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stenodiplosis	sorghicola															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stenopelmus	rufinasus															freshwater		present														
	rinse				Arthropoda	Insecta			Stenoptilia	millieridactyla															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Stenothoe	gallensis															marine		not confirmed														
	rinse				Arthropoda	Insecta			Stephanitis	oberti															terrestrial		present														
	rinse				Arthropoda	Insecta			Stephanitis	pyrioides															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stephanitis	rhododendri															terrestrial		present														
	rinse				Arthropoda	Insecta			Stephanitis	takeyai															terrestrial		present														
	rinse				Arthropoda	Insecta			Stictocephala	bisonia															terrestrial		present														
	rinse				Arthropoda	Arachnida			Stigmaeopsis	celarius															terrestrial		present														
	rinse				Arthropoda	Diplopoda			Stigmatogaster	souletina															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stigmella	pyri															terrestrial		present														
	rinse				Arthropoda	Insecta			Stigmella	speciosa															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stigmella	suberivora															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Stricticomus	tobias															terrestrial		present														
	rinse				Arthropoda	Insecta			Strobilomyia	infrequens															terrestrial		present														
	rinse				Arthropoda	Insecta			Strobilomyia	laricicola															terrestrial		present														
	rinse				Arthropoda	Insecta			Strobilomyia	melania															terrestrial		present														
	rinse				Arthropoda	Insecta			Strumigenys	rogeri															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Sturmia	bella															terrestrial		present														
	rinse				Arthropoda	Malacostraca			Styloniscus	spinosus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Supella	longipalpa															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Syagrius	intrudens															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Synarmadillo	pallidus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Synclita	obliteralis															freshwater+terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Synidotea	laevidorsalis															freshwater+terrestrial		present														
	rinse				Arthropoda	Malacostraca			Synidotea	laticauda															marine		present														
	rinse				Arthropoda	Insecta			Synophropsis	lauri															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Synurella	ambulans															freshwater		present														
	rinse				Arthropoda	Insecta			Tachycines	asynamorus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tachystola	acroxantha															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Taeniothrips	eucharii															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Takecallis	arundicolens															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Takecallis	arundinariae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Takecallis	taiwana															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Talitroides	alluaudi															terrestrial		present														
	rinse				Arthropoda	Malacostraca			Talitroides	topitotum															terrestrial		not confirmed														
	rinse				Arthropoda	Malacostraca			Tanais	dulongii															marine		present														
	rinse				Arthropoda	Insecta			Taomyia	marshalli															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tapinella	castanea															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tapinoma	melanocephalum															terrestrial		present														
	rinse				Arthropoda	Insecta			Taylorilygus	apicalis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Technomyrmex	albipes															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Technomyrmex	vitiensis															terrestrial		present														
	rinse				Arthropoda	Arachnida			Tegenaria	agrestis															terrestrial		present														
	rinse				Arthropoda	Arachnida			Tegenaria	atrica															terrestrial		present														
	rinse				Arthropoda	Arachnida			Tegenaria	domestica															terrestrial		present														
	rinse				Arthropoda	Arachnida			Tegenaria	ferruginea															terrestrial		present														
	rinse				Arthropoda	Arachnida			Tegenaria	gigantea															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Tegenaria	saeva															terrestrial		present														
	rinse				Arthropoda	Insecta			Telmatogeton	japonicus															terrestrial		present														
	rinse				Arthropoda	Insecta			Telopes	heydeni															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tenaga	nigripunctella															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tenebrio	obscurus															terrestrial		present														
	rinse				Arthropoda	Insecta			Tenebroides	mauritanicus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tenthecoris	bicolor															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tenthecoris	orchidearum															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Tenuipalpus	caudatus															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Tenuipalpus	pacificus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tephritis	divisa															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tephritis	matricariae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tephritis	praecox															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Terellia	fuscicornis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Teropalpus	unicolor															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tesarius	caelatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetracnemoidea	brevicornis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetramesa	albomaculatum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetramorium	bicarinatum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetramorium	caldarium															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetramorium	insolens															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetramorium	simillimum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetranecmoidea	peregrina															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Tetranychus	evansi															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Tetranychus	kanzawai															terrestrial		present														
	rinse				Arthropoda	Arachnida			Tetranychus	mcdanieli															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tetropium	castaneum															terrestrial		present														
	rinse				Arthropoda	Insecta			Tetropium	fuscum															terrestrial		native														
	rinse				Arthropoda	Insecta			Thaumaglossa	rufocapillata															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thaumatotibia	leucotreta															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thaumetopoea	processionea															terrestrial		present														
	rinse				Arthropoda	Insecta			Thecturota	marchii															terrestrial		present														
	rinse				Arthropoda	Insecta			Thera	britannica															terrestrial		present														
	rinse				Arthropoda	Insecta			Thes	bergrothi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thoracochaeta	johnsoni															terrestrial+marine		not confirmed														
	rinse				Arthropoda	Insecta			Thoracochaeta	seticosta															terrestrial+marine		not confirmed														
	rinse				Arthropoda	Insecta			Thorictodes	heydeni															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thripobius	javae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thrips	australis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thrips	hawaiiensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thrips	palmi															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thrips	simplex															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Thylodrias	contractus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinea	dubiella															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinea	flavescentella															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinea	murariella															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinea	pallescentella															terrestrial		present														
	rinse				Arthropoda	Insecta			Tinea	pellionella															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinea	translucens															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tineola	bisselliella															terrestrial		present														
	rinse				Arthropoda	Insecta			Tinocallis	kahawaluokalani															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinocallis	nevskyi															terrestrial		present														
	rinse				Arthropoda	Insecta			Tinocallis	saltans															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinocallis	takachihoensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinocallis	ulmiparvifoliae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tinocallis	zelkowae															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Topana	cincticornis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Torymus	sinensis															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Toxoptera	aurantii															terrestrial		not confirmed														
	rinse				Arthropoda	Maxillopoda			Tracheliastes	maculatus															freshwater		not confirmed														
	rinse				Arthropoda	Maxillopoda			Tracheliastes	polycolpus															freshwater		not confirmed														
	rinse				Arthropoda	Insecta			Trechicus	nigriceps															terrestrial		present														
	rinse				Arthropoda	Insecta			Trechus	subnotatus															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tremex	columba															terrestrial		not confirmed														
	rinse				Arthropoda	Arachnida			Triaeris	stenaspis															terrestrial		present														
	rinse				Arthropoda	Insecta			Trialeurodes	vaporariorum															terrestrial		not confirmed														
	rinse				Arthropoda	Insecta			Tribolium	castaneum															terrestrial		present														
	rinse				Arthropoda	Insecta			Tribolium	confusum															terrestrial		present														
	rinse				Arthropoda	Insecta			Tribolium	destructor															terrestrial		present														
	rinse				Arthropoda	Insecta			Trichiusa	immigrata															terrestrial		present														
