taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	euConcernStatus	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	nativeRange	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
	rinse				Angiospermae				Stipa	nitida															terrestrial		present														
	rinse				Angiospermae				Stipa	papposa															terrestrial		not confirmed														
	rinse				Angiospermae				Stipa	pennata															terrestrial		present														
	rinse				Angiospermae				Stipa	scabra falcata															terrestrial		present														
	rinse				Angiospermae				Stipa	scabra scabra															terrestrial		present														
	rinse				Angiospermae				Stipa	tenacissima															terrestrial		not confirmed														
	rinse				Angiospermae				Stipa	verticillata															terrestrial		present														
	rinse				Angiospermae				Stipagrostis	pungens															terrestrial		present														
	rinse				Angiospermae				Stratiotes	aloides															terrestrial		not confirmed														
	rinse				Angiospermae				Stuartina	muelleri															terrestrial		present														
	rinse				Angiospermae				Styphnolobium	japonicum															terrestrial		not confirmed														
	rinse				Angiospermae				Styrax	officinalis															terrestrial		not confirmed														
	rinse				Angiospermae				Sutera	cordata															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Symphoricarpos	albus															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Symphoricarpos	albus laevigatus															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Symphoricarpos	orbiculatus															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Symphoricarpos	x chenaultii															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	asperum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	bulbosum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	caucasicum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	ibericum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	orientale															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	peregrinum															terrestrial		not confirmed														
	rinse				Angiospermae				Symphytum	tauricum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	x coeruleum															terrestrial		not confirmed														
	rinse				Angiospermae				Symphytum	x 'Hidcote Blue'															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Symphytum	x uplandicum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Syringa	persica															terrestrial		not confirmed														
	rinse				Angiospermae				Syringa	vulgaris															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Taeniatherum	caput-medusae															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Tagetes	erecta															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Tagetes	minuta															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Tagetes	patula															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Tamarix	africana															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Tamarix	canariensis															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Tamarix	gallica															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Tamarix	parviflora															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Tamarix	ramosissima															terrestrial		not confirmed														
	rinse				Angiospermae				Tanacetum	cinerariifolium															terrestrial		not confirmed														
	rinse				Angiospermae				Tanacetum	coccineum															terrestrial		present														
	rinse				Angiospermae				Tanacetum	corymbosum															terrestrial		present														
	rinse				Angiospermae				Tanacetum	macrophyllum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tanacetum	parthenium															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Taraxacum	officinale															terrestrial		present														
	rinse				Angiospermae				Tecoma	radicans															terrestrial		present														
	rinse				Angiospermae				Telekia	speciosa															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tellima	grandiflora															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tetragonia	tetragonioides															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tetragonolobus	biflorus															terrestrial		not confirmed														
	rinse				Angiospermae				Tetragonolobus	purpureus															terrestrial		present														
	rinse				Angiospermae				Teucrium	botrys															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Teucrium	chamaedrys															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Teucrium	resupinatum															terrestrial		present														
	rinse				Angiospermae				Thalictrum	aquilegiifolium															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Thalictrum	delavayi															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Thermopsis	montana															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Thlaspi	alliaceum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Thlaspi	arvense															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Thlaspi	brachypetalum															terrestrial		present														
	rinse				Angiospermae				Thlaspi	caerulescens															terrestrial		present														
	rinse				Angiospermae				Thlaspi	macrophyllum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Thymus	pannonicus															terrestrial		present														
	rinse				Angiospermae				Thymus	vulgaris															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Thymus	x citriodorus															terrestrial		present														
	rinse				Angiospermae				Tilia	americana															terrestrial		not confirmed														
	rinse				Angiospermae				Tilia	tomentosa															terrestrial		present														
	rinse				Angiospermae				Tolmiea	menziesii															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tordylium	maximum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Torilis	arvensis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Torilis	arvensis purpurea															terrestrial		present														
	rinse				Angiospermae				Torilis	leptophylla															terrestrial		present														
	rinse				Angiospermae				Torilis	tenella															terrestrial		not confirmed														
	rinse				Angiospermae				Toxicodendron	radicans															terrestrial		not confirmed														
	rinse				Angiospermae				Trachelium	caeruleum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Trachycarpus	fortunei															terrestrial		not confirmed														
	rinse				Angiospermae				Trachyspermum	ammi															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trachystemon	orientalis															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Tradescantia	fluminensis															terrestrial		present														
	rinse				Angiospermae	Monocotyledoneae			Tradescantia	virginiana															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tragopogon	dubius															terrestrial		present														
	rinse				Angiospermae				Tragopogon	dubius major															terrestrial		present														
	rinse				Angiospermae				Tragopogon	hybridus															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tragopogon	porrifolius															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tragopogon	porrifolius porrifolius															terrestrial		not confirmed														
	rinse				Angiospermae				Tragopogon	pratensis pratensis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tragopogon	x mirabilis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tragus	australianus															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tragus	berteronianus															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tragus	racemosus															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trapa	natans															terrestrial		present														
	rinse				Angiospermae				Traunsteinera	globosa															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Triadica	sebifera															terrestrial		not confirmed														
	rinse				Angiospermae				Tribulus	terrestris															terrestrial		present														
	rinse				Angiospermae				Trifolium	alexandrinum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	angustifolium															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	argutum															terrestrial		not confirmed														
	rinse				Angiospermae				Trifolium	aureum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	cernuum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	constantinopolitanum															terrestrial		present														
	rinse				Angiospermae				Trifolium	diffusum															terrestrial		present														
	rinse				Angiospermae				Trifolium	echinatum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	glomeratum															terrestrial		present														
	rinse				Angiospermae				Trifolium	hirtum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	hybridum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	hybridum elegans															terrestrial		present														
	rinse				Angiospermae				Trifolium	hybridum hybridum															terrestrial		present														
	rinse				Angiospermae				Trifolium	incarnatum															terrestrial		present														
	rinse				Angiospermae				Trifolium	incarnatum incarnatum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	isthmocarpum															terrestrial		present														
	rinse				Angiospermae				Trifolium	isthmocarpum jaminianum															terrestrial		not confirmed														
	rinse				Angiospermae				Trifolium	lappaceum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	nigrescens															terrestrial		present														
	rinse				Angiospermae				Trifolium	pallidum															terrestrial		present														
	rinse				Angiospermae				Trifolium	pannonicum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	patens															terrestrial		present														
	rinse				Angiospermae				Trifolium	phleoides															terrestrial		not confirmed														
	rinse				Angiospermae				Trifolium	pratense serotinum															terrestrial		not confirmed														
	rinse				Angiospermae				Trifolium	purpureum															terrestrial		present														
	rinse				Angiospermae				Trifolium	resupinatum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	retusum															terrestrial		present														
	rinse				Angiospermae				Trifolium	spumosum															terrestrial		present														
	rinse				Angiospermae				Trifolium	squamosum															terrestrial		present														
	rinse				Angiospermae				Trifolium	squarrosum															terrestrial		present														
	rinse				Angiospermae				Trifolium	stellatum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	strictum															terrestrial		present														
	rinse				Angiospermae				Trifolium	tomentosum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trifolium	vesiculosum															terrestrial		present														
	rinse				Angiospermae				Trigonella	arabica															terrestrial		present														
	rinse				Angiospermae				Trigonella	balansae															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trigonella	caelesyriaca															terrestrial		present														
	rinse				Angiospermae				Trigonella	caerulea															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trigonella	calliceras															terrestrial		present														
	rinse				Angiospermae				Trigonella	fischeriana															terrestrial		present														
	rinse				Angiospermae				Trigonella	foenum-graecum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Trigonella	hierosolymitana															terrestrial		present														
	rinse				Angiospermae				Trigonella	maritima															terrestrial		present														
	rinse				Angiospermae				Trigonella	noeana															terrestrial		present														
	rinse				Angiospermae				Trigonella	procumbens															terrestrial		present														
	rinse				Angiospermae				Trigonella	spinosa															terrestrial		present														
	rinse				Angiospermae				Trigonella	stellata															terrestrial		present														
	rinse				Angiospermae				Tripleurospermum	inodorum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tripleurospermum	inodorum x maritimum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Triraphis	mollis															terrestrial		present														
	rinse				Angiospermae				Trisetum	paniceum															terrestrial		present														
	rinse				Angiospermae				Tristagma	uniflorum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Triticosecale	x 															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Triticum	aestivum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Triticum	compactum															terrestrial		present														
	rinse				Angiospermae				Triticum	dicoccon															terrestrial		present														
	rinse				Angiospermae				Triticum	durum															terrestrial		present														
	rinse				Angiospermae				Triticum	monococcum															terrestrial		present														
	rinse				Angiospermae				Triticum	polonicum															terrestrial		present														
	rinse				Angiospermae				Triticum	spelta															terrestrial		present														
	rinse				Angiospermae				Triticum	turgidum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tritonia	crocata															terrestrial		not confirmed														
	rinse				Angiospermae				Trollius	europaeus															terrestrial		present														
	rinse				Angiospermae				Tropaeolum	majus															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tropaeolum	pentaphyllum															terrestrial		not confirmed														
	rinse				Angiospermae				Tropaeolum	polyphyllum															terrestrial		not confirmed														
	rinse				Angiospermae				Tropaeolum	speciosum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tuberaria	guttata															terrestrial		present														
	rinse				Angiospermae				Tulipa	agenensis															terrestrial		not confirmed														
	rinse				Angiospermae				Tulipa	clusiana															terrestrial		not confirmed														
	rinse				Angiospermae				Tulipa	gesneriana															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Tulipa	raddii															terrestrial		not confirmed														
	rinse				Angiospermae				Tulipa	saxatilis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Tulipa	sylvestris															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Typha	laxmannii															terrestrial		not confirmed														
	rinse				Angiospermae				Typha	minima															terrestrial		present														
	rinse				Angiospermae				Ulex	europaeus latebracteatus															terrestrial		not confirmed														
	rinse				Angiospermae				Ulex	gallii															terrestrial		present														
	rinse				Angiospermae				Ulex	minor															terrestrial		present														
	rinse				Angiospermae				Ulex	minor breoganii															terrestrial		not confirmed														
	rinse				Angiospermae				Ulmus	laevis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Umbilicus	rupestris															terrestrial		present														
	rinse				Angiospermae				Urochloa	panicoides															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Urtica	incisa															terrestrial		present														
	rinse				Angiospermae				Urtica	pilulifera															terrestrial		present														
	rinse				Angiospermae				Urtica	urens															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Utricularia	stygia															terrestrial		not confirmed														
	rinse				Angiospermae				Vaccaria	hispanica															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vaccinium	corymbosum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vaccinium	macrocarpon															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Valeriana	phu															terrestrial		present														
	rinse				Angiospermae				Valeriana	pyrenaica															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Valerianella	carinata															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Valerianella	coronata															terrestrial		present														
	rinse				Angiospermae				Valerianella	dentata															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Valerianella	eriocarpa															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Valerianella	locusta oleracea															terrestrial		present														
	rinse				Angiospermae				Valerianella	rimosa															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Valerianella	vesicaria															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Vallisneria	spiralis															freshwater		present														
	rinse				Angiospermae				Veratrum	album															terrestrial		present														
	rinse				Angiospermae				Verbascum	banaticum															terrestrial		present														
	rinse				Angiospermae				Verbascum	blattaria															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	blattaria x phoeniceum															terrestrial		present														
	rinse				Angiospermae				Verbascum	bombyciferum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	chaixii															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	densiflorum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	nigrum x pyramidatum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	orientale															terrestrial		not confirmed														
	rinse				Angiospermae				Verbascum	phlomoides															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	phoeniceum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	pulverulentum															terrestrial		present														
	rinse				Angiospermae				Verbascum	pyramidatum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	pyramidatum x thapsus															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	sinuatum															terrestrial		present														
	rinse				Angiospermae				Verbascum	speciosum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	virgatum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	x duernsteinense															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	x interjectum															terrestrial		present														
	rinse				Angiospermae				Verbascum	x intermedium															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	x kerneri															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Verbascum	x lemaitrei															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Verbena	aristigera															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	bonariensis															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Verbena	bracteata															terrestrial		not confirmed														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	halei															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	hastata															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	litoralis															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	litoralis brasiliensis															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	officinalis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Verbena	officinalis gaudichaudii															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	rigida															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	supina															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	urticifolia															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Verbena	x hybrida															terrestrial		present														
	rinse				Angiospermae				Verbesina	alternifolia															terrestrial		present														
	rinse				Angiospermae				Verbesina	encelioides															terrestrial		present														
	rinse				Angiospermae				Veronica	acinifolia															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	agrestis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	austriaca															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	austriaca teucrium															terrestrial		present														
	rinse				Angiospermae				Veronica	campylopoda															terrestrial		present														
	rinse				Angiospermae				Veronica	ceratocarpa															terrestrial		present														
	rinse				Angiospermae				Veronica	crista-galli															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	filiformis															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	glauca															terrestrial		present														
	rinse				Angiospermae				Veronica	hederifolia															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	hederifolia hederifolia															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	hederifolia lucorum															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	longifolia															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	peregrina															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	persica															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	polita															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	praecox															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	repens															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	triphyllos															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Veronica	x macrosperma															terrestrial		not confirmed														
	rinse				Angiospermae				Veronica	x sooiana															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Viburnum	rhytidophyllum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Viburnum	tinus															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Viburnum	x rhytidophylloides															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	articulata															terrestrial		not confirmed														
	rinse				Angiospermae				Vicia	benghalensis															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	bithynica															terrestrial		present														
	rinse				Angiospermae				Vicia	dumetorum															terrestrial		present														
	rinse				Angiospermae				Vicia	ervilia															terrestrial		present														
	rinse				Angiospermae				Vicia	faba															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	grandiflora															terrestrial		present														
	rinse				Angiospermae				Vicia	hybrida															terrestrial		present														
	rinse				Angiospermae				Vicia	leucantha															terrestrial		not confirmed														
	rinse				Angiospermae				Vicia	lutea															terrestrial		present														
	rinse				Angiospermae				Vicia	melanops															terrestrial		present														
	rinse				Angiospermae				Vicia	monantha															terrestrial		present														
	rinse				Angiospermae				Vicia	narbonensis															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	pannonica															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	pannonica pannonica															terrestrial		present														
	rinse				Angiospermae				Vicia	pannonica striata															terrestrial		present														
	rinse				Angiospermae				Vicia	peregrina															terrestrial		present														
	rinse				Angiospermae				Vicia	sativa nigra															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	sativa sativa															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	serratifolia															terrestrial		present														
	rinse				Angiospermae				Vicia	sicula															terrestrial		present														
	rinse				Angiospermae				Vicia	sylvatica															terrestrial		present														
	rinse				Angiospermae				Vicia	tenuifolia															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	tenuifolia dalmatica															terrestrial		not confirmed														
	rinse				Angiospermae				Vicia	villosa															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Vicia	villosa eriocarpa															terrestrial		present														
	rinse				Angiospermae				Vicia	villosa varia															terrestrial		present														
	rinse				Angiospermae				Vicia	villosa villosa															terrestrial		present														
	rinse				Angiospermae				Vigna	radiata															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vinca	difformis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Vinca	major															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vinca	minor															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Vincetoxicum	nigrum															terrestrial		present														
	rinse				Angiospermae				Viola	arvensis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Viola	cornuta															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Viola	x wittrockiana															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vitis	labrusca															terrestrial		not confirmed														
	rinse				Angiospermae				Vitis	rupestris															terrestrial		not confirmed														
	rinse				Angiospermae				Vitis	vinifera															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vitis	vulpina															terrestrial		not confirmed														
	rinse				Angiospermae				Vulpia	alopecuros															terrestrial		present														
	rinse				Angiospermae				Vulpia	ciliata ciliata															terrestrial		present														
	rinse				Angiospermae				Vulpia	delicatula															terrestrial		not confirmed														
	rinse				Angiospermae				Vulpia	eriolepis															terrestrial		present														
	rinse				Angiospermae				Vulpia	geniculata															terrestrial		present														
	rinse				Angiospermae				Vulpia	ligustica															terrestrial		present														
	rinse				Angiospermae				Vulpia	myuros															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Vulpia	octoflora															terrestrial		present														
	rinse				Angiospermae				Vulpia	unilateralis															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Watsonia	borbonica															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Weigela	floribunda															terrestrial		present														
	rinse				Angiospermae				Weigela	florida															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Wigandia	caracasana															terrestrial		not confirmed														
	rinse				Angiospermae				Wisteria	sinensis															terrestrial		not confirmed														
	rinse				Angiospermae	Eudicotyledoneae			Xanthium	albinum															terrestrial		not confirmed														
	rinse				Angiospermae	Eudicotyledoneae			Xanthium	ambrosioides															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Xanthium	orientale															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Xanthium	saccharatum															terrestrial		not confirmed														
	rinse				Angiospermae	Eudicotyledoneae			Xanthium	spinosum															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Xanthium	strumarium															terrestrial		present														
	rinse				Angiospermae	Eudicotyledoneae			Xanthium	strumarium italicum															terrestrial		not confirmed														
	rinse				Angiospermae				Xeranthemum	annuum															terrestrial		not confirmed														
	rinse				Angiospermae				Yucca	aloifolia															terrestrial		not confirmed														
	rinse				Angiospermae				Yucca	filamentosa															terrestrial		present														
	rinse				Angiospermae				Yucca	gloriosa															terrestrial		present														
	rinse				Angiospermae				Yucca	recurvifolia															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Yushania	anceps															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Zantedeschia	aethiopica															terrestrial		not confirmed														data based solely on DAISIE portal
	rinse				Angiospermae				Zea	mays															terrestrial		present														data based solely on DAISIE portal
	rinse				Angiospermae				Zinnia	angustifolia															terrestrial		present														
	rinse				Angiospermae	Monocotyledoneae			Zizania	aquatica															terrestrial		not confirmed														
	rinse				Angiospermae	Monocotyledoneae			Zizania	latifolia															terrestrial		not confirmed														
	rinse				Angiospermae				Ziziphora	capitata															terrestrial		not confirmed														
	rinse				Angiospermae	Eudicotyledoneae			Ziziphus	jujuba															terrestrial		not confirmed														
	rinse				Angiospermae	Eudicotyledoneae			Ziziphus	mauritiana															terrestrial		not confirmed														
	rinse				Angiospermae				Zygophyllum	fabago															terrestrial		not confirmed														
	rinse				Annelida	Polychaeta			Alitta	succinea															marine		present														
	rinse				Annelida	Polychaeta			Alkmaria	romijni															marine		not confirmed														
	rinse				Annelida	Polychaeta			Aphelochaeta	marioni															marine		present														
	rinse				Annelida	Clitellata			Barbronia	weberi															freshwater		not confirmed														
	rinse				Annelida	Polychaeta			Bispira	polyomma															marine		not confirmed														
	rinse				Annelida	Polychaeta			Boccardia	ligerica															marine		present														
	rinse				Annelida	Polychaeta			Boccardia	polybranchia															marine		not confirmed														
	rinse				Annelida	Polychaeta			Boccardia	semibranchiata															marine		not confirmed														
	rinse				Annelida	Clitellata			Branchiodrilus	hortensis															freshwater		present														
