index	taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
index		rinse	Digitaria brownii			Angiospermae	Monocotyledoneae			Digitaria	brownii														terrestrial		present														
index		rinse	Digitaria ciliaris			Angiospermae	Monocotyledoneae			Digitaria	ciliaris														terrestrial		present														data based solely on DAISIE portal
index		rinse	Digitaria ischaemum			Angiospermae	Monocotyledoneae			Digitaria	ischaemum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Digitaria longiflora			Angiospermae	Monocotyledoneae			Digitaria	longiflora														terrestrial		not confirmed														
index		rinse	Digitaria sanguinalis			Angiospermae	Monocotyledoneae			Digitaria	sanguinalis														terrestrial		present														data based solely on DAISIE portal
index		rinse	Digitaria violascens			Angiospermae	Monocotyledoneae			Digitaria	violascens														terrestrial		present														
index		rinse	Dinebra retroflexa			Angiospermae				Dinebra	retroflexa														terrestrial		present														
index		rinse	Diospyros kaki			Angiospermae				Diospyros	kaki														terrestrial		not confirmed														
index		rinse	Diospyros lotus			Angiospermae				Diospyros	lotus														terrestrial		not confirmed														
index		rinse	Diplachne fusca			Angiospermae				Diplachne	fusca														terrestrial		present														data based solely on DAISIE portal
index		rinse	Diplotaxis assurgens			Angiospermae				Diplotaxis	assurgens														terrestrial		not confirmed														
index		rinse	Diplotaxis erucoides			Angiospermae				Diplotaxis	erucoides														terrestrial		present														data based solely on DAISIE portal
index		rinse	Diplotaxis muralis			Angiospermae				Diplotaxis	muralis														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Diplotaxis tenuifolia			Angiospermae				Diplotaxis	tenuifolia														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Diplotaxis tenuisiliqua			Angiospermae				Diplotaxis	tenuisiliqua														terrestrial		not confirmed														
index		rinse	Diplotaxis virgata			Angiospermae				Diplotaxis	virgata														terrestrial		present														
index		rinse	Dipsacus fullonum x sativus			Angiospermae				Dipsacus	fullonum x sativus														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Dipsacus laciniatus			Angiospermae				Dipsacus	laciniatus														terrestrial		present														data based solely on DAISIE portal
index		rinse	Dipsacus sativus			Angiospermae				Dipsacus	sativus														terrestrial		present														data based solely on DAISIE portal
index		rinse	Dipsacus strigosus			Angiospermae				Dipsacus	strigosus														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Dipsacus x pseudosilvester			Angiospermae				Dipsacus	x pseudosilvester														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Disphyma crassifolium			Angiospermae	Eudicotyledoneae			Disphyma	crassifolium														terrestrial		not confirmed														
index		rinse	Dittrichia graveolens			Angiospermae				Dittrichia	graveolens														terrestrial		present														data based solely on DAISIE portal
index		rinse	Dittrichia viscosa			Angiospermae				Dittrichia	viscosa														terrestrial		present														data based solely on DAISIE portal
index		rinse	Doronicum columnae			Angiospermae				Doronicum	columnae														terrestrial		present														data based solely on DAISIE portal
index		rinse	Doronicum pardalianches			Angiospermae				Doronicum	pardalianches														terrestrial		present														data based solely on DAISIE portal
index		rinse	Doronicum plantagineum			Angiospermae				Doronicum	plantagineum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Doronicum x excelsum			Angiospermae				Doronicum	x excelsum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Doronicum x willdenowii			Angiospermae				Doronicum	x willdenowii														terrestrial		present														data based solely on DAISIE portal
index		rinse	Dorycnium hirsutum			Angiospermae				Dorycnium	hirsutum														terrestrial		present														
index		rinse	Dorycnium pentaphyllum			Angiospermae				Dorycnium	pentaphyllum														terrestrial		present														
index		rinse	Downingia elegans			Angiospermae				Downingia	elegans														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Draba aizoides			Angiospermae				Draba	aizoides														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Dracocephalum moldavica			Angiospermae				Dracocephalum	moldavica														terrestrial		present														
index		rinse	Dracocephalum parviflorum			Angiospermae				Dracocephalum	parviflorum														terrestrial		present														
index		rinse	Dracocephalum thymiflorum			Angiospermae				Dracocephalum	thymiflorum														terrestrial		present														
index		rinse	Dracocephalum triflorum			Angiospermae				Dracocephalum	triflorum														terrestrial		not confirmed														
index		rinse	Dracunculus vulgaris			Angiospermae				Dracunculus	vulgaris														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Drosanthemum floribundum			Angiospermae				Drosanthemum	floribundum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Duchesnea indica			Angiospermae	Eudicotyledoneae			Duchesnea	indica														terrestrial		present														
index		rinse	Dysphania glomulifera			Angiospermae				Dysphania	glomulifera														terrestrial		present														
index		rinse	Ecballium elaterium			Angiospermae				Ecballium	elaterium														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echinaria capitata			Angiospermae				Echinaria	capitata														terrestrial		present														
index		rinse	Echinochloa colona			Angiospermae				Echinochloa	colona														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echinochloa crus-galli			Angiospermae				Echinochloa	crus-galli														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echinochloa elliptica			Angiospermae				Echinochloa	elliptica														terrestrial		present														
index		rinse	Echinochloa esculenta			Angiospermae				Echinochloa	esculenta														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echinochloa frumentacea			Angiospermae				Echinochloa	frumentacea														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echinochloa inundata			Angiospermae				Echinochloa	inundata														terrestrial		present														
index		rinse	Echinochloa muricata			Angiospermae				Echinochloa	muricata														terrestrial		present														
index		rinse	Echinochloa muricata muricata			Angiospermae				Echinochloa	muricata muricata														terrestrial		present														
index		rinse	Echinochloa oryzicola			Angiospermae				Echinochloa	oryzicola														terrestrial		not confirmed														
index		rinse	Echinochloa turneriana			Angiospermae				Echinochloa	turneriana														terrestrial		present														
index		rinse	Echinocystis lobata			Angiospermae	Eudicotyledoneae			Echinocystis	lobata														terrestrial		not confirmed														
index		rinse	Echinops banaticus			Angiospermae				Echinops	banaticus														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echinops exaltatus			Angiospermae				Echinops	exaltatus														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echinops sphaerocephalus			Angiospermae				Echinops	sphaerocephalus														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Echium arenarium			Angiospermae				Echium	arenarium														terrestrial		not confirmed														
index		rinse	Echium pininana			Angiospermae				Echium	pininana														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Echium plantagineum			Angiospermae				Echium	plantagineum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Echium rauwolfii			Angiospermae				Echium	rauwolfii														terrestrial		not confirmed														
index		rinse	Echium rosulatum			Angiospermae				Echium	rosulatum														terrestrial		not confirmed														
index		rinse	Eclipta prostrata			Angiospermae				Eclipta	prostrata														terrestrial		present														
index		rinse	Egeria densa			Angiospermae	Monocotyledoneae			Egeria	densa														freshwater		present														
index		rinse	Ehrharta longiflora			Angiospermae				Ehrharta	longiflora														terrestrial		present														
index		rinse	Ehrharta stipoides			Angiospermae				Ehrharta	stipoides														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eichhornia crassipes			Angiospermae	Monocotyledoneae			Eichhornia	crassipes														freshwater		present														
index		rinse	Einadia polygonoides			Angiospermae				Einadia	polygonoides														terrestrial		present														
index		rinse	Elaeagnus angustifolia			Angiospermae	Eudicotyledoneae			Elaeagnus	angustifolia														terrestrial		present														
index		rinse	Elaeagnus macrophylla			Angiospermae	Eudicotyledoneae			Elaeagnus	macrophylla														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Elaeagnus multiflora			Angiospermae	Eudicotyledoneae			Elaeagnus	multiflora														terrestrial		present														
index		rinse	Elaeagnus pungens			Angiospermae	Eudicotyledoneae			Elaeagnus	pungens														terrestrial		not confirmed														
index		rinse	Elaeagnus umbellata			Angiospermae	Eudicotyledoneae			Elaeagnus	umbellata														terrestrial		present														
index		rinse	Elaeagnus x submacrophylla			Angiospermae	Eudicotyledoneae			Elaeagnus	x submacrophylla														terrestrial		present														
index		rinse	Elatine alsinastrum			Angiospermae				Elatine	alsinastrum														terrestrial		present														
index		rinse	Eleocharis bonariensis			Angiospermae				Eleocharis	bonariensis														terrestrial		not confirmed														
index		rinse	Eleusine africana			Angiospermae	Monocotyledoneae			Eleusine	africana														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eleusine coracana			Angiospermae	Monocotyledoneae			Eleusine	coracana														terrestrial		present														
index		rinse	Eleusine indica			Angiospermae	Monocotyledoneae			Eleusine	indica														terrestrial		present														
index		rinse	Eleusine multiflora			Angiospermae	Monocotyledoneae			Eleusine	multiflora														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eleusine tristachya			Angiospermae	Monocotyledoneae			Eleusine	tristachya														terrestrial		present														data based solely on DAISIE portal
index		rinse	Elodea callitrichoides			Angiospermae	Monocotyledoneae			Elodea	callitrichoides														freshwater		not confirmed														
index		rinse	Elodea canadensis			Angiospermae	Monocotyledoneae			Elodea	canadensis														freshwater		present														
index		rinse	Elodea nuttallii			Angiospermae	Monocotyledoneae			Elodea	nuttallii														freshwater		present														
index		rinse	Elsholtzia ciliata			Angiospermae				Elsholtzia	ciliata														terrestrial		present														
index		rinse	Elymus canadensis			Angiospermae				Elymus	canadensis														terrestrial		present														
index		rinse	Elymus elongatus			Angiospermae				Elymus	elongatus														terrestrial		present														
index		rinse	Elymus elongatus elongatus			Angiospermae				Elymus	elongatus elongatus														terrestrial		present														
index		rinse	Elymus hystrix			Angiospermae				Elymus	hystrix														terrestrial		present														
index		rinse	Elymus scabrus			Angiospermae				Elymus	scabrus														terrestrial		present														data based solely on DAISIE portal
index		rinse	Emex australis			Angiospermae				Emex	australis														terrestrial		present														
index		rinse	Emex spinosa			Angiospermae				Emex	spinosa														terrestrial		present														
index		rinse	Enarthrocarpus clavatus			Angiospermae				Enarthrocarpus	clavatus														terrestrial		not confirmed														
index		rinse	Enarthrocarpus lyratus			Angiospermae				Enarthrocarpus	lyratus														terrestrial		present														
index		rinse	Enneapogon desvauxii			Angiospermae				Enneapogon	desvauxii														terrestrial		present														
index		rinse	Enneapogon scaber			Angiospermae				Enneapogon	scaber														terrestrial		present														
index		rinse	Enteropogon acicularis			Angiospermae				Enteropogon	acicularis														terrestrial		present														
index		rinse	Epilobium brachycarpum			Angiospermae	Eudicotyledoneae			Epilobium	brachycarpum														terrestrial		not confirmed														
index		rinse	Epilobium brunnescens			Angiospermae	Eudicotyledoneae			Epilobium	brunnescens														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium ciliatum			Angiospermae	Eudicotyledoneae			Epilobium	ciliatum														terrestrial		present														
index		rinse	Epilobium ciliatum x lanceolatum			Angiospermae	Eudicotyledoneae			Epilobium	ciliatum x lanceolatum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Epilobium dodonaei			Angiospermae	Eudicotyledoneae			Epilobium	dodonaei														terrestrial		present														
index		rinse	Epilobium komarovianum			Angiospermae	Eudicotyledoneae			Epilobium	komarovianum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium pedunculare			Angiospermae	Eudicotyledoneae			Epilobium	pedunculare														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x brunnatum			Angiospermae	Eudicotyledoneae			Epilobium	x brunnatum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x chateri			Angiospermae	Eudicotyledoneae			Epilobium	x chateri														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x confusilobum			Angiospermae	Eudicotyledoneae			Epilobium	x confusilobum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x floridulum			Angiospermae	Eudicotyledoneae			Epilobium	x floridulum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Epilobium x fossicola			Angiospermae	Eudicotyledoneae			Epilobium	x fossicola														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x iglaviense			Angiospermae	Eudicotyledoneae			Epilobium	x iglaviense														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x interjectum			Angiospermae	Eudicotyledoneae			Epilobium	x interjectum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Epilobium x novae-civitatis			Angiospermae	Eudicotyledoneae			Epilobium	x novae-civitatis														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x novae-civitatis			Angiospermae	Eudicotyledoneae			Epilobium	x novae-civitatis														terrestrial		present														
index		rinse	Epilobium x nutantiflorum			Angiospermae	Eudicotyledoneae			Epilobium	x nutantiflorum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x obscurescens			Angiospermae	Eudicotyledoneae			Epilobium	x obscurescens														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epilobium x vicinum			Angiospermae	Eudicotyledoneae			Epilobium	x vicinum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Epimedium alpinum			Angiospermae				Epimedium	alpinum														terrestrial		present														
index		rinse	Eragrostis advena			Angiospermae	Monocotyledoneae			Eragrostis	advena														terrestrial		present														
index		rinse	Eragrostis alveiformis			Angiospermae	Monocotyledoneae			Eragrostis	alveiformis														terrestrial		present														
index		rinse	Eragrostis atrovirens			Angiospermae	Monocotyledoneae			Eragrostis	atrovirens														terrestrial		present														
index		rinse	Eragrostis bahiensis			Angiospermae	Monocotyledoneae			Eragrostis	bahiensis														terrestrial		present														
index		rinse	Eragrostis barrelieri			Angiospermae	Monocotyledoneae			Eragrostis	barrelieri														terrestrial		present														
index		rinse	Eragrostis bicolor			Angiospermae	Monocotyledoneae			Eragrostis	bicolor														terrestrial		present														
index		rinse	Eragrostis brownii			Angiospermae	Monocotyledoneae			Eragrostis	brownii														terrestrial		present														
index		rinse	Eragrostis capillaris			Angiospermae	Monocotyledoneae			Eragrostis	capillaris														terrestrial		not confirmed														
index		rinse	Eragrostis cilianensis			Angiospermae	Monocotyledoneae			Eragrostis	cilianensis														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eragrostis ciliaris			Angiospermae	Monocotyledoneae			Eragrostis	ciliaris														terrestrial		present														
index		rinse	Eragrostis curvula			Angiospermae	Monocotyledoneae			Eragrostis	curvula														terrestrial		present														
index		rinse	Eragrostis curvula conferta			Angiospermae	Monocotyledoneae			Eragrostis	curvula conferta														terrestrial		present														
index		rinse	Eragrostis dielsii			Angiospermae	Monocotyledoneae			Eragrostis	dielsii														terrestrial		present														
index		rinse	Eragrostis elongata			Angiospermae	Monocotyledoneae			Eragrostis	elongata														terrestrial		present														
index		rinse	Eragrostis lacunaria			Angiospermae	Monocotyledoneae			Eragrostis	lacunaria														terrestrial		present														
index		rinse	Eragrostis leptocarpa			Angiospermae	Monocotyledoneae			Eragrostis	leptocarpa														terrestrial		present														
index		rinse	Eragrostis leptostachya			Angiospermae	Monocotyledoneae			Eragrostis	leptostachya														terrestrial		present														
index		rinse	Eragrostis lugens			Angiospermae	Monocotyledoneae			Eragrostis	lugens														terrestrial		not confirmed														
index		rinse	Eragrostis mexicana			Angiospermae	Monocotyledoneae			Eragrostis	mexicana														terrestrial		present														
index		rinse	Eragrostis mexicana virescens			Angiospermae	Monocotyledoneae			Eragrostis	mexicana virescens														terrestrial		present														
index		rinse	Eragrostis minor			Angiospermae	Monocotyledoneae			Eragrostis	minor														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eragrostis multicaulis			Angiospermae	Monocotyledoneae			Eragrostis	multicaulis														terrestrial		present														
index		rinse	Eragrostis neesii			Angiospermae	Monocotyledoneae			Eragrostis	neesii														terrestrial		present														
index		rinse	Eragrostis nigra			Angiospermae	Monocotyledoneae			Eragrostis	nigra														terrestrial		present														
index		rinse	Eragrostis obtusa			Angiospermae	Monocotyledoneae			Eragrostis	obtusa														terrestrial		present														
index		rinse	Eragrostis papposa			Angiospermae	Monocotyledoneae			Eragrostis	papposa														terrestrial		present														
index		rinse	Eragrostis parviflora			Angiospermae	Monocotyledoneae			Eragrostis	parviflora														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eragrostis pectinacea			Angiospermae	Monocotyledoneae			Eragrostis	pectinacea														terrestrial		present														
index		rinse	Eragrostis pectinacea pectinacea			Angiospermae	Monocotyledoneae			Eragrostis	pectinacea pectinacea														terrestrial		not confirmed														
index		rinse	Eragrostis pilosa			Angiospermae	Monocotyledoneae			Eragrostis	pilosa														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eragrostis plana			Angiospermae	Monocotyledoneae			Eragrostis	plana														terrestrial		present														
index		rinse	Eragrostis planiculmis			Angiospermae	Monocotyledoneae			Eragrostis	planiculmis														terrestrial		present														
index		rinse	Eragrostis procumbens			Angiospermae	Monocotyledoneae			Eragrostis	procumbens														terrestrial		present														
index		rinse	Eragrostis rotifer			Angiospermae	Monocotyledoneae			Eragrostis	rotifer														terrestrial		present														
index		rinse	Eragrostis schimperi			Angiospermae	Monocotyledoneae			Eragrostis	schimperi														terrestrial		present														
index		rinse	Eragrostis tef			Angiospermae	Monocotyledoneae			Eragrostis	tef														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eragrostis trichodes			Angiospermae	Monocotyledoneae			Eragrostis	trichodes														terrestrial		not confirmed														
index		rinse	Eragrostis trichophora			Angiospermae	Monocotyledoneae			Eragrostis	trichophora														terrestrial		present														
index		rinse	Eranthis hyemalis			Angiospermae				Eranthis	hyemalis														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eremopoa persica			Angiospermae				Eremopoa	persica														terrestrial		present														
index		rinse	Eremopyrum bonaepartis			Angiospermae				Eremopyrum	bonaepartis														terrestrial		present														
index		rinse	Erepsia heteropetala			Angiospermae				Erepsia	heteropetala														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erica arborea			Angiospermae				Erica	arborea														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erica carnea			Angiospermae				Erica	carnea														terrestrial		present														
index		rinse	Erica carnea occidentalis			Angiospermae				Erica	carnea occidentalis														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erica lusitanica			Angiospermae				Erica	lusitanica														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erica scoparia			Angiospermae				Erica	scoparia														terrestrial		not confirmed														
index		rinse	Erica terminalis			Angiospermae				Erica	terminalis														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erica vagans			Angiospermae				Erica	vagans														terrestrial		present														
index		rinse	Erica x darleyensis			Angiospermae				Erica	x darleyensis														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erigeron annuus			Angiospermae	Eudicotyledoneae			Erigeron	annuus														terrestrial		present														
index		rinse	Erigeron ciliatus			Angiospermae	Eudicotyledoneae			Erigeron	ciliatus														terrestrial		present														
index		rinse	Erigeron glaucus			Angiospermae	Eudicotyledoneae			Erigeron	glaucus														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erigeron karvinskianus			Angiospermae	Eudicotyledoneae			Erigeron	karvinskianus														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erigeron philadelphicus			Angiospermae	Eudicotyledoneae			Erigeron	philadelphicus														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erigeron speciosus			Angiospermae	Eudicotyledoneae			Erigeron	speciosus														terrestrial		present														
index		rinse	Erinus alpinus			Angiospermae				Erinus	alpinus														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eriobotrya japonica			Angiospermae				Eriobotrya	japonica														terrestrial		present														
index		rinse	Eriochloa australiensis			Angiospermae				Eriochloa	australiensis														terrestrial		present														
index		rinse	Eriochloa crebra			Angiospermae				Eriochloa	crebra														terrestrial		present														
index		rinse	Eriochloa procera			Angiospermae				Eriochloa	procera														terrestrial		present														
index		rinse	Eriochloa pseudoacrotricha			Angiospermae				Eriochloa	pseudoacrotricha														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eriochloa villosa			Angiospermae				Eriochloa	villosa														terrestrial		not confirmed														
index		rinse	Erodium aethiopicum pilosum			Angiospermae				Erodium	aethiopicum pilosum														terrestrial		not confirmed														
index		rinse	Erodium alnifolium			Angiospermae				Erodium	alnifolium														terrestrial		not confirmed														
index		rinse	Erodium botrys			Angiospermae				Erodium	botrys														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium brachycarpum			Angiospermae				Erodium	brachycarpum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium chium			Angiospermae				Erodium	chium														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium ciconium			Angiospermae				Erodium	ciconium														terrestrial		present														
index		rinse	Erodium crinitum			Angiospermae				Erodium	crinitum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium cygnorum			Angiospermae				Erodium	cygnorum														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erodium cygnorum cygnorum			Angiospermae				Erodium	cygnorum cygnorum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium cygnorum glandulosum			Angiospermae				Erodium	cygnorum glandulosum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium malacoides			Angiospermae				Erodium	malacoides														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium manescavii			Angiospermae				Erodium	manescavii														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erodium moschatum			Angiospermae				Erodium	moschatum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erodium salzmannii			Angiospermae				Erodium	salzmannii														terrestrial		present														
index		rinse	Erodium stephanianum			Angiospermae				Erodium	stephanianum														terrestrial		present														
index		rinse	Eruca sativa sativa			Angiospermae				Eruca	sativa sativa														terrestrial		present														
index		rinse	Eruca vesicaria			Angiospermae				Eruca	vesicaria														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erucaria grandiflora			Angiospermae				Erucaria	grandiflora														terrestrial		not confirmed														
index		rinse	Erucaria hispanica			Angiospermae				Erucaria	hispanica														terrestrial		present														
index		rinse	Erucastrum gallicum			Angiospermae				Erucastrum	gallicum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erucastrum nasturtiifolium			Angiospermae				Erucastrum	nasturtiifolium														terrestrial		present														
index		rinse	Eryngium campestre			Angiospermae				Eryngium	campestre														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eryngium giganteum			Angiospermae				Eryngium	giganteum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eryngium planum			Angiospermae				Eryngium	planum														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eryngium tricuspidatum			Angiospermae				Eryngium	tricuspidatum														terrestrial		not confirmed														
index		rinse	Erysimum cheiranthoides			Angiospermae				Erysimum	cheiranthoides														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Erysimum cheiri			Angiospermae				Erysimum	cheiri														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erysimum diffusum			Angiospermae				Erysimum	diffusum														terrestrial		present														
index		rinse	Erysimum repandum			Angiospermae				Erysimum	repandum														terrestrial		present														
index		rinse	Erysimum strictum			Angiospermae				Erysimum	strictum														terrestrial		present														
index		rinse	Erysimum x marshallii			Angiospermae				Erysimum	x marshallii														terrestrial		present														data based solely on DAISIE portal
index		rinse	Erythronium dens-canis			Angiospermae				Erythronium	dens-canis														terrestrial		present														data based solely on DAISIE portal
index		rinse	Escallonia rubra macrantha			Angiospermae				Escallonia	rubra macrantha														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eschscholzia californica			Angiospermae				Eschscholzia	californica														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eucalyptus camaldulensis			Angiospermae	Eudicotyledoneae			Eucalyptus	camaldulensis														terrestrial		not confirmed														
index		rinse	Eucalyptus globulus			Angiospermae	Eudicotyledoneae			Eucalyptus	globulus														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eucalyptus gunnii			Angiospermae	Eudicotyledoneae			Eucalyptus	gunnii														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eucalyptus johnstonii			Angiospermae	Eudicotyledoneae			Eucalyptus	johnstonii														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eucalyptus pulchella			Angiospermae	Eudicotyledoneae			Eucalyptus	pulchella														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Eucalyptus robustus			Angiospermae	Eudicotyledoneae			Eucalyptus	robustus														terrestrial		not confirmed														
index		rinse	Eucalyptus sp.			Angiospermae	Eudicotyledoneae			Eucalyptus	sp.														terrestrial		not confirmed														
index		rinse	Euclidium syriacum			Angiospermae				Euclidium	syriacum														terrestrial		present														
index		rinse	Euonymus fortunei			Angiospermae				Euonymus	fortunei														terrestrial		present														
index		rinse	Euonymus hederaceus			Angiospermae				Euonymus	hederaceus														terrestrial		present														
index		rinse	Euonymus japonicus			Angiospermae				Euonymus	japonicus														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euonymus latifolius			Angiospermae				Euonymus	latifolius														terrestrial		present														data based solely on DAISIE portal
index		rinse	Eupatorium adenophorum			Angiospermae	Eudicotyledoneae			Eupatorium	adenophorum														terrestrial		not confirmed														
index		rinse	Eupatorium ageratoides			Angiospermae	Eudicotyledoneae			Eupatorium	ageratoides														terrestrial		present														
index		rinse	Eupatorium cannabinum			Angiospermae	Eudicotyledoneae			Eupatorium	cannabinum														terrestrial		present														
index		rinse	Euphorbia aleppica			Angiospermae	Eudicotyledoneae			Euphorbia	aleppica														terrestrial		not confirmed														
index		rinse	Euphorbia chamaesyce			Angiospermae	Eudicotyledoneae			Euphorbia	chamaesyce														terrestrial		present														
index		rinse	Euphorbia characias			Angiospermae	Eudicotyledoneae			Euphorbia	characias														terrestrial		present														data based solely on DAISIE portal
index		rinse	Euphorbia characias characias			Angiospermae	Eudicotyledoneae			Euphorbia	characias characias														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euphorbia characias wulfenii			Angiospermae	Eudicotyledoneae			Euphorbia	characias wulfenii														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euphorbia corallioides			Angiospermae	Eudicotyledoneae			Euphorbia	corallioides														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euphorbia cyparissias			Angiospermae	Eudicotyledoneae			Euphorbia	cyparissias														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euphorbia dentata			Angiospermae	Eudicotyledoneae			Euphorbia	dentata														terrestrial		present														
index		rinse	Euphorbia dulcis			Angiospermae	Eudicotyledoneae			Euphorbia	dulcis														terrestrial		present														data based solely on DAISIE portal
index		rinse	Euphorbia epithymoides			Angiospermae	Eudicotyledoneae			Euphorbia	epithymoides														terrestrial		present														
index		rinse	Euphorbia esula			Angiospermae	Eudicotyledoneae			Euphorbia	esula														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euphorbia exigua			Angiospermae	Eudicotyledoneae			Euphorbia	exigua														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euphorbia helioscopia			Angiospermae	Eudicotyledoneae			Euphorbia	helioscopia														terrestrial		not confirmed														data based solely on DAISIE portal
index		rinse	Euphorbia lathyris			Angiospermae	Eudicotyledoneae			Euphorbia	lathyris														terrestrial		present														data based solely on DAISIE portal
