index	taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
162		rinse	Cotoneaster cooperi			Angiospermae	Eudicotyledoneae			Cotoneaster	cooperi														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster dammeri			Angiospermae	Eudicotyledoneae			Cotoneaster	dammeri														terrestrial		not confirmed														
162		rinse	Cotoneaster dielsianus			Angiospermae	Eudicotyledoneae			Cotoneaster	dielsianus														terrestrial		present														
162		rinse	Cotoneaster divaricatus			Angiospermae	Eudicotyledoneae			Cotoneaster	divaricatus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cotoneaster ellipticus			Angiospermae	Eudicotyledoneae			Cotoneaster	ellipticus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster fangianus			Angiospermae	Eudicotyledoneae			Cotoneaster	fangianus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster franchetii			Angiospermae	Eudicotyledoneae			Cotoneaster	franchetii														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cotoneaster frigidus			Angiospermae	Eudicotyledoneae			Cotoneaster	frigidus														terrestrial		not confirmed														
162		rinse	Cotoneaster hissaricus			Angiospermae	Eudicotyledoneae			Cotoneaster	hissaricus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster hjelmqvistii			Angiospermae	Eudicotyledoneae			Cotoneaster	hjelmqvistii														terrestrial		not confirmed														
162		rinse	Cotoneaster horizontalis			Angiospermae	Eudicotyledoneae			Cotoneaster	horizontalis														terrestrial		present														
162		rinse	Cotoneaster hsingshangensis			Angiospermae	Eudicotyledoneae			Cotoneaster	hsingshangensis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster hummelii			Angiospermae	Eudicotyledoneae			Cotoneaster	hummelii														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster ignotus			Angiospermae	Eudicotyledoneae			Cotoneaster	ignotus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster integrifolius			Angiospermae	Eudicotyledoneae			Cotoneaster	integrifolius														terrestrial		present														
162		rinse	Cotoneaster lacteus			Angiospermae	Eudicotyledoneae			Cotoneaster	lacteus														terrestrial		not confirmed														
162		rinse	Cotoneaster laetevirens			Angiospermae	Eudicotyledoneae			Cotoneaster	laetevirens														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster linearifolius			Angiospermae	Eudicotyledoneae			Cotoneaster	linearifolius														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster lucidus			Angiospermae	Eudicotyledoneae			Cotoneaster	lucidus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster mairei			Angiospermae	Eudicotyledoneae			Cotoneaster	mairei														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster marginatus			Angiospermae	Eudicotyledoneae			Cotoneaster	marginatus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster microphyllus			Angiospermae	Eudicotyledoneae			Cotoneaster	microphyllus														terrestrial		not confirmed														
162		rinse	Cotoneaster monopyrenus			Angiospermae	Eudicotyledoneae			Cotoneaster	monopyrenus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster moupinensis			Angiospermae	Eudicotyledoneae			Cotoneaster	moupinensis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster mucronatus			Angiospermae	Eudicotyledoneae			Cotoneaster	mucronatus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster nanshan			Angiospermae	Eudicotyledoneae			Cotoneaster	nanshan														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster nitens			Angiospermae	Eudicotyledoneae			Cotoneaster	nitens														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster nitidus			Angiospermae	Eudicotyledoneae			Cotoneaster	nitidus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster obscurus			Angiospermae	Eudicotyledoneae			Cotoneaster	obscurus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster obtusus			Angiospermae	Eudicotyledoneae			Cotoneaster	obtusus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster pannosus			Angiospermae	Eudicotyledoneae			Cotoneaster	pannosus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster prostratus			Angiospermae	Eudicotyledoneae			Cotoneaster	prostratus														terrestrial		not confirmed														
162		rinse	Cotoneaster pseudoambiguus			Angiospermae	Eudicotyledoneae			Cotoneaster	pseudoambiguus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster rehderi			Angiospermae	Eudicotyledoneae			Cotoneaster	rehderi														terrestrial		present														
162		rinse	Cotoneaster rotundifolius			Angiospermae	Eudicotyledoneae			Cotoneaster	rotundifolius														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster salicifolius			Angiospermae	Eudicotyledoneae			Cotoneaster	salicifolius														terrestrial		present														
162		rinse	Cotoneaster sherriffii			Angiospermae	Eudicotyledoneae			Cotoneaster	sherriffii														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster simonsii			Angiospermae	Eudicotyledoneae			Cotoneaster	simonsii														terrestrial		present														
162		rinse	Cotoneaster splendens			Angiospermae	Eudicotyledoneae			Cotoneaster	splendens														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster sternianus			Angiospermae	Eudicotyledoneae			Cotoneaster	sternianus														terrestrial		present														
162		rinse	Cotoneaster suecicus			Angiospermae	Eudicotyledoneae			Cotoneaster	suecicus														terrestrial		not confirmed														
162		rinse	Cotoneaster tengyuehensis			Angiospermae	Eudicotyledoneae			Cotoneaster	tengyuehensis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster tomentellus			Angiospermae	Eudicotyledoneae			Cotoneaster	tomentellus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster transens			Angiospermae	Eudicotyledoneae			Cotoneaster	transens														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster villosulus			Angiospermae	Eudicotyledoneae			Cotoneaster	villosulus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cotoneaster vilmorinianus			Angiospermae	Eudicotyledoneae			Cotoneaster	vilmorinianus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster x 'Hybridus pendulus'			Angiospermae	Eudicotyledoneae			Cotoneaster	x 'Hybridus pendulus'														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster x suecicus			Angiospermae	Eudicotyledoneae			Cotoneaster	x suecicus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotoneaster x watereri			Angiospermae	Eudicotyledoneae			Cotoneaster	x watereri														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cotoneaster zabelii			Angiospermae	Eudicotyledoneae			Cotoneaster	zabelii														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotula anthemoides			Angiospermae	Eudicotyledoneae			Cotula	anthemoides														terrestrial		present														
162		rinse	Cotula australis			Angiospermae	Eudicotyledoneae			Cotula	australis														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cotula coronopifolia			Angiospermae	Eudicotyledoneae			Cotula	coronopifolia														terrestrial+marine		present														
162		rinse	Cotula dioica			Angiospermae	Eudicotyledoneae			Cotula	dioica														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotula squalida			Angiospermae	Eudicotyledoneae			Cotula	squalida														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cotula turbinata			Angiospermae	Eudicotyledoneae			Cotula	turbinata														terrestrial		present														
162		rinse	Cotyledon orbiculata			Angiospermae				Cotyledon	orbiculata														terrestrial		not confirmed														
162		rinse	Crambe cordifolia			Angiospermae				Crambe	cordifolia														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crambe hispanica			Angiospermae				Crambe	hispanica														terrestrial		present														
162		rinse	Crassocephalum subscandens			Angiospermae				Crassocephalum	subscandens														terrestrial		not confirmed														
162		rinse	Crassula decumbens			Angiospermae	Eudicotyledoneae			Crassula	decumbens														terrestrial		present														data based solely on DAISIE portal
162		rinse	Crassula helmsii			Angiospermae	Eudicotyledoneae			Crassula	helmsii														freshwater		present														
162		rinse	Crassula peduncularis			Angiospermae	Eudicotyledoneae			Crassula	peduncularis														terrestrial		present														
162		rinse	Crassula tillaea			Angiospermae	Eudicotyledoneae			Crassula	tillaea														terrestrial		not confirmed														
162		rinse	Crataegus azarolus			Angiospermae				Crataegus	azarolus														terrestrial		not confirmed														
162		rinse	Crataegus coccinioides			Angiospermae				Crataegus	coccinioides														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataegus crus-galli			Angiospermae				Crataegus	crus-galli														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataegus heterophylla			Angiospermae				Crataegus	heterophylla														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataegus heterophylla x monogyna			Angiospermae				Crataegus	heterophylla x monogyna														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataegus orientalis			Angiospermae				Crataegus	orientalis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataegus pedicellata			Angiospermae				Crataegus	pedicellata														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataegus persimilis			Angiospermae				Crataegus	persimilis														terrestrial		present														data based solely on DAISIE portal
162		rinse	Crataegus sinaica			Angiospermae				Crataegus	sinaica														terrestrial		not confirmed														
162		rinse	Crataegus submollis			Angiospermae				Crataegus	submollis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataegus succulenta			Angiospermae				Crataegus	succulenta														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crataemespilus x grandiflora			Angiospermae				Crataemespilus	x grandiflora														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crepis bursifolia			Angiospermae				Crepis	bursifolia														terrestrial		not confirmed														
162		rinse	Crepis dioscoridis			Angiospermae				Crepis	dioscoridis														terrestrial		not confirmed														
162		rinse	Crepis foetida			Angiospermae				Crepis	foetida														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crepis micrantha			Angiospermae				Crepis	micrantha														terrestrial		not confirmed														
162		rinse	Crepis nicaeensis			Angiospermae				Crepis	nicaeensis														terrestrial		present														data based solely on DAISIE portal
162		rinse	Crepis sancta			Angiospermae				Crepis	sancta														terrestrial		present														
162		rinse	Crepis setosa			Angiospermae				Crepis	setosa														terrestrial		present														data based solely on DAISIE portal
162		rinse	Crepis tectorum			Angiospermae				Crepis	tectorum														terrestrial		present														data based solely on DAISIE portal
162		rinse	Crepis vesicaria			Angiospermae				Crepis	vesicaria														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocosmia aurea			Angiospermae	Monocotyledoneae			Crocosmia	aurea														terrestrial		not confirmed														
162		rinse	Crocosmia aurea x pottsii			Angiospermae	Monocotyledoneae			Crocosmia	aurea x pottsii														terrestrial		not confirmed														
162		rinse	Crocosmia masoniorum			Angiospermae	Monocotyledoneae			Crocosmia	masoniorum														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocosmia paniculata			Angiospermae	Monocotyledoneae			Crocosmia	paniculata														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocosmia pottsii			Angiospermae	Monocotyledoneae			Crocosmia	pottsii														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocosmia x crocosmiiflora			Angiospermae	Monocotyledoneae			Crocosmia	x crocosmiiflora														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus ancyrensis			Angiospermae				Crocus	ancyrensis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus biflorus			Angiospermae				Crocus	biflorus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus chrysanthus			Angiospermae				Crocus	chrysanthus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus kotschyanus			Angiospermae				Crocus	kotschyanus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus longiflorus			Angiospermae				Crocus	longiflorus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus nudiflorus			Angiospermae				Crocus	nudiflorus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus pulchellus			Angiospermae				Crocus	pulchellus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus sativus			Angiospermae				Crocus	sativus														terrestrial		not confirmed														
162		rinse	Crocus serotinus			Angiospermae				Crocus	serotinus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus sieberi			Angiospermae				Crocus	sieberi														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus speciosus			Angiospermae				Crocus	speciosus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus tommasinianus			Angiospermae				Crocus	tommasinianus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Crocus tommasinianus x vernus			Angiospermae				Crocus	tommasinianus x vernus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus vernus			Angiospermae				Crocus	vernus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Crocus vernus albiflorus			Angiospermae				Crocus	vernus albiflorus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus vernus vernus			Angiospermae				Crocus	vernus vernus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus x hybridus			Angiospermae				Crocus	x hybridus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crocus x stellaris			Angiospermae				Crocus	x stellaris														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Crucianella angustifolia			Angiospermae				Crucianella	angustifolia														terrestrial		present														
162		rinse	Crypsis aculeata			Angiospermae				Crypsis	aculeata														terrestrial		present														
162		rinse	Crypsis alopecuroides			Angiospermae				Crypsis	alopecuroides														terrestrial		present														
162		rinse	Crypsis schoenoides			Angiospermae				Crypsis	schoenoides														terrestrial		present														
162		rinse	Ctenopsis cynosuroides			Angiospermae				Ctenopsis	cynosuroides														terrestrial		not confirmed														
162		rinse	Cucubalus baccifer			Angiospermae				Cucubalus	baccifer														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cucumis melo			Angiospermae				Cucumis	melo														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cucumis myriocarpus			Angiospermae				Cucumis	myriocarpus														terrestrial		present														
162		rinse	Cucumis sativus			Angiospermae				Cucumis	sativus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cucurbita maxima			Angiospermae				Cucurbita	maxima														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cucurbita pepo			Angiospermae				Cucurbita	pepo														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cullen americanum			Angiospermae				Cullen	americanum														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cullen cinereum			Angiospermae				Cullen	cinereum														terrestrial		present														
162		rinse	Cuminum cyminum			Angiospermae				Cuminum	cyminum														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cuscuta campestris			Angiospermae	Eudicotyledoneae			Cuscuta	campestris														terrestrial		present														
162		rinse	Cuscuta epilinum			Angiospermae	Eudicotyledoneae			Cuscuta	epilinum														terrestrial		not confirmed														
162		rinse	Cuscuta gronovii			Angiospermae	Eudicotyledoneae			Cuscuta	gronovii														terrestrial		present														
162		rinse	Cuscuta lupuliformis			Angiospermae	Eudicotyledoneae			Cuscuta	lupuliformis														terrestrial		not confirmed														
162		rinse	Cuscuta planiflora			Angiospermae	Eudicotyledoneae			Cuscuta	planiflora														terrestrial		present														
162		rinse	Cuscuta suaveolens			Angiospermae	Eudicotyledoneae			Cuscuta	suaveolens														terrestrial		present														
162		rinse	Cyclamen coum			Angiospermae				Cyclamen	coum														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cyclamen hederifolium			Angiospermae				Cyclamen	hederifolium														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cyclamen persicum			Angiospermae				Cyclamen	persicum														terrestrial		not confirmed														
162		rinse	Cyclamen repandum			Angiospermae				Cyclamen	repandum														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cyclospermum leptophyllum			Angiospermae				Cyclospermum	leptophyllum														terrestrial		present														
162		rinse	Cydonia oblonga			Angiospermae				Cydonia	oblonga														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cymbalaria hepaticifolia			Angiospermae				Cymbalaria	hepaticifolia														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cymbalaria muralis			Angiospermae				Cymbalaria	muralis														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cymbalaria muralis muralis			Angiospermae				Cymbalaria	muralis muralis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cymbalaria muralis visianii			Angiospermae				Cymbalaria	muralis visianii														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cymbalaria pallida			Angiospermae				Cymbalaria	pallida														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cynanchum rossicum			Angiospermae				Cynanchum	rossicum														terrestrial		present														
162		rinse	Cynara cardunculus			Angiospermae				Cynara	cardunculus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cynara scolymus			Angiospermae				Cynara	scolymus														terrestrial		not confirmed														
162		rinse	Cynodon dactylon			Angiospermae	Monocotyledoneae			Cynodon	dactylon														terrestrial		present														
162		rinse	Cynodon incompletus			Angiospermae	Monocotyledoneae			Cynodon	incompletus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Cynodon incompletus			Angiospermae	Monocotyledoneae			Cynodon	incompletus														terrestrial		present														
162		rinse	Cynoglossum clandestinum			Angiospermae				Cynoglossum	clandestinum														terrestrial		present														
162		rinse	Cynoglossum mathezii			Angiospermae				Cynoglossum	mathezii														terrestrial		not confirmed														
162		rinse	Cynosurus echinatus			Angiospermae				Cynosurus	echinatus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cyperus aggregatus			Angiospermae	Monocotyledoneae			Cyperus	aggregatus														terrestrial		present														
162		rinse	Cyperus alternifolius			Angiospermae	Monocotyledoneae			Cyperus	alternifolius														terrestrial		present														
162		rinse	Cyperus conglomeratus			Angiospermae	Monocotyledoneae			Cyperus	conglomeratus														terrestrial		present														
162		rinse	Cyperus cyperoides			Angiospermae	Monocotyledoneae			Cyperus	cyperoides														terrestrial		present														
162		rinse	Cyperus difformis			Angiospermae	Monocotyledoneae			Cyperus	difformis														terrestrial		present														
162		rinse	Cyperus eragrostis			Angiospermae	Monocotyledoneae			Cyperus	eragrostis														terrestrial		present														
162		rinse	Cyperus esculentus			Angiospermae	Monocotyledoneae			Cyperus	esculentus														terrestrial		present														
162		rinse	Cyperus exaltatus			Angiospermae	Monocotyledoneae			Cyperus	exaltatus														terrestrial		present														
162		rinse	Cyperus imbricatus			Angiospermae	Monocotyledoneae			Cyperus	imbricatus														terrestrial		present														
162		rinse	Cyperus longus			Angiospermae	Monocotyledoneae			Cyperus	longus														terrestrial		present														
162		rinse	Cyperus reflexus			Angiospermae	Monocotyledoneae			Cyperus	reflexus														terrestrial		present														
162		rinse	Cyperus rigens			Angiospermae	Monocotyledoneae			Cyperus	rigens														terrestrial		not confirmed														
162		rinse	Cyperus rotundus			Angiospermae	Monocotyledoneae			Cyperus	rotundus														terrestrial		present														
162		rinse	Cyperus schweinitzii			Angiospermae	Monocotyledoneae			Cyperus	schweinitzii														terrestrial		not confirmed														
162		rinse	Cyperus virens			Angiospermae	Monocotyledoneae			Cyperus	virens														terrestrial		present														
162		rinse	Cytisus decumbens			Angiospermae				Cytisus	decumbens														terrestrial		present														
162		rinse	Cytisus galianoi			Angiospermae				Cytisus	galianoi														terrestrial		not confirmed														
162		rinse	Cytisus multiflorus			Angiospermae				Cytisus	multiflorus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Cytisus sessilifolius			Angiospermae				Cytisus	sessilifolius														terrestrial		present														
162		rinse	Cytisus striatus			Angiospermae				Cytisus	striatus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Daboecia cantabrica			Angiospermae				Daboecia	cantabrica														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dactylis glomerata			Angiospermae				Dactylis	glomerata														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dactyloctenium aegyptinum			Angiospermae				Dactyloctenium	aegyptinum														terrestrial		present														
162		rinse	Dactyloctenium radulans			Angiospermae				Dactyloctenium	radulans														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dahlia pinnata			Angiospermae				Dahlia	pinnata														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dahlia x cultorum			Angiospermae				Dahlia	x cultorum														terrestrial		present														
162		rinse	Danae racemosa			Angiospermae				Danae	racemosa														terrestrial		not confirmed														
162		rinse	Danthonia gracilis			Angiospermae				Danthonia	gracilis														terrestrial		present														
162		rinse	Darmera peltata			Angiospermae				Darmera	peltata														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dasypyrum villosum			Angiospermae				Dasypyrum	villosum														terrestrial		present														
162		rinse	Datura ferox			Angiospermae	Eudicotyledoneae			Datura	ferox														terrestrial		present														data based solely on DAISIE portal
162		rinse	Datura inoxia			Angiospermae	Eudicotyledoneae			Datura	inoxia														terrestrial		present														
162		rinse	Datura stramonium			Angiospermae	Eudicotyledoneae			Datura	stramonium														terrestrial		present														
162		rinse	Daucus aureus			Angiospermae				Daucus	aureus														terrestrial		present														
162		rinse	Daucus broteri			Angiospermae				Daucus	broteri														terrestrial		not confirmed														
162		rinse	Daucus carota sativus			Angiospermae				Daucus	carota sativus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Daucus durieua			Angiospermae				Daucus	durieua														terrestrial		present														
162		rinse	Daucus glochidiatus			Angiospermae				Daucus	glochidiatus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Daucus muricatus			Angiospermae				Daucus	muricatus														terrestrial		not confirmed														
162		rinse	Delairea odorata			Angiospermae	Eudicotyledoneae			Delairea	odorata														terrestrial		not confirmed														
162		rinse	Delosperma cooperi			Angiospermae				Delosperma	cooperi														terrestrial		not confirmed														
162		rinse	Descurainia incana incisa			Angiospermae				Descurainia	incana incisa														terrestrial		present														
162		rinse	Descurainia pinnata			Angiospermae				Descurainia	pinnata														terrestrial		present														
162		rinse	Descurainia sophia			Angiospermae				Descurainia	sophia														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Desmanthus illinoensis			Angiospermae				Desmanthus	illinoensis														terrestrial		present														
162		rinse	Deutzia gracilis			Angiospermae				Deutzia	gracilis														terrestrial		present														
162		rinse	Deutzia scabra			Angiospermae				Deutzia	scabra														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dianthus barbatus			Angiospermae				Dianthus	barbatus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dianthus caryophyllus			Angiospermae				Dianthus	caryophyllus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dianthus caryophyllus x gratianopolitanus			Angiospermae				Dianthus	caryophyllus x gratianopolitanus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dianthus gratianopolitanus x plumarius			Angiospermae				Dianthus	gratianopolitanus x plumarius														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dianthus plumarius			Angiospermae				Dianthus	plumarius														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dianthus subacaulis			Angiospermae				Dianthus	subacaulis														terrestrial		present														
162		rinse	Dianthus superbus			Angiospermae				Dianthus	superbus														terrestrial		present														
162		rinse	Dianthus x allwoodii			Angiospermae				Dianthus	x allwoodii														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dicentra formosa			Angiospermae				Dicentra	formosa														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dichanthelium acuminatum fasciculatum			Angiospermae				Dichanthelium	acuminatum fasciculatum														terrestrial		not confirmed														
162		rinse	Dichondra micrantha			Angiospermae				Dichondra	micrantha														terrestrial		not confirmed														
162		rinse	Digitalis lanata			Angiospermae				Digitalis	lanata														terrestrial		not confirmed														
162		rinse	Digitalis lutea			Angiospermae				Digitalis	lutea														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Digitaria acuminatissima			Angiospermae	Monocotyledoneae			Digitaria	acuminatissima														terrestrial		present														
162		rinse	Digitaria aequiglumis			Angiospermae	Monocotyledoneae			Digitaria	aequiglumis														terrestrial		present														
162		rinse	Digitaria brownii			Angiospermae	Monocotyledoneae			Digitaria	brownii														terrestrial		present														
162		rinse	Digitaria ciliaris			Angiospermae	Monocotyledoneae			Digitaria	ciliaris														terrestrial		present														data based solely on DAISIE portal
162		rinse	Digitaria ischaemum			Angiospermae	Monocotyledoneae			Digitaria	ischaemum														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Digitaria longiflora			Angiospermae	Monocotyledoneae			Digitaria	longiflora														terrestrial		not confirmed														
162		rinse	Digitaria sanguinalis			Angiospermae	Monocotyledoneae			Digitaria	sanguinalis														terrestrial		present														data based solely on DAISIE portal
162		rinse	Digitaria violascens			Angiospermae	Monocotyledoneae			Digitaria	violascens														terrestrial		present														
162		rinse	Dinebra retroflexa			Angiospermae				Dinebra	retroflexa														terrestrial		present														
162		rinse	Diospyros kaki			Angiospermae				Diospyros	kaki														terrestrial		not confirmed														
162		rinse	Diospyros lotus			Angiospermae				Diospyros	lotus														terrestrial		not confirmed														
162		rinse	Diplachne fusca			Angiospermae				Diplachne	fusca														terrestrial		present														data based solely on DAISIE portal
162		rinse	Diplotaxis assurgens			Angiospermae				Diplotaxis	assurgens														terrestrial		not confirmed														
162		rinse	Diplotaxis erucoides			Angiospermae				Diplotaxis	erucoides														terrestrial		present														data based solely on DAISIE portal
162		rinse	Diplotaxis muralis			Angiospermae				Diplotaxis	muralis														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Diplotaxis tenuifolia			Angiospermae				Diplotaxis	tenuifolia														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Diplotaxis tenuisiliqua			Angiospermae				Diplotaxis	tenuisiliqua														terrestrial		not confirmed														
162		rinse	Diplotaxis virgata			Angiospermae				Diplotaxis	virgata														terrestrial		present														
162		rinse	Dipsacus fullonum x sativus			Angiospermae				Dipsacus	fullonum x sativus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dipsacus laciniatus			Angiospermae				Dipsacus	laciniatus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dipsacus sativus			Angiospermae				Dipsacus	sativus														terrestrial		present														data based solely on DAISIE portal
162		rinse	Dipsacus strigosus			Angiospermae				Dipsacus	strigosus														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Dipsacus x pseudosilvester			Angiospermae				Dipsacus	x pseudosilvester														terrestrial		not confirmed														data based solely on DAISIE portal
162		rinse	Disphyma crassifolium			Angiospermae	Eudicotyledoneae			Disphyma	crassifolium														terrestrial		not confirmed														
162		rinse	Dittrichia graveolens			Angiospermae				Dittrichia	graveolens														terrestrial		present														data based solely on DAISIE portal
