taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	usageKey	canonicalName	rank	matchType	confidence	acceptedKey
	plants	Amphibromus recurvatus Swallen						Poaceae								SYNONYM						Wool	A		AUS			X					1904		1904						4105652	Amphibromus recurvatus	SPECIES	EXACT	100	4152236
	plants	Anthoxanthum aristatum Boiss.						Poaceae								ACCEPTED						Seeds, grain,etc	A		E AF		X	X	X				1840		N						2705972	Anthoxanthum aristatum	SPECIES	EXACT	100	2705972
	plants	Anthoxanthum nitens (G.H.Weber) Y.Schouten & Veldkamp	Hierochloe odorata (L.) Beauv.					Poaceae								SYNONYM						?	A?		E AS-Te NAM		X						2002		N						2703346	Anthoxanthum nitens	SPECIES	EXACT	100	2703336
	plants	Apera intermedia Hack.						Poaceae								ACCEPTED						?	A		AS-Te				X				1907		1907						5676903	Apera intermedia	SPECIES	EXACT	100	5676903
	plants	Apera interrupta (L.) P.Beauv.						Poaceae								ACCEPTED						Grain, wool, ore	A		E		X	X	X				1818		N						5289643	Apera interrupta	SPECIES	EXACT	100	5289643
	plants	Aristida adscensionis L.						Poaceae								ACCEPTED						Wool	A		Trop.			X					1939		1947						2706277	Aristida adscensionis	SPECIES	EXACT	100	2706277
	plants	Aristida congesta Roem. & Schult.						Poaceae								ACCEPTED						Wool	A		AF AS-Te			X					1947		1950						4128792	Aristida congesta	SPECIES	EXACT	100	4128792
	plants	Aristida hordeacea Kunth						Poaceae								ACCEPTED						Wool	A		AF		X						1884		1884						4126800	Aristida hordeacea	SPECIES	EXACT	100	4126800
	plants	Aristida longespica Poir.						Poaceae								ACCEPTED						?	A		NAM		X						1891		1891						6431764	Aristida longespica	SPECIES	EXACT	100	6431764
	plants	Arundo donax L.						Poaceae								ACCEPTED						Hort.	D		AS-Te		X						2011		2014						2703041	Arundo donax	SPECIES	EXACT	100	2703041
	plants	Austrodanthonia racemosa (R.Br.) H.P.Linder	Danthonia racemosa R. Brown					Poaceae								SYNONYM						Wool	A		AUS			X					1893?		1948						4105744	Austrodanthonia racemosa	SPECIES	HIGHERRANK	100	4135762
	plants	Austrodanthonia setacea (R.Br.) H.P.Linder	Danthonia setacea R. Brown					Poaceae								SYNONYM						Wool	A		AUS			X					1893		1947						4107735	Austrodanthonia setacea	SPECIES	EXACT	100	4135683
	plants	Austrodanthonia tenuior (Steud.) H.P.Linder						Poaceae								SYNONYM						Wool	A		AUS			X					1948		1948						4107725	Austrodanthonia tenuior	SPECIES	EXACT	100	4135606
	plants	Austrostipa nitida (Summerh. & C.E.Hubb.) S.W.L.Jacobs & J.Everett	Stipa nitida Summerh. et C.E. Hubbard					Poaceae								SYNONYM						Wool	A		AUS			X					1902		1902						4105208	Austrostipa nitida	SPECIES	EXACT	100	4136250
	plants	Austrostipa scabra subsp. falcata	Stipa scabra Lindl. subsp. falcata (Hughes) Vickery					Poaceae								SYNONYM						Wool	A		AUS			X					1896		1896						4104890	Austrostipa scabra falcata	SUBSPECIES	EXACT	100	4133498
	plants	Austrostipa scabra subsp. scabra (Lindl.) S. W. L. Jacobs & J. Everett	Stipa scabra Lindl. subsp. scabra					Poaceae								ACCEPTED						Wool	A		AUS			X					1897		1939						6710856	Austrostipa scabra scabra	SUBSPECIES	EXACT	100	6710856
	plants	Austrostipa verticillata (Nees ex Spreng.) S.W.L.Jacobs & J.Everett	Stipa verticillata Nees ex Spreng.					Poaceae								SYNONYM						Wool	A		AUS			X					1953		1963						4104718	Austrostipa verticillata	SPECIES	EXACT	100	4131237
	plants	Avena barbata Pott ex Link						Poaceae								ACCEPTED						Wool,etc	A		E AF AS-Te		X	X					1824		1953						2705300	Avena barbata	SPECIES	EXACT	100	2705300
	plants	Avena brevis Roth						Poaceae								ACCEPTED						Seeds	A		?		X	X					<1885		1909						4154800	Avena brevis	SPECIES	EXACT	100	4154800
	plants	Avena hispanica Roem. & Schult.						Poaceae								SYNONYM						?	A		E			X					1865		1865						4153537	Avena hispanica	SPECIES	EXACT	100	2705295
	plants	Avena matritensis B.R.Baum						Poaceae								SYNONYM						Wool	A		E AF			X					1902		1902						4152909	Avena matritensis	SPECIES	EXACT	100	2705300
	plants	Avena nuda L.						Poaceae								ACCEPTED						Grain,etc	D?		?		X						1881		1999						2705296	Avena nuda	SPECIES	EXACT	100	2705296
	plants	Avena sativa L.						Poaceae								ACCEPTED						Agric.	D		?		X	X	X				1854		Ann.						2705290	Avena sativa	SPECIES	EXACT	100	2705290
	plants	Avena sativa L. x sterilis L.						Poaceae								Cas.						Hybridization	H		Hybr.			X					1887		1920											
	plants	Avena sterilis subsp. ludoviciana						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X					1877		2005						2705287	Avena sterilis ludoviciana	SUBSPECIES	EXACT	100	2705287
	plants	Avena sterilis subsp. sterilis						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X					1823		2014						7226804	Avena sterilis sterilis	SUBSPECIES	EXACT	100	7226804
	plants	Avena strigosa Schreb.						Poaceae								ACCEPTED						Agric.	D		?		X	X					1811		2013						2705295	Avena strigosa	SPECIES	EXACT	100	2705295
	plants	Avena x marquandii Druce (A. fatua L. x sativa)						Poaceae								Cas.						Hybridization	H		Hybr.		X	X					<1850		1925											
	plants	Axonopus fissifolius (Raddi) Kuhlm.	Axonopus affinis Chase					Poaceae								ACCEPTED						Nurseries	A		AM		X						1980		1980						2705932	Axonopus fissifolius	SPECIES	EXACT	100	2705932
	plants	Beckmannia syzigachne (Steud.) Fernald						Poaceae								ACCEPTED						Grain, wool,etc	A		NAM AS-Te		X	X					1911		2012						5290059	Beckmannia syzigachne	SPECIES	EXACT	100	5290059
	plants	Bothriochloa decipiens (Hack.) C.E.Hubb.						Poaceae								ACCEPTED						Wool	A		AUS			X					1947		1947						2704112	Bothriochloa decipiens	SPECIES	EXACT	100	2704112
	plants	Bothriochloa ischaemum (L.) Keng						Poaceae								ACCEPTED						Wool, ore	A		E AF AS-Te		X	X					1813		1916						2704102	Bothriochloa ischaemum	SPECIES	EXACT	100	2704102
	plants	Bothriochloa macra (Steud.) S.T.Blake						Poaceae								ACCEPTED						Wool	A		AUS			X					1911		1947						4136695	Bothriochloa macra	SPECIES	EXACT	100	4136695
	plants	Brachyachne convergens (F.Muell.) Stapf						Poaceae								ACCEPTED						Wool	A		AUS			X					1947		1947						4131558	Brachyachne convergens	SPECIES	EXACT	100	4131558
	plants	Brachypodium distachyon (L.) P.Beauv.						Poaceae								ACCEPTED						Wool,etc	A		E AF AS-Te		X	X					1823		1956						5290143	Brachypodium distachyon	SPECIES	EXACT	100	5290143
	plants	Briza maxima L.						Poaceae								ACCEPTED						Hort.,etc	D/A		E AF AS-Te		X	X	X				1853		2015						2702792	Briza maxima	SPECIES	EXACT	100	2702792
	plants	Briza minor L.						Poaceae								ACCEPTED						Seeds	A		E AF AS-Te		X	X	X				1812		1980						2702793	Briza minor	SPECIES	EXACT	100	2702793
	plants	Bromus alopecuros Poir.						Poaceae								ACCEPTED						Grain	A		E AF AS-Te			X					1958		1958						2703696	Bromus alopecuros	SPECIES	EXACT	100	2703696
	plants	Bromus arenarius Labill.	Excl. B. pectinatus Thunb.					Poaceae								ACCEPTED						Wool	A		AUS			X					1898		1898						2703765	Bromus arenarius	SPECIES	EXACT	100	2703765
	plants	Bromus brevis Steud.	Ceratochloa brevis (Nees ex Steud.) B.D. Jackson					Poaceae								ACCEPTED						Wool	A		SAM			X					1902		1949						2703731	Bromus brevis	SPECIES	EXACT	100	2703731
	plants	Bromus briziformis Fisch. & C.A.Mey.						Poaceae								ACCEPTED						?	A		AS		X						1922		1922						2703682	Bromus briziformis	SPECIES	EXACT	100	2703682
	plants	Bromus carinatus var. carinatus Hook. & Arn.	 					Poaceae								ACCEPTED						?	A		AM		X	 	 				2013		2013						4925395	Bromus carinatus carinatus	VARIETY	EXACT	100	4925395
	plants	Bromus carinatus var. marginatus	Bromus marginatus Nees					Poaceae								SYNONYM						?	A		AM		 	 	 X				1930		1930						4932863	Bromus carinatus marginatus	VARIETY	EXACT	100	2703686
	plants	Bromus catharticus Vahl	Ceratochloa cathartica (Vahl) Herter					Poaceae								ACCEPTED						Grain, wool,etc	A/D		SAM		X	X	X				1864		Ann.						2703723	Bromus catharticus	SPECIES	EXACT	100	2703723
	plants	Bromus danthoniae Trin.						Poaceae								ACCEPTED						Grain	A		AS			X					1954		1955						2703704	Bromus danthoniae	SPECIES	EXACT	100	2703704
	plants	Bromus diandrus var. diandrus	Anisantha diandra (Roth) Tutin ex Tzvelev subsp. diandra					Poaceae								ACCEPTED						Grain, wool,etc	A		E AF AS-Te		X	X	X				1905		N						6710866	Bromus diandrus diandrus	VARIETY	EXACT	100	6710866
	plants	Bromus diandrus subsp. maximus	Anisantha rigida (Roth.) Hyl.					Poaceae								SYNONYM						Grain, wool,etc	A		E AF AS-Te		X	X	X				1906		N						4110334	Bromus diandrus maximus	SUBSPECIES	EXACT	100	2703663
	plants	Bromus hordeaceus subsp. longipedicellatus						Poaceae								ACCEPTED						Seeds?	A		E		X	X	X				<1895		2013						4131042	Bromus hordeaceus longipedicellatus	SUBSPECIES	EXACT	100	4131042
	plants	Bromus hordeaceus var. molliformis						Poaceae								SYNONYM						?	A		E AF AS-Te		X	X					1857		1870						4131019	Bromus hordeaceus molliformis	VARIETY	EXACT	97	2703777
	plants	Bromus hordeaceus subsp. pseudothominei (P.M. Sm.) H. Scholz	Bromus pseudothominei P.M. Smith					Poaceae								ACCEPTED						Seeds?	A		E		X	X					1904		2014						5927747	Bromus hordeaceus pseudothominei	SUBSPECIES	EXACT	100	5927747
	plants	Bromus inermis Leyss.	Bromopsis inermis (Leyss.) Holub					Poaceae								ACCEPTED						Grain, wool,etc	A		E AS  		X	X	X				1823		N						2703670	Bromus inermis	SPECIES	EXACT	100	2703670
	plants	Bromus intermedius Guss.						Poaceae								ACCEPTED						?	A		E AF AS-Te		X						1952		1952						4128347	Bromus intermedius	SPECIES	EXACT	100	4128347
	plants	Bromus japonicus Thunb.						Poaceae								ACCEPTED						Grain, seeds,etc	A		E AS		X	X	X				1862		2014						2703735	Bromus japonicus	SPECIES	EXACT	100	2703735
	plants	Bromus lanceolatus Roth						Poaceae								ACCEPTED						Grain, wool,etc	A		E AF AS-Te		X	X	X				1888		2000						2703733	Bromus lanceolatus	SPECIES	EXACT	100	2703733
	plants	Bromus lepidus Holmb.						Poaceae								ACCEPTED						Grass seed, etc.	A		E		X	X					1916		2012						2703711	Bromus lepidus	SPECIES	EXACT	100	2703711
	plants	Bromus madritensis L.	Anisantha madritensis (L.) Nevski					Poaceae								ACCEPTED						Grain, wool,etc	A		E AF AS-Te		X	X	X				1848		N						2703721	Bromus madritensis	SPECIES	EXACT	100	2703721
	plants	Bromus pectinatus Thunb.	 					Poaceae								ACCEPTED						Wool,etc	A		AF AS AUS		X	X					1881		1909						4122609	Bromus pectinatus	SPECIES	EXACT	100	4122609
	plants	Bromus polyanthus Scribn. ex Shear	Ceratochloa polyantha (Scribn. ex Shear) Tzvelev					Poaceae								ACCEPTED						?	A		NAM		X						1915		1915						2703776	Bromus polyanthus	SPECIES	EXACT	100	2703776
	plants	Bromus rubens L.	Anisantha rubens (L.) Nevski					Poaceae								ACCEPTED						Wool,etc	A		E AF AS-Te		X	X					1904		1953						2703740	Bromus rubens	SPECIES	EXACT	100	2703740
	plants	Bromus scoparius L.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X	X				1827		1954						2703720	Bromus scoparius	SPECIES	EXACT	100	2703720
	plants	Bromus sitchensis Trin.	Bromus carinatus auct. belg. non Hook. et Arnott					Poaceae								ACCEPTED						Grain, etc.	A/D?		NAM		X	X	X				1944		N						2703698	Bromus sitchensis	SPECIES	EXACT	100	2703698
	plants	Bromus squarrosus L.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X	X				<1850		2011						2703700	Bromus squarrosus	SPECIES	EXACT	100	2703700
	plants	Cenchrus echinatus L.						Poaceae								ACCEPTED						Grain	A		AM		X						1997		1999						5289739	Cenchrus echinatus	SPECIES	EXACT	100	5289739
	plants	Cenchrus incertus M.A.Curtis						Poaceae								ACCEPTED						Wool	A		AM			X					1960		1960						5289728	Cenchrus incertus	SPECIES	EXACT	100	5289728
	plants	Cenchrus longispinus (Hack.) Fernald						Poaceae								ACCEPTED						Grain, wool	A		NAM		X	X					1888		2004						5289731	Cenchrus longispinus	SPECIES	EXACT	100	5289731
	plants	Chasmanthium latifolium (Michx.) H.O.Yates						Poaceae								ACCEPTED						Wool	A		NAM			X					1949		1949						2703077	Chasmanthium latifolium	SPECIES	EXACT	100	2703077
	plants	Chloris divaricata R.Br.						Poaceae								ACCEPTED						Wool	A		AUS			X					1889		1964						5289631	Chloris divaricata	SPECIES	EXACT	100	5289631
	plants	Chloris pectinata Benth.						Poaceae								ACCEPTED						Wool	A		AUS		X	X					1887		1954						5289623	Chloris pectinata	SPECIES	EXACT	100	5289623
	plants	Chloris pycnothrix Trin.						Poaceae								ACCEPTED						Grain	A		AF		X						1992		1992						5678495	Chloris pycnothrix	SPECIES	EXACT	100	5678495
	plants	Chloris truncata R.Br.						Poaceae								ACCEPTED						Wool	A		AUS		X	X					1887		1963						5289620	Chloris truncata	SPECIES	EXACT	100	5289620
	plants	Chloris ventricosa R.Br.						Poaceae								ACCEPTED						Wool	A		AUS		X	X					1911		1953						5289629	Chloris ventricosa	SPECIES	EXACT	100	5289629
	plants	Chloris virgata Sw.						Poaceae								ACCEPTED						Wool,etc	A		Trop.			X					1865		1959						5289624	Chloris virgata	SPECIES	EXACT	100	5289624
	plants	Coix lacryma-jobi L.						Poaceae								ACCEPTED						Hort.	D		AS-Tr		X						1959		1959						2706301	Coix lacryma-jobi	SPECIES	EXACT	100	2706301
	plants	Cortaderia selloana (Schult.) Asch. & Graebn.						Poaceae								ACCEPTED						Hort.	D		SAM		X						2004		N						2704523	Cortaderia selloana	SPECIES	EXACT	100	2704523
	plants	Crithopsis delileana (Schult.) Roshev.						Poaceae								ACCEPTED						?	A		E AF AS-Te			X	X				<1994		<1994						4932431	Crithopsis delileana	SPECIES	EXACT	100	4932431
	plants	Crypsis aculeata (L.) Aiton						Poaceae								ACCEPTED						Ore	A		E AF AS-Te		X						1901		1901						5290184	Crypsis aculeata	SPECIES	EXACT	100	5290184
	plants	Crypsis alopecuroides (Piller & Mitterp.) Schrad.						Poaceae								ACCEPTED						Wool	A		E AF AS-Te		X	X					1909		1911						5290186	Crypsis alopecuroides	SPECIES	EXACT	100	5290186
	plants	Crypsis schoenoides (L.) Lam.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X						1914		1999						5290185	Crypsis schoenoides	SPECIES	EXACT	100	5290185
	plants	Cynodon dactylon (L.) Pers.						Poaceae								ACCEPTED						Ore, wool	A		Trop.		X	X	X				1813		N						6109637	Cynodon dactylon	SPECIES	EXACT	100	6109637
	plants	Cynodon incompletus var. hirsutus						Poaceae								SYNONYM						Wool	A		AF			X					1895		1952						5679524	Cynodon incompletus hirsutus	VARIETY	EXACT	100	5674825
	plants	Cynosurus echinatus L.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X	X				1824		2014						2704394	Cynosurus echinatus	SPECIES	EXACT	100	2704394
	plants	Dactylis polygama Horv.	Dactylis glomerata subsp. lobata (Drejer) H. Lindb.					Poaceae								SYNONYM						Hort.?	D?		E		X	X					?		N						4126278	Dactylis polygama	SPECIES	EXACT	100	2705308
	plants	Dactyloctenium aegyptium (L.) Willd.						Poaceae								ACCEPTED						Grain?	A		AF AS		X	 					1882		1902						2706188	Dactyloctenium aegyptium	SPECIES	EXACT	100	2706188
	plants	Dactyloctenium radulans (R.Br.) P.Beauv.						Poaceae								ACCEPTED						Wool	A		AUS		X	X					1887		1955						2706190	Dactyloctenium radulans	SPECIES	EXACT	100	2706190
	plants	Dasypyrum villosum (L.) Borbás						Poaceae								ACCEPTED						Grain, wool,etc	A		E AF AS-Te		X	X					1887		2014						2704854	Dasypyrum villosum	SPECIES	EXACT	100	2704854
	plants	Desmazeria sicula (Jacq.) Dumort.						Poaceae								ACCEPTED						Grain,etc	A		E AF AS-Te		X	X					1889		1917						4142153	Desmazeria sicula	SPECIES	EXACT	100	4142153
	plants	Dichanthelium clandestinum (L.) Gould	Panicum clandestinum L.					Poaceae								SYNONYM						?	A?		NAM		X						1999		2001						2702543	Dichanthelium clandestinum	SPECIES	EXACT	100	2702544
	plants	Digitaria acuminatissima Stapf						Poaceae								ACCEPTED						Wool	A		AF			X					1947		1947						4131963	Digitaria acuminatissima	SPECIES	EXACT	100	4131963
	plants	Digitaria aequiglumis (Hack. & Arechav.) Parodi						Poaceae								ACCEPTED						Seeds	A		SAM		X						1997		N						5676646	Digitaria aequiglumis	SPECIES	EXACT	100	5676646
	plants	Digitaria brownii (Roem. & Schult.) Hughes						Poaceae								ACCEPTED						Wool	A		AUS			X					1911		1921						5289957	Digitaria brownii	SPECIES	EXACT	100	5289957
	plants	Digitaria ciliaris (Retz.) Koeler						Poaceae								ACCEPTED						Grain,etc	A		Trop.		X	X					1828		2005						5289998	Digitaria ciliaris	SPECIES	HIGHERRANK	100	5289998
	plants	Digitaria ciliaris subsp. nubica						Poaceae								SYNONYM						Grain,etc	A		AF		X						1883		2015						5676291	Digitaria ciliaris nubica	SUBSPECIES	EXACT	100	5289998
	plants	Digitaria sanguinalis subsp. pectiniformis						Poaceae								SYNONYM						Ore?	A		E AF AS-Te		X	X					1856		N?						5675253	Digitaria sanguinalis pectiniformis	SUBSPECIES	EXACT	100	5289972
	plants	Digitaria sanguinalis f. sanguinalis (L.) Scop.						Poaceae								ACCEPTED						Grain, wool,etc	A		E AF AS-Te		X	X	X				1803		N						6069129	Digitaria sanguinalis sanguinalis	FORM	EXACT	100	6069129
	plants	Digitaria violascens Link						Poaceae								ACCEPTED						Grain	A		Trop.		X						1994		1994						5289995	Digitaria violascens	SPECIES	EXACT	100	5289995
	plants	Dinebra Jacq.	Leptochloa decipiens (R. Brown) Stapf ex Maiden s.l.					Poaceae								ACCEPTED						Wool	A		AUS			X					1911		1921						2703239	Dinebra	GENUS	HIGHERRANK	96	2703239
	plants	Dinebra Jacq.	Leptochloa peacockii (Maiden et Betche) Domin					Poaceae								ACCEPTED						Wool	A		AUS			X					1911		1947						2703239	Dinebra	GENUS	HIGHERRANK	96	2703239
	plants	Dinebra Jacq.	Leptochloa divaricatissima S.T. Blake					Poaceae								ACCEPTED						Wool	A		AUS			X					1921		1921						2703239	Dinebra	GENUS	HIGHERRANK	96	2703239
	plants	Dinebra Jacq.	Leptochloa panicea (Retz.) Ohwi subsp. brachiata (Steud.) N. Snow					Poaceae								ACCEPTED						Wool,etc	A		AM		X	X					<1900		1947						2703239	Dinebra	GENUS	HIGHERRANK	96	2703239
	plants	Dinebra retroflexa (Vahl) Panz.						Poaceae								ACCEPTED						Grain	A		AF AS		X						1994		1994						2703240	Dinebra retroflexa	SPECIES	EXACT	100	2703240
	plants	Diplachne fusca (L.) Stapf	Leptochloa fascicularis (Lam.) A. Gray					Poaceae								SYNONYM						Wool,etc	A		AM			X					1831		1947						4123121	Diplachne fusca	SPECIES	HIGHERRANK	100	2703868
	plants	Diplachne fusca var. fusca	Leptochloa fusca (L.) Kunth					Poaceae								ACCEPTED						Wool	A		Trop.		X	X					1911		1953						7325005	Diplachne fusca fusca	VARIETY	EXACT	100	7325005
	plants	Diplachne parviflora (R.Br.) Benth.	Leptochloa parviflora (R. Brown) Verloove et Lambinon					Poaceae								SYNONYM						Wool	A		AUS			X					1911		1947						4122787	Diplachne parviflora	SPECIES	EXACT	100	2703868
	plants	Diplachne fusca (L.) Stapf	Leptochloa uninervia (J. Presl) Hitchc. et Chase					Poaceae								SYNONYM						Grain	A		AM		X						1998		1998						4123121	Diplachne fusca	SPECIES	HIGHERRANK	100	2703868
	plants	Disakisperma Steud.	Leptochloa dubia (Kunth) Nees					Poaceae								SYNONYM						Wool	A		AM			X					1921		1921						6431157	Disakisperma	GENUS	HIGHERRANK	95	2703864
	plants	Echinaria capitata (L.) Desf.						Poaceae								ACCEPTED						?	A		E AF AS-Te		X	X					1880		>1940						5674620	Echinaria capitata	SPECIES	EXACT	100	5674620
	plants	Echinochloa colona (L.) Link						Poaceae								ACCEPTED						Grain, wool,etc	A		Trop.		X	X	X				1889		2013						2702812	Echinochloa colona	SPECIES	EXACT	100	2702812
	plants	Echinochloa crus-galli (L.) P.Beauv.						Poaceae								ACCEPTED						Grain, wool,etc	A		E AS 		X	X	X				<1800		N						2702808	Echinochloa crus-galli	SPECIES	EXACT	100	2702808
	plants	Echinochloa esculenta (A.Braun) H.Scholz						Poaceae								ACCEPTED						Birdseed	D		AS		X	X					1948		Ann.						2702798	Echinochloa esculenta	SPECIES	EXACT	100	2702798
	plants	Echinochloa frumentacea Link						Poaceae								ACCEPTED						Birdseed	D		AS		X	X					1973		Ann.						2702822	Echinochloa frumentacea	SPECIES	EXACT	100	2702822
	plants	Echinochloa hispidula (Retz.) Nees						Poaceae								SYNONYM						Grain	A		AS		X						2008		2008						4118825	Echinochloa hispidula	SPECIES	EXACT	100	2702820
	plants	Echinochloa inundata Michael & Vickery						Poaceae								ACCEPTED						Grain	A		AUS		X						1995		2000						4118773	Echinochloa inundata	SPECIES	EXACT	100	4118773
	plants	Echinochloa jubata Stapf						Poaceae								ACCEPTED						Wool	A		AF			X					1908		1908						4118753	Echinochloa jubata	SPECIES	EXACT	100	4118753
	plants	Echinochloa muricata var. microstachya						Poaceae								SYNONYM						Grain, seeds,etc	A		NAM  		X	X					1887		N						4118583	Echinochloa muricata microstachya	VARIETY	EXACT	97	2702816
	plants	Echinochloa muricata var. muricata (P. Beauv.) Fernald						Poaceae								ACCEPTED						Grain	A		NAM  		X						2000		2000						4270675	Echinochloa muricata muricata	VARIETY	EXACT	100	4270675
	plants	Ehrharta longiflora Sm.						Poaceae								ACCEPTED						Wool	A		AF			X					1911		1911						2702862	Ehrharta longiflora	SPECIES	EXACT	100	2702862
	plants	Eleusine coracana (L.) Gaertn.	Eleusine coracana (L.) Gaertn. subsp. coracana					Poaceae								ACCEPTED						Grain, wool	A?		?		X	X	X				1947		1992						2705957	Eleusine coracana	SPECIES	EXACT	100	2705957
	plants	Eleusine coracana subsp. africana	Eleusine indica (L.) Gaertn. subsp. africana (Kennedy-O'Byrne) S.M. Phillips					Poaceae								SYNONYM						Wool, grain,etc	A		AF		X	X	X				1887		Ann.						4115907	Eleusine coracana africana	SUBSPECIES	EXACT	100	4124350
	plants	Eleusine indica subsp. indica	Eleusine indica (L.) Gaertn.					Poaceae								ACCEPTED						Wool, grain,etc	A		Trop.		X	X					1857		?						6431270	Eleusine indica indica	SUBSPECIES	EXACT	97	6431270
	plants	Eleusine tristachya (Lam.) Lam.						Poaceae								ACCEPTED						Wool, grain,etc	A		SAM		X	X	X				1886		N						2705955	Eleusine tristachya	SPECIES	EXACT	100	2705955
	plants	Elymus canadensis L.						Poaceae								ACCEPTED						Grain, wool	A		NAM AS-Te		X	X					1949		2014						5290282	Elymus canadensis	SPECIES	EXACT	100	5290282
	plants	Elymus scaber (R.Br.) Á.Löve						Poaceae								ACCEPTED						Wool	A		AUS			X					1895		1921						7324613	Elymus scaber	SPECIES	EXACT	100	7324613
	plants	Enneapogon desvauxii P.Beauv.						Poaceae								ACCEPTED						Wool	A		AF, AS-Te, AM		X						1912		1912						2703892	Enneapogon desvauxii	SPECIES	EXACT	100	2703892
	plants	Enneapogon scaber Lehm.						Poaceae								ACCEPTED						Wool	A		AF		X						1912		1912						4152153	Enneapogon scaber	SPECIES	EXACT	100	4152153
	plants	Enteropogon acicularis (Lindl.) Lazarides						Poaceae								ACCEPTED						Wool	A		AUS			X					1953		1953						5679692	Enteropogon acicularis	SPECIES	EXACT	100	5679692
	plants	Eragrostis advena (Stapf) S.M.Phillips						Poaceae								ACCEPTED						Wool	A		AUS			X					1921		1921						4150785	Eragrostis advena	SPECIES	EXACT	100	4150785
	plants	Eragrostis alveiformis Lazarides						Poaceae								ACCEPTED						Wool	A		AUS			X					1924		1948						4150636	Eragrostis alveiformis	SPECIES	EXACT	100	4150636
	plants	Eragrostis atrovirens (Desf.) Trin. ex Steud.						Poaceae								ACCEPTED						Wool	A		AF AS-Tr			X					1948		1948						2705341	Eragrostis atrovirens	SPECIES	EXACT	100	2705341
	plants	Eragrostis bahiensis Roem. & Schult.						Poaceae								ACCEPTED						Wool	A		SAM			X					1921		1947						2705452	Eragrostis bahiensis	SPECIES	EXACT	100	2705452
	plants	Eragrostis barrelieri Daveau						Poaceae								ACCEPTED						Wool	A		E AF AS-Te			X					1948		1949						2705431	Eragrostis barrelieri	SPECIES	EXACT	100	2705431
	plants	Eragrostis bicolor Nees						Poaceae								ACCEPTED						Wool	A		AF			X					1911		1911						4117648	Eragrostis bicolor	SPECIES	EXACT	100	4117648
	plants	Eragrostis brownii (Kunth) Nees	Incl. E. benthamii Mattei					Poaceae								ACCEPTED						Wool	A		AUS			X					1920		1920						4149175	Eragrostis brownii	SPECIES	EXACT	100	4149175
	plants	Eragrostis chloromelas Steud.						Poaceae								SYNONYM						Wool	A		AF			X					1893		1948						2705380	Eragrostis chloromelas	SPECIES	EXACT	100	2705378
	plants	Eragrostis cilianensis (All.) Janch.						Poaceae								ACCEPTED						Grain, wool,etc	A		E AF AS-Te		X	X	X				1824		2014						2705369	Eragrostis cilianensis	SPECIES	EXACT	100	2705369
	plants	Eragrostis ciliaris (L.) R.Br.						Poaceae								ACCEPTED						?	A		AF		X						1897		1897						2705373	Eragrostis ciliaris	SPECIES	EXACT	100	2705373
	plants	Eragrostis curvula (Schrad.) Nees						Poaceae								ACCEPTED						Wool,etc	A/D?		AF		X	X					1911		N						2705378	Eragrostis curvula	SPECIES	EXACT	100	2705378
	plants	Eragrostis dielsii Pilg.						Poaceae								ACCEPTED						Wool	A		AUS			X					1904		1947						4113766	Eragrostis dielsii	SPECIES	EXACT	100	4113766
	plants	Eragrostis elongata (Willd.) J.Jacq.						Poaceae								ACCEPTED						Wool	A		AS-Tr AUS			X					1911		1925						2705362	Eragrostis elongata	SPECIES	EXACT	100	2705362
	plants	Eragrostis lacunaria F.Muell.						Poaceae								ACCEPTED						Wool	A		AUS			X					1911		1949						4145671	Eragrostis lacunaria	SPECIES	EXACT	100	4145671
	plants	Eragrostis leptocarpa Benth.						Poaceae								ACCEPTED						Wool	A		AUS			X					1904		1947						4145354	Eragrostis leptocarpa	SPECIES	EXACT	100	4145354
	plants	Eragrostis leptostachya (R.Br.) Steud.						Poaceae								ACCEPTED						Wool	A		AUS			X					1911		1932						2705422	Eragrostis leptostachya	SPECIES	EXACT	100	2705422
	plants	Eragrostis mexicana (Hornem.) Link						Poaceae								ACCEPTED						Wool,etc	A		AM		X	X					1822		1955						2705339	Eragrostis mexicana	SPECIES	EXACT	100	2705339
	plants	Eragrostis minor Host						Poaceae								ACCEPTED						Traffic?	A		E AF AS-Te		X	X	X				<1835		N						2705449	Eragrostis minor	SPECIES	EXACT	100	2705449
	plants	Eragrostis multicaulis Steud.	Eragrostis pilosa (L.) Beauv. subsp. damiensiana (Bonnet) Thell.					Poaceae								ACCEPTED						Traffic?	A		AS-Te		X	X	X				1943		N						2705401	Eragrostis multicaulis	SPECIES	EXACT	100	2705401
