taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	usageKey	canonicalName	rank	matchType	confidence	acceptedKey
	rinse				Chordata	Mammalia			Sciurotamias	davidianus														terrestrial		present																				
	rinse				Chordata	Mammalia			Sciurus	carolinensis														terrestrial		present																				
	rinse				Chordata	Mammalia			Sciurus	granatensis														terrestrial		not confirmed																				
	rinse				Chordata	Mammalia			Sciurus	lis														terrestrial		not confirmed																				
	rinse				Chordata	Mammalia			Sciurus	niger														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Scopus	umbretta														freshwater+terrestrial		present																				
	rinse				Chordata	Actinopterygii			Sebastes	schlegelii														freshwater		not confirmed																				
	rinse				Chordata	Aves			Serinus	canaria														terrestrial		present																				
	rinse				Chordata	Aves			Serinus	canicollis														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Serinus	mozambicus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Serinus	pusillus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Setophaga	ruticilla														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Sicalis	flaveola														terrestrial		not confirmed																				
	rinse				Chordata	Mammalia			Sigmodon	hispidus														terrestrial		not confirmed																				
	rinse				Chordata	Actinopterygii			Silurus	glanis														freshwater		present/native																				
	rinse				Chordata	Amphibia			Speleomantes	ambrosii														freshwater+terrestrial		not confirmed																				
	rinse				Chordata	Aves			Spilopelia	senegalensis														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Streptopelia	decaocto														terrestrial		present																				
	rinse				Chordata	Aves			Streptopelia	risoria														terrestrial		present																				
	rinse				Chordata	Aves			Streptopelia	senegalensis														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Streptopelia	tranquebarica														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Struthio	camelus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Sturnia	sinensis														terrestrial		present																				
	rinse				Chordata	Aves			Sturnus	cineraceus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Sturnus	contra														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Sturnus	pagodarum														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Sturnus	roseus														terrestrial		present																				
	rinse				Chordata	Aves			Sturnus	sinensis														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Sturnus	sturninus														terrestrial		not confirmed																				
	rinse				Chordata	Ascidiacea			Styela	clava														marine		present																				
	rinse				Chordata	Ascidiacea			Styela	plicata														marine		not confirmed																				
	rinse				Chordata	Mammalia			Sylvilagus	floridanus														terrestrial		extinct																				
	rinse				Chordata	Aves			Syrmaticus	reevesii														terrestrial		present																				
	rinse				Chordata	Aves			Tadorna	cana														freshwater+terrestrial		present																				
	rinse				Chordata	Aves			Tadorna	ferruginea														freshwater+terrestrial		present																				
	rinse				Chordata	Aves			Tadorna	radjah														freshwater+terrestrial+marine		not confirmed																				
	rinse				Chordata	Aves			Tadorna	tadornoides														freshwater+terrestrial+marine		present																				
	rinse				Chordata	Aves			Tadorna	variegata														freshwater+terrestrial+marine		present																				
	rinse				Chordata	Aves			Taeniopygia	guttata														terrestrial		present																				
	rinse				Chordata	Mammalia			Tamias	sibiricus														terrestrial		present																				
	rinse				Chordata	Mammalia			Tamias	striatus														terrestrial		not confirmed																				
	rinse				Chordata	Mammalia			Tamiasciurus	hudsonicus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Tarsiger	cyanurus														terrestrial		present																				
	rinse				Chordata	Aves			Tauraco	persa														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Terathopius	ecaudatus														terrestrial		not confirmed																				
	rinse				Chordata	Reptilia			Testudo	graeca														terrestrial		present																				
	rinse				Chordata	Reptilia			Testudo	hermanni														terrestrial		present																				
	rinse				Chordata	Actinopterygii			Tetraodon	fluviatilis														marine+freshwater		present																				
	rinse				Chordata	Aves			Theristicus	caudatus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Threskiornis	aethiopicus														freshwater+terrestrial		present																				
	rinse				Chordata	Aves			Threskiornis	melanocephalus														freshwater+terrestrial		not confirmed																				
	rinse				Chordata	Aves			Threskiornis	spinicollis														terrestrial		present																				
	rinse				Chordata	Actinopterygii			Thymallus	thymallus														freshwater		present/native																				
	rinse				Chordata	Actinopterygii			Tilapia	zillii														freshwater		not confirmed																				
	rinse				Chordata	Reptilia			Trachemys	scripta														freshwater+terrestrial		present																				
	rinse				Chordata	Aves			Trachyphonus	erythrocephalus														terrestrial		not confirmed																				
	rinse				Chordata	Actinopterygii			Trinectes	maculatus														marine		not confirmed																				
	rinse				Chordata	Amphibia			Triturus	carnifex														freshwater+terrestrial		present																				
	rinse				Chordata	Amphibia			Triturus	marmoratus														freshwater+terrestrial		present																				
	rinse				Chordata	Aves			Turdus	dissimilis														terrestrial		present																				
	rinse				Chordata	Aves			Turdus	kessleri														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Turdus	migratorius														terrestrial		not confirmed																				
	rinse				Chordata	Actinopterygii			Umbra	krameri														freshwater		not confirmed																				
	rinse				Chordata	Actinopterygii			Umbra	pygmaea														freshwater		present																				
	rinse				Chordata	Aves			Uragus	sibiricus														terrestrial		present																				
	rinse				Chordata	Aves			Urocissa	erythrorhyncha														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Vanellus	armatus														terrestrial		present																				
	rinse				Chordata	Aves			Vanellus	miles														terrestrial		present																				
	rinse				Chordata	Aves			Vanellus	spinosus														freshwater+terrestrial		present																				
	rinse				Chordata	Aves			Vidua	macroura														terrestrial		present																				
	rinse				Chordata	Aves			Vidua	obtusa														terrestrial		not confirmed																				
	rinse				Chordata	Actinopterygii			Vimba	vimba														freshwater		present/not confirmed																				
	rinse				Chordata	Reptilia			Vipera	aspis														terrestrial		present																				
	rinse				Chordata	Aves			Xanthocephalus	xanthocephalus														terrestrial		not confirmed																				
	rinse				Chordata	Amphibia			Xenopus	laevis														freshwater+terrestrial		present																				
	rinse				Chordata	Aves			Yuhina	diademata														terrestrial		not confirmed																				
	rinse				Chordata	Reptilia			Zamenis	longissimus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Zonotrichia	albicollis														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Zonotrichia	capensis														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Zonotrichia	leucophrys														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Zoothera	sibirica														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Zosterops	erythropleura														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Zosterops	japonicus														terrestrial		not confirmed																				
	rinse				Chordata	Aves			Zosterops	palpebrosus														terrestrial		not confirmed																				
	rinse				Chytridiomycota	Chytridiomycetes			Batrachochytrium	dendrobatidis														freshwater		present																				
	rinse				Chytridiomycota	Chytridiomycetes			Synchytrium	endobioticum														terrestrial		not confirmed																				
	rinse				Cnidaria	Anthozoa			Aiptasia	pulchella														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Blackfordia	virginica														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Clavopsella	navis														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Clytia	linearis														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Cordylophora	caspia														marine+freshwater		present																				
	rinse				Cnidaria	Hydrozoa			Coryne	pintneri														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Craspedacusta	sowerbyi														freshwater		present																				
	rinse				Cnidaria	Anthozoa			Diadumene	cincta														marine		present																				
	rinse				Cnidaria	Anthozoa			Diadumene	lineata														marine		present																				
	rinse				Cnidaria	Hydrozoa			Eucheilota	paradoxica														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Garveia	franciscana														marine+freshwater		present																				
	rinse				Cnidaria	Hydrozoa			Gonionemus	vertens														marine		present/extinct																				
	rinse				Cnidaria	Anthozoa			Haliplanella	lineata														marine		present																				
	rinse				Cnidaria	Anthozoa			Haliplanella	luciae														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Maeotias	marginata														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Melicertum	octocostatum														marine		present																				
	rinse				Cnidaria	Myxosporea			Myxobolus	artus														freshwater		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Nemopsis	bachei														marine		present																				
	rinse				Cnidaria	Hydrozoa			Ostroumovia	inkermanica														marine		not confirmed																				
	rinse				Cnidaria	Hydrozoa			Thecocodium	brieni														marine		not confirmed																				
	rinse				Ctenophora	Nuda			Beroe	cucumi														marine		present																				
	rinse				Ctenophora	Tentaculata			Mnemiopsis	leidyi														marine		present																				
	rinse				Dinoflagellata	Dinophyceae			Alexandrium	affine														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Alexandrium	catenella														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Alexandrium	leei														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Alexandrium	minutum														marine		present																				
	rinse				Dinoflagellata	Dinophyceae			Alexandrium	tamarense														marine		present																				
	rinse				Dinoflagellata	Dinophyceae			Alexandrium	taylori														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Ceratium	candelabrum														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Gymnodinium	catenatum														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Karenia	brevisulcata														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Karenia	mikimotoi														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Karenia	papilionacea														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Karenia	umbella														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Noctiluca	scintillans														marine		present																				
	rinse				Dinoflagellata	Dinophyceae			Prorocentrum	minimum														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Prorocentrum	triestinum														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Scrippsiella	hangoei														marine		not confirmed																				
	rinse				Dinoflagellata	Dinophyceae			Takayama	tasmanica														marine		not confirmed																				
	rinse				Entoprocta	incertae sedis			Barentsia	matsushimana														marine		not confirmed																				
	rinse				Entoprocta	incertae sedis			Loxosomella	antedonis														marine		not confirmed																				
	rinse				Entoprocta	incertae sedis			Loxosomella	kefersteinii														marine		not confirmed																				
	rinse				Firmicutes	Bacilli			Aerococcus	viridans														marine		not confirmed																				
	rinse				Haptophyta	Coccolithophyceae			Isochrysis	galbana														marine		not confirmed																				
	rinse				Haptophyta	Coccolithophyceae			Phaeocystis	pouchetii														marine		present																				
	rinse				Heterokontophyta	Phaeophyceae			Acrothrix	gracilis														marine		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Aphanomyces	astaci														freshwater		present																				
	rinse				Heterokontophyta	Oomycetes			Aphanomyces	raphani														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Asperococcus	scaber														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Asteromphalus	sarcophagus														marine		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Basidiophora	entospora														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Botrytella	sp.														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Chaetoceros	calcitrans														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Chaetoceros	peruvianus														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Chaetoceros	rostratus														marine		not confirmed																				
	rinse				Heterokontophyta	Raphidophyceae			Chattonella	antiqua														marine		not confirmed																				
	rinse				Heterokontophyta	Raphidophyceae			Chattonella	marina														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Chorda	filum														marine		present																				
	rinse				Heterokontophyta	Phaeophyceae			Cladosiphon	zosterae														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Colpomenia	peregrina														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Coscinodiscus	wailesii														marine		present																				
	rinse				Heterokontophyta	Phaeophyceae			Desmarestia	viridis														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Elachista	sp.														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Eucampia	cornuta														marine		not confirmed																				
	rinse				Heterokontophyta	Raphidophyceae			Fibrocapsa	japonica														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Fucus	spiralis														marine		present																				
	rinse				Heterokontophyta	Phaeophyceae			Halothrix	lumbricalis														marine		not confirmed																				
	rinse				Heterokontophyta	Raphidophyceae			Heterosigma	akashiwo														marine		present																				
	rinse				Heterokontophyta	Labyrinthulomycetes			Labyrinthula	zosterae														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Laminaria	japonica														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Laurencia	brongniartii														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Leathesia	difformis														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Leathesia	verruculiformis														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Macrocystis	pyrifera														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Myriactula	sp.														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Odontella	sinensis														marine		present																				
	rinse				Heterokontophyta	Raphidophyceae			Olisthodiscus	luteus														marine		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Peronospora	grisea														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Peronospora	hyoscyami														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Peronospora	manshurica														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Peronospora	sparsa														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	alni														terrestrial		present																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	capsici														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	cinnamomi														terrestrial		present																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	erythroseptica														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	fragariae														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	hibernalis														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	ilicis														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	infestans														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	kernoviae														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	lateralis														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	megasperma														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	nicotianae														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	palmivora														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	quercina														terrestrial		present																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	ramorum														terrestrial		present																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	sojae														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Phytophthora	syringae														terrestrial		present																				
	rinse				Heterokontophyta	Phaeophyceae			Pilayella	littoralis														marine		present																				
	rinse				Heterokontophyta	Oomycetes			Plasmopara	halstedii														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Plasmopara	viticola														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Pleurosigma	planctonicum														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Pleurosigma	simonsenii														marine		not confirmed																				
	rinse				Heterokontophyta	Dictyochophyceae			Pseudochattonella	verruculosa														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Pseudo-nitzschia	multistriata														marine		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Pseudoperonospora	cannabina														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Pseudoperonospora	cubensis														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Pseudoperonospora	humuli														terrestrial		present																				
	rinse				Heterokontophyta	Oomycetes			Pythium	prolatum														terrestrial		not confirmed																				
	rinse				Heterokontophyta	Oomycetes			Pythium	splendens														terrestrial		present																				
	rinse				Heterokontophyta	Bacillariophyceae			Rhizosolenia	indica														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Saccharina	latissima														marine		present																				
	rinse				Heterokontophyta	Phaeophyceae			Sargassum	muticum														marine		present																				
	rinse				Heterokontophyta	Phaeophyceae			Scytosiphon	dotyi														marine		not confirmed																				
	rinse				Heterokontophyta	Phaeophyceae			Sphaerotrichia	firma														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Stephanopyxis	palmeriana														marine		not confirmed																				
	rinse				Heterokontophyta	Bacillariophyceae			Thalassiosira	punctigera														marine		present																				
	rinse				Heterokontophyta	Bacillariophyceae			Thalassiosira	tealata														marine		present																				
	rinse				Heterokontophyta	Phaeophyceae			Undaria	pinnatifida														marine		present																				
	rinse				Lycopodiophyta	Selaginellopsida			Selaginella	kraussiana														terrestrial		present																				
	rinse				Marchantiophyta	Jungermanniopsida			Lophocolea	bispinosa														terrestrial		not confirmed																				
	rinse				Marchantiophyta	Jungermanniopsida			Lophocolea	semiteres														terrestrial		present																				
	rinse				Marchantiophyta	Jungermanniopsida			Lophozia	herzogiana														terrestrial		not confirmed																				
	rinse				Marchantiophyta	Marchantiopsida			Lunularia	cruciata														terrestrial		present																				
	rinse				Marchantiophyta	Marchantiopsida			Riccia	crystallina														terrestrial		present																				
	rinse				Marchantiophyta	Marchantiopsida			Riccia	rhenana														terrestrial		present																				
	rinse				Marchantiophyta	Marchantiopsida			Sphaerocarpos	michelii														terrestrial		not confirmed																				
	rinse				Marchantiophyta	Marchantiopsida			Sphaerocarpos	texanus														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Achatina	fulica														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Aegopinella	nitens														terrestrial		present/native																				
	rinse				Mollusca	Bivalvia			Anodonta	woodiana														freshwater		present																				
	rinse				Mollusca	Bivalvia			Anomia	chinensis														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Anomia	ephippium														marine		present																				
	rinse				Mollusca	Gastropoda			Arion	flagellus														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Arion	lusitanicus														terrestrial		present																				
	rinse				Mollusca	Bivalvia			Atrina	rigida														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Aulacomya	atra														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Balea	biplicata														terrestrial		native																				
	rinse				Mollusca	Gastropoda			Bellamya	chinensis														freshwater		not confirmed																				
	rinse				Mollusca	Gastropoda			Boettgerilla	pallens														terrestrial		present																				
	rinse				Mollusca	Bivalvia			Brachidontes	exustus														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Brachidontes	pharaonis														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Calliostoma	zizyphinum														marine		present																				
	rinse				Mollusca	Gastropoda			Calyptraea	chinensis														marine		present																				
	rinse				Mollusca	Gastropoda			Candidula	gigaxii														terrestrial		native																				
	rinse				Mollusca	Gastropoda			Cecilioides	acicula														terrestrial		present/native																				
	rinse				Mollusca	Gastropoda			Cernuella	aginnica														terrestrial		native																				
	rinse				Mollusca	Gastropoda			Cernuella	cisalpina														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Cernuella	neglecta														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Cernuella	virgata														terrestrial		present/native																				
	rinse				Mollusca	Bivalvia			Choromytilus	chilensis														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Cochlicella	acuta														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Cochlicella	barbara														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Cochlostoma	septemspirale														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Corambe	obscura														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Corbicula	fluminalis														marine+freshwater		present																				
	rinse				Mollusca	Bivalvia			Corbicula	fluminea														marine+freshwater		present																				
	rinse				Mollusca	Bivalvia			Crassostrea	brasiliana														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Crassostrea	gigas														marine+freshwater		present																				
	rinse				Mollusca	Bivalvia			Crassostrea	rhizophorae														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Crassostrea	rivularis														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Crassostrea	sikamea														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Crassostrea	virginica														marine		present																				
	rinse				Mollusca	Gastropoda			Crepidula	fornicata														marine		present																				
	rinse				Mollusca	Gastropoda			Cyclope	neritea														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Deroceras	panormitanum														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Deroceras	sturanyi														terrestrial		not confirmed																				
	rinse				Mollusca	Bivalvia			Dreissena	bugensis														freshwater		present																				
	rinse				Mollusca	Bivalvia			Dreissena	polymorpha														freshwater		present																				
	rinse				Mollusca	Bivalvia			Ensis	directus														marine		present																				
	rinse				Mollusca	Gastropoda			Ferrissia	fragilis														freshwater		present																				
	rinse				Mollusca	Gastropoda			Fruticicola	fruticum														terrestrial		native																				
	rinse				Mollusca	Gastropoda			Fusinus	rostratus														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Gibbula	albida														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Gyraulus	chinensis														freshwater		not confirmed																				
	rinse				Mollusca	Gastropoda			Gyraulus	parvus														freshwater		not confirmed																				
	rinse				Mollusca	Gastropoda			Haliotis	tuberculata														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Helicodiscus	singleyanus														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Helix	aspersa														terrestrial		present/native																				
	rinse				Mollusca	Gastropoda			Helix	lucorum														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Helix	pomatia														terrestrial		native																				
	rinse				Mollusca	Gastropoda			Hexaplex	trunculus														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Hygromia	cinctella														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Hygromia	limbata														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Lauria	cylindracea														terrestrial		native																				
	rinse				Mollusca	Gastropoda			Lehmannia	nyctelia														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Lehmannia	valentiana														terrestrial		present																				
	rinse				Mollusca	Polyplacophora			Leptochiton	cancellatus														marine		present																				
	rinse				Mollusca	Gastropoda			Leucostigma	candidescens														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Limacus	flavus														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Limacus	maculatus														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Lithoglyphus	naticoides														marine		present																				
	rinse				Mollusca	Gastropoda			Littorina	compressa														marine		present/native																				
	rinse				Mollusca	Bivalvia			Lopha	folium														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Lucilla	scintilla														terrestrial		not confirmed																				
	rinse				Mollusca	Bivalvia			Lyrodus	pedicellatus														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Marmorana	serpentina														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Marstoniopsis	insubrica														freshwater		not confirmed																				
	rinse				Mollusca	Gastropoda			Melanoides	tuberculatus														freshwater		not confirmed																				
	rinse				Mollusca	Gastropoda			Menetus	dilatatus														freshwater		present																				
	rinse				Mollusca	Bivalvia			Mercenaria	mercenaria														marine		present																				
	rinse				Mollusca	Gastropoda			Milax	gagates														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Milax	nigricans														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Monacha	cantiana														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Monacha	cartusiana														terrestrial		native																				
	rinse				Mollusca	Gastropoda			Monacha	parumcincta														terrestrial		not confirmed																				
	rinse				Mollusca	Bivalvia			Musculista	senhousia														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Musculium	transversum														freshwater		not confirmed																				
	rinse				Mollusca	Bivalvia			Mya	arenaria														marine		present																				
	rinse				Mollusca	Bivalvia			Mytilopsis	leucophaeta														marine+freshwater		present																				
	rinse				Mollusca	Bivalvia			Mytilus	galloprovincialis														marine		present/native																				
	rinse				Mollusca	Gastropoda			Ocenebra	erinacea														marine		present/native																				
	rinse				Mollusca	Gastropoda			Ocinebrellus	inornatus														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Opeas	pumilum														terrestrial		not confirmed																				
	rinse				Mollusca	Bivalvia			Ostrea	angasi														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Ostrea	denselamellosa														marine		present																				
	rinse				Mollusca	Bivalvia			Ostrea	edulis														marine		native																				
	rinse				Mollusca	Bivalvia			Ostrea	puelchana														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Oxychilus	draparnaudi														terrestrial		present/native																				
	rinse				Mollusca	Gastropoda			Oxychilus	navarricus														terrestrial		present/native																				
	rinse				Mollusca	Gastropoda			Paralaoma	servilis														terrestrial		not confirmed																				
	rinse				Mollusca	Bivalvia			Patinopecten	yessoensis														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Pecten	maximus														marine		present/native																				
	rinse				Mollusca	Bivalvia			Petricola	pholadiformis														marine		present																				
	rinse				Mollusca	Gastropoda			Physa	sp.														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Physella	acuta														freshwater		present																				
	rinse				Mollusca	Gastropoda			Physella	gyrina														freshwater		not confirmed																				
	rinse				Mollusca	Bivalvia			Pinctada	radiata														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Potamopyrgus	antipodarum														marine+freshwater		present																				
	rinse				Mollusca	Bivalvia			Psiloteredo	megotara														marine		present/native																				
	rinse				Mollusca	Bivalvia			Pteria	colymbus														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Pteropurpura	inornata														marine		not confirmed																				
	rinse				Mollusca	Bivalvia			Rangia	cuneata														marine+freshwater		present																				
	rinse				Mollusca	Gastropoda			Rapana	venosa														marine		present																				
	rinse				Mollusca	Gastropoda			Selenochlamys	ysbryda														terrestrial		not confirmed																				
	rinse				Mollusca	Bivalvia			Spisula	solidissima														marine		not confirmed																				
	rinse				Mollusca	Gastropoda			Tandonia	budapestensis														terrestrial		present/native																				
	rinse				Mollusca	Gastropoda			Tandonia	rustica														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Tandonia	sowerbyi														terrestrial		present																				
	rinse				Mollusca	Bivalvia			Tapes	philippinarum														marine		present																				
	rinse				Mollusca	Bivalvia			Teredo	navalis														marine		present																				
	rinse				Mollusca	Gastropoda			Testacella	haliotidea														terrestrial		present																				
	rinse				Mollusca	Gastropoda			Testacella	maugei														terrestrial		not confirmed																				
	rinse				Mollusca	Gastropoda			Testacella	scutulum														terrestrial		not confirmed																				
