index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
162			rinse	Pythium splendens	Pythium splendens			Heterokontophyta	Oomycetes			Pythium	splendens													terrestrial		present														
162			rinse	Rhizosolenia indica	Rhizosolenia indica			Heterokontophyta	Bacillariophyceae			Rhizosolenia	indica													marine		not confirmed														
162			rinse	Saccharina latissima	Saccharina latissima			Heterokontophyta	Phaeophyceae			Saccharina	latissima													marine		present														
162			rinse	Sargassum muticum	Sargassum muticum			Heterokontophyta	Phaeophyceae			Sargassum	muticum													marine		present														
162			rinse	Scytosiphon dotyi	Scytosiphon dotyi			Heterokontophyta	Phaeophyceae			Scytosiphon	dotyi													marine		not confirmed														
162			rinse	Sphaerotrichia firma	Sphaerotrichia firma			Heterokontophyta	Phaeophyceae			Sphaerotrichia	firma													marine		not confirmed														
162			rinse	Stephanopyxis palmeriana	Stephanopyxis palmeriana			Heterokontophyta	Bacillariophyceae			Stephanopyxis	palmeriana													marine		not confirmed														
162			rinse	Thalassiosira punctigera	Thalassiosira punctigera			Heterokontophyta	Bacillariophyceae			Thalassiosira	punctigera													marine		present														
162			rinse	Thalassiosira tealata	Thalassiosira tealata			Heterokontophyta	Bacillariophyceae			Thalassiosira	tealata													marine		present														
162			rinse	Undaria pinnatifida	Undaria pinnatifida			Heterokontophyta	Phaeophyceae			Undaria	pinnatifida													marine		present														
162			rinse	Selaginella kraussiana	Selaginella kraussiana		Plantae	Lycopodiophyta	Selaginellopsida			Selaginella	kraussiana													terrestrial		present														
162			rinse	Lophocolea bispinosa	Lophocolea bispinosa		Plantae	Marchantiophyta	Jungermanniopsida			Lophocolea	bispinosa													terrestrial		not confirmed														
162			rinse	Lophocolea semiteres	Lophocolea semiteres		Plantae	Marchantiophyta	Jungermanniopsida			Lophocolea	semiteres													terrestrial		present														
162			rinse	Lophozia herzogiana	Lophozia herzogiana		Plantae	Marchantiophyta	Jungermanniopsida			Lophozia	herzogiana													terrestrial		not confirmed														
162			rinse	Lunularia cruciata	Lunularia cruciata		Plantae	Marchantiophyta	Marchantiopsida			Lunularia	cruciata													terrestrial		present														
162			rinse	Riccia crystallina	Riccia crystallina		Plantae	Marchantiophyta	Marchantiopsida			Riccia	crystallina													terrestrial		present														
162			rinse	Riccia rhenana	Riccia rhenana		Plantae	Marchantiophyta	Marchantiopsida			Riccia	rhenana													terrestrial		present														
162			rinse	Sphaerocarpos michelii	Sphaerocarpos michelii		Plantae	Marchantiophyta	Marchantiopsida			Sphaerocarpos	michelii													terrestrial		not confirmed														
162			rinse	Sphaerocarpos texanus	Sphaerocarpos texanus		Plantae	Marchantiophyta	Marchantiopsida			Sphaerocarpos	texanus													terrestrial		present														
162			rinse	Achatina fulica	Achatina fulica		Animalia	Mollusca	Gastropoda			Achatina	fulica													terrestrial		not confirmed														
162			rinse	Aegopinella nitens	Aegopinella nitens		Animalia	Mollusca	Gastropoda			Aegopinella	nitens													terrestrial		present/native														
162			rinse	Anodonta woodiana	Anodonta woodiana		Animalia	Mollusca	Bivalvia			Anodonta	woodiana													freshwater		present														
162			rinse	Anomia chinensis	Anomia chinensis		Animalia	Mollusca	Bivalvia			Anomia	chinensis													marine		not confirmed														
162			rinse	Anomia ephippium	Anomia ephippium		Animalia	Mollusca	Bivalvia			Anomia	ephippium													marine		present														
162			rinse	Arion flagellus	Arion flagellus		Animalia	Mollusca	Gastropoda			Arion	flagellus													terrestrial		not confirmed														
162			rinse	Arion lusitanicus	Arion lusitanicus		Animalia	Mollusca	Gastropoda			Arion	lusitanicus													terrestrial		present														
162			rinse	Atrina rigida	Atrina rigida		Animalia	Mollusca	Bivalvia			Atrina	rigida													marine		not confirmed														
162			rinse	Aulacomya atra	Aulacomya atra		Animalia	Mollusca	Bivalvia			Aulacomya	atra													marine		not confirmed														
162			rinse	Balea biplicata	Balea biplicata		Animalia	Mollusca	Gastropoda			Balea	biplicata													terrestrial		native														
162			rinse	Bellamya chinensis	Bellamya chinensis		Animalia	Mollusca	Gastropoda			Bellamya	chinensis													freshwater		not confirmed														
162			rinse	Boettgerilla pallens	Boettgerilla pallens		Animalia	Mollusca	Gastropoda			Boettgerilla	pallens													terrestrial		present														
162			rinse	Brachidontes exustus	Brachidontes exustus		Animalia	Mollusca	Bivalvia			Brachidontes	exustus													marine		not confirmed														
162			rinse	Brachidontes pharaonis	Brachidontes pharaonis		Animalia	Mollusca	Bivalvia			Brachidontes	pharaonis													marine		not confirmed														
162			rinse	Calliostoma zizyphinum	Calliostoma zizyphinum		Animalia	Mollusca	Gastropoda			Calliostoma	zizyphinum													marine		present														
162			rinse	Calyptraea chinensis	Calyptraea chinensis		Animalia	Mollusca	Gastropoda			Calyptraea	chinensis													marine		present														
162			rinse	Candidula gigaxii	Candidula gigaxii		Animalia	Mollusca	Gastropoda			Candidula	gigaxii													terrestrial		native														
162			rinse	Cecilioides acicula	Cecilioides acicula		Animalia	Mollusca	Gastropoda			Cecilioides	acicula													terrestrial		present/native														
162			rinse	Cernuella aginnica	Cernuella aginnica		Animalia	Mollusca	Gastropoda			Cernuella	aginnica													terrestrial		native														
162			rinse	Cernuella cisalpina	Cernuella cisalpina		Animalia	Mollusca	Gastropoda			Cernuella	cisalpina													terrestrial		present														
162			rinse	Cernuella neglecta	Cernuella neglecta		Animalia	Mollusca	Gastropoda			Cernuella	neglecta													terrestrial		present														
162			rinse	Cernuella virgata	Cernuella virgata		Animalia	Mollusca	Gastropoda			Cernuella	virgata													terrestrial		present/native														
162			rinse	Choromytilus chilensis	Choromytilus chilensis		Animalia	Mollusca	Bivalvia			Choromytilus	chilensis													marine		not confirmed														
162			rinse	Cochlicella acuta	Cochlicella acuta		Animalia	Mollusca	Gastropoda			Cochlicella	acuta													terrestrial		present														
162			rinse	Cochlicella barbara	Cochlicella barbara		Animalia	Mollusca	Gastropoda			Cochlicella	barbara													terrestrial		present														
162			rinse	Cochlostoma septemspirale	Cochlostoma septemspirale		Animalia	Mollusca	Gastropoda			Cochlostoma	septemspirale													terrestrial		present														
162			rinse	Corambe obscura	Corambe obscura		Animalia	Mollusca	Gastropoda			Corambe	obscura													marine		not confirmed														
162			rinse	Corbicula fluminalis	Corbicula fluminalis		Animalia	Mollusca	Bivalvia			Corbicula	fluminalis													marine+freshwater		present														
162			rinse	Corbicula fluminea	Corbicula fluminea		Animalia	Mollusca	Bivalvia			Corbicula	fluminea													marine+freshwater		present														
162			rinse	Crassostrea brasiliana	Crassostrea brasiliana		Animalia	Mollusca	Bivalvia			Crassostrea	brasiliana													marine		not confirmed														
162			rinse	Crassostrea gigas	Crassostrea gigas		Animalia	Mollusca	Bivalvia			Crassostrea	gigas													marine+freshwater		present														
162			rinse	Crassostrea rhizophorae	Crassostrea rhizophorae		Animalia	Mollusca	Bivalvia			Crassostrea	rhizophorae													marine		not confirmed														
162			rinse	Crassostrea rivularis	Crassostrea rivularis		Animalia	Mollusca	Bivalvia			Crassostrea	rivularis													marine		not confirmed														
162			rinse	Crassostrea sikamea	Crassostrea sikamea		Animalia	Mollusca	Bivalvia			Crassostrea	sikamea													marine		not confirmed														
162			rinse	Crassostrea virginica	Crassostrea virginica		Animalia	Mollusca	Bivalvia			Crassostrea	virginica													marine		present														
162			rinse	Crepidula fornicata	Crepidula fornicata		Animalia	Mollusca	Gastropoda			Crepidula	fornicata													marine		present														
162			rinse	Cyclope neritea	Cyclope neritea		Animalia	Mollusca	Gastropoda			Cyclope	neritea													marine		not confirmed														
162			rinse	Deroceras panormitanum	Deroceras panormitanum		Animalia	Mollusca	Gastropoda			Deroceras	panormitanum													terrestrial		present														
162			rinse	Deroceras sturanyi	Deroceras sturanyi		Animalia	Mollusca	Gastropoda			Deroceras	sturanyi													terrestrial		not confirmed														
162			rinse	Dreissena bugensis	Dreissena bugensis		Animalia	Mollusca	Bivalvia			Dreissena	bugensis													freshwater		present														
162			rinse	Dreissena polymorpha	Dreissena polymorpha		Animalia	Mollusca	Bivalvia			Dreissena	polymorpha													freshwater		present														
162			rinse	Ensis directus	Ensis directus		Animalia	Mollusca	Bivalvia			Ensis	directus													marine		present														
162			rinse	Ferrissia fragilis	Ferrissia fragilis		Animalia	Mollusca	Gastropoda			Ferrissia	fragilis													freshwater		present														
162			rinse	Fruticicola fruticum	Fruticicola fruticum		Animalia	Mollusca	Gastropoda			Fruticicola	fruticum													terrestrial		native														
162			rinse	Fusinus rostratus	Fusinus rostratus		Animalia	Mollusca	Gastropoda			Fusinus	rostratus													marine		not confirmed														
162			rinse	Gibbula albida	Gibbula albida		Animalia	Mollusca	Gastropoda			Gibbula	albida													marine		not confirmed														
162			rinse	Gyraulus chinensis	Gyraulus chinensis		Animalia	Mollusca	Gastropoda			Gyraulus	chinensis													freshwater		not confirmed														
162			rinse	Gyraulus parvus	Gyraulus parvus		Animalia	Mollusca	Gastropoda			Gyraulus	parvus													freshwater		not confirmed														
162			rinse	Haliotis tuberculata	Haliotis tuberculata		Animalia	Mollusca	Gastropoda			Haliotis	tuberculata													marine		not confirmed														
162			rinse	Helicodiscus singleyanus	Helicodiscus singleyanus		Animalia	Mollusca	Gastropoda			Helicodiscus	singleyanus													terrestrial		not confirmed														
162			rinse	Helix aspersa	Helix aspersa		Animalia	Mollusca	Gastropoda			Helix	aspersa													terrestrial		present/native														
162			rinse	Helix lucorum	Helix lucorum		Animalia	Mollusca	Gastropoda			Helix	lucorum													terrestrial		not confirmed														
162			rinse	Helix pomatia	Helix pomatia		Animalia	Mollusca	Gastropoda			Helix	pomatia													terrestrial		native														
162			rinse	Hexaplex trunculus	Hexaplex trunculus		Animalia	Mollusca	Gastropoda			Hexaplex	trunculus													marine		not confirmed														
162			rinse	Hygromia cinctella	Hygromia cinctella		Animalia	Mollusca	Gastropoda			Hygromia	cinctella													terrestrial		present														
162			rinse	Hygromia limbata	Hygromia limbata		Animalia	Mollusca	Gastropoda			Hygromia	limbata													terrestrial		not confirmed														
162			rinse	Lauria cylindracea	Lauria cylindracea		Animalia	Mollusca	Gastropoda			Lauria	cylindracea													terrestrial		native														
162			rinse	Lehmannia nyctelia	Lehmannia nyctelia		Animalia	Mollusca	Gastropoda			Lehmannia	nyctelia													terrestrial		not confirmed														
162			rinse	Lehmannia valentiana	Lehmannia valentiana		Animalia	Mollusca	Gastropoda			Lehmannia	valentiana													terrestrial		present														
162			rinse	Leptochiton cancellatus	Leptochiton cancellatus		Animalia	Mollusca	Polyplacophora			Leptochiton	cancellatus													marine		present														
162			rinse	Leucostigma candidescens	Leucostigma candidescens		Animalia	Mollusca	Gastropoda			Leucostigma	candidescens													terrestrial		not confirmed														
162			rinse	Limacus flavus	Limacus flavus		Animalia	Mollusca	Gastropoda			Limacus	flavus													terrestrial		present														
162			rinse	Limacus maculatus	Limacus maculatus		Animalia	Mollusca	Gastropoda			Limacus	maculatus													terrestrial		not confirmed														
162			rinse	Lithoglyphus naticoides	Lithoglyphus naticoides		Animalia	Mollusca	Gastropoda			Lithoglyphus	naticoides													marine		present														
162			rinse	Littorina compressa	Littorina compressa		Animalia	Mollusca	Gastropoda			Littorina	compressa													marine		present/native														
162			rinse	Lopha folium	Lopha folium		Animalia	Mollusca	Bivalvia			Lopha	folium													marine		not confirmed														
162			rinse	Lucilla scintilla	Lucilla scintilla		Animalia	Mollusca	Gastropoda			Lucilla	scintilla													terrestrial		not confirmed														
162			rinse	Lyrodus pedicellatus	Lyrodus pedicellatus		Animalia	Mollusca	Bivalvia			Lyrodus	pedicellatus													marine		not confirmed														
162			rinse	Marmorana serpentina	Marmorana serpentina		Animalia	Mollusca	Gastropoda			Marmorana	serpentina													terrestrial		not confirmed														
162			rinse	Marstoniopsis insubrica	Marstoniopsis insubrica		Animalia	Mollusca	Gastropoda			Marstoniopsis	insubrica													freshwater		not confirmed														
162			rinse	Melanoides tuberculatus	Melanoides tuberculatus		Animalia	Mollusca	Gastropoda			Melanoides	tuberculatus													freshwater		not confirmed														
162			rinse	Menetus dilatatus	Menetus dilatatus		Animalia	Mollusca	Gastropoda			Menetus	dilatatus													freshwater		present														
162			rinse	Mercenaria mercenaria	Mercenaria mercenaria		Animalia	Mollusca	Bivalvia			Mercenaria	mercenaria													marine		present														
162			rinse	Milax gagates	Milax gagates		Animalia	Mollusca	Gastropoda			Milax	gagates													terrestrial		present														
162			rinse	Milax nigricans	Milax nigricans		Animalia	Mollusca	Gastropoda			Milax	nigricans													terrestrial		not confirmed														
162			rinse	Monacha cantiana	Monacha cantiana		Animalia	Mollusca	Gastropoda			Monacha	cantiana													terrestrial		present														
162			rinse	Monacha cartusiana	Monacha cartusiana		Animalia	Mollusca	Gastropoda			Monacha	cartusiana													terrestrial		native														
162			rinse	Monacha parumcincta	Monacha parumcincta		Animalia	Mollusca	Gastropoda			Monacha	parumcincta													terrestrial		not confirmed														
162			rinse	Musculista senhousia	Musculista senhousia		Animalia	Mollusca	Bivalvia			Musculista	senhousia													marine		not confirmed														
162			rinse	Musculium transversum	Musculium transversum		Animalia	Mollusca	Bivalvia			Musculium	transversum													freshwater		not confirmed														
162			rinse	Mya arenaria	Mya arenaria		Animalia	Mollusca	Bivalvia			Mya	arenaria													marine		present														
162			rinse	Mytilopsis leucophaeta	Mytilopsis leucophaeta		Animalia	Mollusca	Bivalvia			Mytilopsis	leucophaeta													marine+freshwater		present														
162			rinse	Mytilus galloprovincialis	Mytilus galloprovincialis		Animalia	Mollusca	Bivalvia			Mytilus	galloprovincialis													marine		present/native														
162			rinse	Ocenebra erinacea	Ocenebra erinacea		Animalia	Mollusca	Gastropoda			Ocenebra	erinacea													marine		present/native														
162			rinse	Ocinebrellus inornatus	Ocinebrellus inornatus		Animalia	Mollusca	Gastropoda			Ocinebrellus	inornatus													marine		not confirmed														
162			rinse	Opeas pumilum	Opeas pumilum		Animalia	Mollusca	Gastropoda			Opeas	pumilum													terrestrial		not confirmed														
162			rinse	Ostrea angasi	Ostrea angasi		Animalia	Mollusca	Bivalvia			Ostrea	angasi													marine		not confirmed														
162			rinse	Ostrea denselamellosa	Ostrea denselamellosa		Animalia	Mollusca	Bivalvia			Ostrea	denselamellosa													marine		present														
162			rinse	Ostrea edulis	Ostrea edulis		Animalia	Mollusca	Bivalvia			Ostrea	edulis													marine		native														
162			rinse	Ostrea puelchana	Ostrea puelchana		Animalia	Mollusca	Bivalvia			Ostrea	puelchana													marine		not confirmed														
162			rinse	Oxychilus draparnaudi	Oxychilus draparnaudi		Animalia	Mollusca	Gastropoda			Oxychilus	draparnaudi													terrestrial		present/native														
162			rinse	Oxychilus navarricus	Oxychilus navarricus		Animalia	Mollusca	Gastropoda			Oxychilus	navarricus													terrestrial		present/native														
162			rinse	Paralaoma servilis	Paralaoma servilis		Animalia	Mollusca	Gastropoda			Paralaoma	servilis													terrestrial		not confirmed														
162			rinse	Patinopecten yessoensis	Patinopecten yessoensis		Animalia	Mollusca	Bivalvia			Patinopecten	yessoensis													marine		not confirmed														
162			rinse	Pecten maximus	Pecten maximus		Animalia	Mollusca	Bivalvia			Pecten	maximus													marine		present/native														
162			rinse	Petricola pholadiformis	Petricola pholadiformis		Animalia	Mollusca	Bivalvia			Petricola	pholadiformis													marine		present														
162			rinse	Physa sp.	Physa sp.		Animalia	Mollusca	Gastropoda			Physa	sp.													terrestrial		not confirmed														
162			rinse	Physella acuta	Physella acuta		Animalia	Mollusca	Gastropoda			Physella	acuta													freshwater		present														
162			rinse	Physella gyrina	Physella gyrina		Animalia	Mollusca	Gastropoda			Physella	gyrina													freshwater		not confirmed														
162			rinse	Pinctada radiata	Pinctada radiata		Animalia	Mollusca	Bivalvia			Pinctada	radiata													marine		not confirmed														
162			rinse	Potamopyrgus antipodarum	Potamopyrgus antipodarum		Animalia	Mollusca	Gastropoda			Potamopyrgus	antipodarum													marine+freshwater		present														
162			rinse	Psiloteredo megotara	Psiloteredo megotara		Animalia	Mollusca	Bivalvia			Psiloteredo	megotara													marine		present/native														
162			rinse	Pteria colymbus	Pteria colymbus		Animalia	Mollusca	Bivalvia			Pteria	colymbus													marine		not confirmed														
162			rinse	Pteropurpura inornata	Pteropurpura inornata		Animalia	Mollusca	Gastropoda			Pteropurpura	inornata													marine		not confirmed														
162			rinse	Rangia cuneata	Rangia cuneata		Animalia	Mollusca	Bivalvia			Rangia	cuneata													marine+freshwater		present														
162			rinse	Rapana venosa	Rapana venosa		Animalia	Mollusca	Gastropoda			Rapana	venosa													marine		present														
162			rinse	Selenochlamys ysbryda	Selenochlamys ysbryda		Animalia	Mollusca	Gastropoda			Selenochlamys	ysbryda													terrestrial		not confirmed														
162			rinse	Spisula solidissima	Spisula solidissima		Animalia	Mollusca	Bivalvia			Spisula	solidissima													marine		not confirmed														
162			rinse	Tandonia budapestensis	Tandonia budapestensis		Animalia	Mollusca	Gastropoda			Tandonia	budapestensis													terrestrial		present/native														
162			rinse	Tandonia rustica	Tandonia rustica		Animalia	Mollusca	Gastropoda			Tandonia	rustica													terrestrial		not confirmed														
162			rinse	Tandonia sowerbyi	Tandonia sowerbyi		Animalia	Mollusca	Gastropoda			Tandonia	sowerbyi													terrestrial		present														
162			rinse	Tapes philippinarum	Tapes philippinarum		Animalia	Mollusca	Bivalvia			Tapes	philippinarum													marine		present														
162			rinse	Teredo navalis	Teredo navalis		Animalia	Mollusca	Bivalvia			Teredo	navalis													marine		present														
162			rinse	Testacella haliotidea	Testacella haliotidea		Animalia	Mollusca	Gastropoda			Testacella	haliotidea													terrestrial		present														
162			rinse	Testacella maugei	Testacella maugei		Animalia	Mollusca	Gastropoda			Testacella	maugei													terrestrial		not confirmed														
162			rinse	Testacella scutulum	Testacella scutulum		Animalia	Mollusca	Gastropoda			Testacella	scutulum													terrestrial		not confirmed														
162			rinse	Theba pisana	Theba pisana		Animalia	Mollusca	Gastropoda			Theba	pisana													terrestrial		present														
162			rinse	Tiostrea chilensis	Tiostrea chilensis		Animalia	Mollusca	Bivalvia			Tiostrea	chilensis													marine		not confirmed														
162			rinse	Tiostrea lutaria	Tiostrea lutaria		Animalia	Mollusca	Bivalvia			Tiostrea	lutaria													marine		not confirmed														
162			rinse	Trochoidea elegans	Trochoidea elegans		Animalia	Mollusca	Gastropoda			Trochoidea	elegans													terrestrial		present/native														
162			rinse	Urosalpinx cinerea	Urosalpinx cinerea		Animalia	Mollusca	Gastropoda			Urosalpinx	cinerea													marine+freshwater		present														
162			rinse	Viviparus acerosus	Viviparus acerosus		Animalia	Mollusca	Gastropoda			Viviparus	acerosus													freshwater		not confirmed														
162			rinse	Xenostrobus securis	Xenostrobus securis		Animalia	Mollusca	Bivalvia			Xenostrobus	securis													marine		not confirmed														
162			rinse	Xeropicta derbentina	Xeropicta derbentina		Animalia	Mollusca	Gastropoda			Xeropicta	derbentina													terrestrial		not confirmed														
162			rinse	Xerosecta cespitum	Xerosecta cespitum		Animalia	Mollusca	Gastropoda			Xerosecta	cespitum													terrestrial		present														
162			rinse	Xerotricha apicina	Xerotricha apicina		Animalia	Mollusca	Gastropoda			Xerotricha	apicina													terrestrial		not confirmed														
162			rinse	Anguillicola crassus	Anguillicola crassus		Animalia	Nematoda	Secernentea			Anguillicola	crassus													marine+freshwater		present														
162			rinse	Bursaphelenchus xylophilus	Bursaphelenchus xylophilus		Animalia	Nematoda	Secernentea			Bursaphelenchus	xylophilus													terrestrial		not confirmed														
162			rinse	Cactodera cacti	Cactodera cacti		Animalia	Nematoda	Secernentea			Cactodera	cacti													terrestrial		not confirmed														
162			rinse	Cooperia curticei	Cooperia curticei		Animalia	Nematoda	Secernentea			Cooperia	curticei													terrestrial		not confirmed														
162			rinse	Deladenus durus	Deladenus durus		Animalia	Nematoda	Secernentea			Deladenus	durus													terrestrial		present														
162			rinse	Ditylenchus destructor	Ditylenchus destructor		Animalia	Nematoda	Tylenchoidea			Ditylenchus	destructor													terrestrial		present														
162			rinse	Ditylenchus dipsaci	Ditylenchus dipsaci		Animalia	Nematoda	Tylenchoidea			Ditylenchus	dipsaci													terrestrial		present														
162			rinse	Globodera pallida	Globodera pallida		Animalia	Nematoda	Secernentea			Globodera	pallida													terrestrial		present														
162			rinse	Globodera rostochiensis	Globodera rostochiensis		Animalia	Nematoda	Secernentea			Globodera	rostochiensis													terrestrial		present														
162			rinse	Heterodera avenae	Heterodera avenae		Animalia	Nematoda	Secernentea			Heterodera	avenae													terrestrial		not confirmed														
162			rinse	Heterodera fici	Heterodera fici		Animalia	Nematoda	Secernentea			Heterodera	fici													terrestrial		not confirmed														
162			rinse	Heterodera schachtii	Heterodera schachtii		Animalia	Nematoda	Secernentea			Heterodera	schachtii													terrestrial		not confirmed														
162			rinse	Meloidogyne arenaria	Meloidogyne arenaria		Animalia	Nematoda	Secernentea			Meloidogyne	arenaria													terrestrial		present														
162			rinse	Meloidogyne chitwoodi	Meloidogyne chitwoodi		Animalia	Nematoda	Secernentea			Meloidogyne	chitwoodi													terrestrial		present														
162			rinse	Meloidogyne fallax	Meloidogyne fallax		Animalia	Nematoda	Secernentea			Meloidogyne	fallax													terrestrial		present														
162			rinse	Meloidogyne hapla	Meloidogyne hapla		Animalia	Nematoda	Secernentea			Meloidogyne	hapla													terrestrial		present														
162			rinse	Meloidogyne incognita	Meloidogyne incognita		Animalia	Nematoda	Secernentea			Meloidogyne	incognita													terrestrial		not confirmed														
162			rinse	Ostertagia mossi	Ostertagia mossi		Animalia	Nematoda	Chromadorea			Ostertagia	mossi													terrestrial		not confirmed														
162			rinse	Paralongidorus maximus	Paralongidorus maximus		Animalia	Nematoda	Adenophorea			Paralongidorus	maximus													freshwater		not confirmed														
162			rinse	Paratrichodorus renifer	Paratrichodorus renifer		Animalia	Nematoda	Adenophorea			Paratrichodorus	renifer													terrestrial		not confirmed														
162			rinse	Philometroides sanguinea	Philometroides sanguinea		Animalia	Nematoda	Secernentea			Philometroides	sanguinea													freshwater		not confirmed														
162			rinse	Pratylenchus bolivianus	Pratylenchus bolivianus		Animalia	Nematoda	Adenophorea			Pratylenchus	bolivianus													terrestrial		not confirmed														
162			rinse	Pratylenchus vulnus	Pratylenchus vulnus		Animalia	Nematoda	Adenophorea			Pratylenchus	vulnus													terrestrial		not confirmed														
162			rinse	Radopholus similis	Radopholus similis		Animalia	Nematoda	Chromadorea			Radopholus	similis													terrestrial		present														
162			rinse	Spiculopteragia asymmetrica	Spiculopteragia asymmetrica		Animalia	Nematoda	Secernentea			Spiculopteragia	asymmetrica													terrestrial		not confirmed														
162			rinse	Tylenchorhynchus claytoni	Tylenchorhynchus claytoni		Animalia	Nematoda	Secernentea			Tylenchorhynchus	claytoni													terrestrial		not confirmed														
162			rinse	Xiphinema coxi	Xiphinema coxi		Animalia	Nematoda	Adenophorea			Xiphinema	coxi													freshwater		not confirmed														
162			rinse	Xiphinema diversicaudatum	Xiphinema diversicaudatum		Animalia	Nematoda	Adenophorea			Xiphinema	diversicaudatum													terrestrial		present														
162			rinse	Xiphinema index	Xiphinema index		Animalia	Nematoda	Adenophorea			Xiphinema	index													terrestrial		not confirmed														
162			rinse	Xiphinema italiae	Xiphinema italiae		Animalia	Nematoda	Adenophorea			Xiphinema	italiae													terrestrial		not confirmed														
162			rinse	Xiphinema pachtaicum	Xiphinema pachtaicum		Animalia	Nematoda	Adenophorea			Xiphinema	pachtaicum													freshwater		not confirmed														
162			rinse	Xiphinema rivesi	Xiphinema rivesi		Animalia	Nematoda	Adenophorea			Xiphinema	rivesi													terrestrial		not confirmed														
162			rinse	Xiphinema rivesi	Xiphinema rivesi		Animalia	Nematoda	Adenophorea			Xiphinema	rivesi													terrestrial		not confirmed														
162			rinse	Xiphinema vuittenezi	Xiphinema vuittenezi		Animalia	Nematoda	Adenophorea			Xiphinema	vuittenezi													freshwater		not confirmed														
162			rinse	Antiponemertes pantini	Antiponemertes pantini		Animalia	Nemertea	Enopla			Antiponemertes	pantini													terrestrial		not confirmed														
162			rinse	Argonemertes dendyi	Argonemertes dendyi		Animalia	Nemertea	Enopla			Argonemertes	dendyi													terrestrial		not confirmed														
162			rinse	Abies alba	Abies alba		Plantae	Pinophyta	Pinopsida			Abies	alba													terrestrial		native														
162			rinse	Abies balsamea	Abies balsamea		Plantae	Pinophyta	Pinopsida			Abies	balsamea													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Abies cephalonica	Abies cephalonica		Plantae	Pinophyta	Pinopsida			Abies	cephalonica													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Abies concolor	Abies concolor		Plantae	Pinophyta	Pinopsida			Abies	concolor													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Abies grandis	Abies grandis		Plantae	Pinophyta	Pinopsida			Abies	grandis													terrestrial		present														
162			rinse	Abies lasiocarpa	Abies lasiocarpa		Plantae	Pinophyta	Pinopsida			Abies	lasiocarpa													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Abies nordmanniana	Abies nordmanniana		Plantae	Pinophyta	Pinopsida			Abies	nordmanniana													terrestrial		present														
162			rinse	Abies pinsapo	Abies pinsapo		Plantae	Pinophyta	Pinopsida			Abies	pinsapo													terrestrial		not confirmed														
162			rinse	Abies procera	Abies procera		Plantae	Pinophyta	Pinopsida			Abies	procera													terrestrial		not confirmed														
162			rinse	Abies veitchii	Abies veitchii		Plantae	Pinophyta	Pinopsida			Abies	veitchii													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Araucaria araucana	Araucaria araucana		Plantae	Pinophyta	Pinopsida			Araucaria	araucana													terrestrial		not confirmed														
162			rinse	Cedrus atlantica	Cedrus atlantica		Plantae	Pinophyta	Pinopsida			Cedrus	atlantica													terrestrial		not confirmed														
162			rinse	Cedrus deodara	Cedrus deodara		Plantae	Pinophyta	Pinopsida			Cedrus	deodara													terrestrial		not confirmed														
162			rinse	Cedrus libani	Cedrus libani		Plantae	Pinophyta	Pinopsida			Cedrus	libani													terrestrial		not confirmed														
162			rinse	Cephalotaxus fortunei	Cephalotaxus fortunei		Plantae	Pinophyta	Pinopsida			Cephalotaxus	fortunei													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Chamaecyparis lawsoniana	Chamaecyparis lawsoniana		Plantae	Pinophyta	Pinopsida			Chamaecyparis	lawsoniana													terrestrial		present														
162			rinse	Chamaecyparis nootkatensis	Chamaecyparis nootkatensis		Plantae	Pinophyta	Pinopsida			Chamaecyparis	nootkatensis													terrestrial		not confirmed														
162			rinse	Chamaecyparis pisifera	Chamaecyparis pisifera		Plantae	Pinophyta	Pinopsida			Chamaecyparis	pisifera													terrestrial		present														
162			rinse	Chamaecyparis thyoides	Chamaecyparis thyoides		Plantae	Pinophyta	Pinopsida			Chamaecyparis	thyoides													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Cryptomeria japonica	Cryptomeria japonica		Plantae	Pinophyta	Pinopsida			Cryptomeria	japonica													terrestrial		present														
162			rinse	Cupressus arizonica	Cupressus arizonica		Plantae	Pinophyta	Pinopsida			Cupressus	arizonica													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Cupressus goveniana	Cupressus goveniana		Plantae	Pinophyta	Pinopsida			Cupressus	goveniana													terrestrial		not confirmed														data based solely on DAISIE portal
162			rinse	Cupressus macrocarpa	Cupressus macrocarpa		Plantae	Pinophyta	Pinopsida			Cupressus	macrocarpa													terrestrial		not confirmed														
