Phylum/Division;Class;Genus;Species;Great Britain;France;Belgium;Netherlands;Environment;Notes;;;
Chordata;Aves;Branta;hutchinsii;present;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Branta;leucopsis;present;present;present;present;freshwater+terrestrial+marine;;;;
Chordata;Aves;Branta;ruficollis;present/native;present/native;present/native;present/native;freshwater+terrestrial+marine;;;;
Chordata;Aves;Branta;sandvicensis;present;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Bubo;africanus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Bubo;bubo;present;present;present;present;terrestrial;;;;
Chordata;Aves;Bubo;virginianus;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Bubulcus;ibis;present;present;present;present;terrestrial;;;;
Chordata;Aves;Bucanetes;githagineus;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Bucephala;albeola;present/native;present/native;present/native;present/native;freshwater+terrestrial+marine;;;;
Chordata;Aves;Bucephala;islandica;present/native;native;not confirmed;not confirmed;freshwater+terrestrial+marine;;;;
Chordata;Aves;Bucorvus;leadbeateri;not confirmed;not confirmed;present;present;terrestrial;;;;
Chordata;Amphibia;Bufo;marinus;not confirmed;not confirmed;present;not confirmed;freshwater+terrestrial;;;;
Chordata;Aves;Burhinus;superciliaris;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Buteo;auguralis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Aves;Buteo;jamaicensis;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Buteo;lineatus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Cacatua;galerita;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Cacatua;goffiniana;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Cairina;moschata;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Callipepla;californica;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Callonetta;leucophrys;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Mammalia;Callosciurus;erythraeus;not confirmed;present;present;present;terrestrial;;;;
Chordata;Mammalia;Callosciurus;prevostii;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Mammalia;Capra;hircus;present;present;present;present;terrestrial;;;;
Chordata;Mammalia;Capra;ibex;extinct;native;not confirmed;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Carassius;auratus;present;present;present;present;freshwater;;;;
Chordata;Actinopterygii;Carassius;carassius;present;present;present/extinct;present;freshwater;;;;
Chordata;Actinopterygii;Carassius;gibelio;not confirmed;present;present;present;freshwater;;;;
Chordata;Aves;Cardinalis;cardinalis;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Carduelis;spinoides;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Aves;Carduelis;tristis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Carpodacus;mexicanus;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Carpodacus;roseus;present;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Mammalia;Castor;canadensis;extinct;extinct;present;not confirmed;freshwater+terrestrial;;;;
Chordata;Aves;Cathartes;aura;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Actinopterygii;Catostomus;commersoni;extinct;not confirmed;not confirmed;not confirmed;freshwater;;;;
Chordata;Aves;Catreus;wallichii;extinct;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Cavia;porcellus;extinct;present;present;present;terrestrial;;;;
Chordata;Aves;Cereopsis;novaehollandiae;present;not confirmed;present;present;freshwater+terrestrial+marine;;;;
Chordata;Mammalia;Cervus;canadensis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Cervus;nippon;present;present;present;present;terrestrial;;;;
Chordata;Mammalia;Cervus;porcinus;not confirmed;extinct;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Ceryle;rudis;not confirmed;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Reptilia;Chelydra;serpentina;present;not confirmed;not confirmed;present;freshwater+terrestrial;;;;
Chordata;Aves;Chenonetta;jubata;present;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Chionis;alba;present;not confirmed;not confirmed;not confirmed;terrestrial+marine;;;;
Chordata;Aves;Chloephaga;melanoptera;present;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Chloephaga;picta;present;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Actinopterygii;Chondrostoma;nasus;not confirmed;present;present/native;present;freshwater;;;;
Chordata;Aves;Chrysolophus;amherstiae;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Chrysolophus;pictus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Chrysomus;icterocephalus;not confirmed;present;present;present;terrestrial;;;;
Chordata;Aves;Ciconia;abdimii;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Ciconia;boyciana;not confirmed;not confirmed;not confirmed;present;freshwater+terrestrial;;;;
Chordata;Aves;Ciconia;nigra;present;present;present;present;terrestrial;;;;
Chordata;Aves;Cinnyricinclus;leucogaster;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Actinopterygii;Clarias;batrachus;extinct;not confirmed;not confirmed;not confirmed;freshwater;;;;
Chordata;Actinopterygii;Clarias;gariepinus;not confirmed;present;present;present;freshwater;;;;
Chordata;Aves;Colaptes;auratus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Colinus;virginianus;not confirmed;present;present;not confirmed;terrestrial;;;;
Chordata;Aves;Columba;livia;present;present;present;present;terrestrial;;;;
Chordata;Aves;Columbina;cruziana;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Copsychus;saularis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Coracias;abyssinicus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Aves;Coracias;benghalensis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Coracias;caudatus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Coragyps;atratus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Coregonus;albula;present;present;not confirmed;present;freshwater;;;;
Chordata;Actinopterygii;Coregonus;clupeaformis;present/extinct;present;not confirmed;present;freshwater;;;;
Chordata;Actinopterygii;Coregonus;lavaretus;present/native;native;present/native/extinct;present/native;freshwater;;;;
Chordata;Actinopterygii;Coregonus;nasus;not confirmed;not confirmed;present/not confirmed;not confirmed;freshwater;;;;
Chordata;Actinopterygii;Coregonus;peled;not confirmed;present;present/extinct;not confirmed;freshwater;;;;
Chordata;Ascidiacea;Corella;eumyota;present;present;not confirmed;present;marine;;;;
Chordata;Aves;Corvus;albicollis;not confirmed;present;not confirmed;present;terrestrial;;;;
Chordata;Aves;Corvus;albus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Aves;Corvus;splendens;present;present;present;present;terrestrial;;;;
Chordata;Aves;Coscoroba;coscoroba;present;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Cotinga;cayana;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Coturnix;japonica;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Crithagra;mozambica;not confirmed;not confirmed;present;present;terrestrial;;;;
Chordata;Mammalia;Crocidura;suaveolens;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Crossoptilon;auritum;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Ctenopharyngodon;idella;present;present;present;present;freshwater;;;;
Chordata;Aves;Cyanochen;cyanoptera;present;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Cyanocitta;cristata;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Cyanoliseus;patagonus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Cyanopica;cooki;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Cyanoramphus;novaezelandiae;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Cygnus;atratus;present;present;present;present;freshwater+terrestrial+marine;;;;
Chordata;Aves;Cygnus;buccinator;present;not confirmed;present;not confirmed;freshwater+terrestrial+marine;;;;
Chordata;Aves;Cygnus;cygnus;present/native;native;native;native;freshwater+terrestrial;;;;
Chordata;Aves;Cygnus;melanocoryphus;present;not confirmed;present;present;freshwater+terrestrial+marine;;;;
Chordata;Aves;Cygnus;olor;present/native;present/native;present/native;present/native;freshwater+terrestrial+marine;;;;
Chordata;Mammalia;Cynomys;ludovicianus;present/extinct;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Actinopterygii;Cyprinella;lutrensis;present;not confirmed;not confirmed;not confirmed;freshwater;;;;
Chordata;Actinopterygii;Cyprinus;carpio;present;present;present;present;freshwater;;;;
Chordata;Aves;Dacelo;novaeguineae;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Mammalia;Dama;dama;present;present;present;present;terrestrial;;;;
Chordata;Aves;Dendrocygna;arborea;present;not confirmed;not confirmed;present;freshwater+terrestrial+marine;;;;
Chordata;Aves;Dendrocygna;arcuata;not confirmed;not confirmed;present;not confirmed;freshwater+terrestrial+marine;;;;
Chordata;Aves;Dendrocygna;autumnalis;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Dendrocygna;bicolor;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Dendrocygna;guttata;present;not confirmed;not confirmed;present;freshwater+terrestrial;;;;
Chordata;Aves;Dendrocygna;javanica;present;not confirmed;not confirmed;not confirmed;freshwater+terrestrial+marine;;;;
Chordata;Aves;Dendrocygna;viduata;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Dendroica;striata;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Ascidiacea;Didemnum;vexillum;present;present;not confirmed;present;marine;;;;
Chordata;Ascidiacea;Diplosoma;listerianum;present;present;present;present;marine;;;;
Chordata;Amphibia;Discoglossus;pictus;not confirmed;present;not confirmed;not confirmed;freshwater;;;;
Chordata;Aves;Diuca;diuca;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Dromaius;novaehollandiae;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Dryocopus;martius;present;present;present;present;terrestrial;;;;
Chordata;Aves;Eclectus;roratus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Elanoides;forficatus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Reptilia;Elaphe;schrenckii;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Mammalia;Eliomys;quercinus;present/extinct;native;native;native;terrestrial;;;;
Chordata;Aves;Emberiza;bruniceps;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Emberiza;cioides;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Emberiza;hortulana;present;present;present;present;terrestrial;;;;
Chordata;Aves;Emberiza;melanocephala;present;present;not confirmed;present;terrestrial;;;;
Chordata;Aves;Emberiza;rutila;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Emberiza;sahari;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Emberiza;spodocephala;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Reptilia;Emys;orbicularis;not confirmed;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Eolophus;roseicapilla;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Eophona;migratoria;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Eophona;personata;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Erythrura;gouldiae;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Estrilda;astrild;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Estrilda;caerulescens;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Estrilda;rhodopyga;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Estrilda;troglodytes;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Eudocimus;albus;not confirmed;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Eudocimus;ruber;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Euphagus;carolinensis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Euplectes;afer;not confirmed;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Euplectes;albonotatus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Euplectes;diadematus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Euplectes;franciscanus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Euplectes;hordeaceus;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Euplectes;orix;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Euplectes;progne;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Excalfactoria;chinensis;not confirmed;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Falco;biarmicus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Falco;cherrug;present;present;present;present;terrestrial;;;;
Chordata;Aves;Falco;jugger;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Falco;mexicanus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Falco;pelegrinoides;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Falco;rusticolus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Falco;sparverius;present;not confirmed;present;present;terrestrial;;;;
Chordata;Mammalia;Felis;bengalensis;extinct;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Felis;catus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Ficedula;mugimaki;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Ficedula;strophiata;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Gallus;gallus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Gambusia;affinis;not confirmed;present;not confirmed;not confirmed;freshwater;;;;
Chordata;Actinopterygii;Gambusia;holbrooki;not confirmed;present;not confirmed;not confirmed;freshwater;;;;
Chordata;Aves;Garrulax;albogularis;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Garrulax;poecilorhynchus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Mammalia;Genetta;genetta;not confirmed;present;present;present;terrestrial;;;;
Chordata;Aves;Geopelia;cuneata;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Geopelia;striata;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Geophaps;lophotes;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Glaucomys;sp.;extinct;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Glis;glis;present;present;present;present/native;terrestrial;;;;
Chordata;Aves;Gracula;religiosa;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Gracupica;nigricollis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Reptilia;Graptemys;pseudogeographica;not confirmed;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Grus;antigone;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Grus;japonensis;not confirmed;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Grus;vipio;not confirmed;not confirmed;present;present;terrestrial;;;;
Chordata;Actinopterygii;Gymnocephalus;cernuus;present/native;present;present/native;present;freshwater;;;;
Chordata;Aves;Gyps;bengalensis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Gyps;fulvus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Gyps;rueppellii;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Haliaeetus;leucocephalus;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Haliaeetus;leucoryphus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Haliaeetus;pelagicus;not confirmed;not confirmed;not confirmed;present;terrestrial+marine;;;;
Chordata;Mammalia;Hemitragus;jemlahicus;extinct;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Heteronetta;atricapilla;present;not confirmed;not confirmed;not confirmed;freshwater+terrestrial;;;;
Chordata;Aves;Himantopus;mexicanus;not confirmed;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Hoplopterus;armatus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Hoplopterus;spinosus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Hucho;hucho;present/extinct;present;present/extinct;not confirmed;freshwater;;;;
Chordata;Actinopterygii;Huso;huso;not confirmed;not confirmed;not confirmed;present;marine+freshwater;;;;
Chordata;Mammalia;Hydrochaeris;hydrochaeris;extinct;not confirmed;present;present;terrestrial;;;;
Chordata;Mammalia;Hydropotes;inermis;present;present/extinct;not confirmed;not confirmed;terrestrial;;;;
Chordata;Amphibia;Hyla;arborea;present/extinct;present;present;present;freshwater+terrestrial;;;;
Chordata;Amphibia;Hyla;meridionalis;not confirmed;present;not confirmed;present;freshwater+terrestrial;;;;
Chordata;Actinopterygii;Hypophthalmichthys;molitrix;present;present;present;present;freshwater;;;;
Chordata;Actinopterygii;Hypophthalmichthys;nobilis;present;present;present;present;freshwater;;;;
Chordata;Actinopterygii;Hypostomus;plecostomus;present;not confirmed;not confirmed;not confirmed;freshwater;;;;
Chordata;Mammalia;Hystrix;brachyura;extinct;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Hystrix;cristata;extinct;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Ictalurus;punctatus;present;present;present;not confirmed;freshwater;;;;
Chordata;Aves;Icterus;galbula;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Iduna;rama;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Aves;Ixobrychus;sinensis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Junco;hyemalis;present;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Mammalia;Kobus;leche;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Reptilia;Lacerta;bilineata;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Reptilia;Lacerta;viridis;present/extinct;present;present;not confirmed;terrestrial;;;;
Chordata;Aves;Lamprotornis;caudatus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lamprotornis;chalybaeus;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lamprotornis;purpureus;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Lamprotornis;splendidus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lamprotornis;superbus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lanius;meridionalis;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Larus;cirrocephalus;present;not confirmed;not confirmed;not confirmed;freshwater+terrestrial;;;;
Chordata;Aves;Larus;novaehollandiae;present;not confirmed;not confirmed;not confirmed;freshwater+terrestrial;;;;
Chordata;Aves;Leiothrix;lutea;present;present;present;present;terrestrial;;;;
Chordata;Actinopterygii;Lepomis;gibbosus;present;present;present;present;freshwater;;;;
Chordata;Aves;Leptoptilos;crumeniferus;present;not confirmed;present;present;terrestrial;;;;
Chordata;Mammalia;Lepus;californicus;extinct;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Lepus;granatensis;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Leucaspius;delineatus;present;present;present/native;present;freshwater;;;;
Chordata;Actinopterygii;Leuciscus;idus;present;present;present/native;present;freshwater;;;;
Chordata;Amphibia;Lithobates;catesbeianus;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Amphibia;Litoria;ewingi;present/extinct;not confirmed;not confirmed;not confirmed;freshwater+terrestrial;;;;
Chordata;Aves;Lonchura;cucullata;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Lonchura;domestica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Aves;Lonchura;maja;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Lonchura;malabarica;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Lonchura;malacca;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lonchura;oryzivora;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lonchura;punctulata;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Lonchura;striata;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lophodytes;cucullatus;present/native;not confirmed;present/native;not confirmed;freshwater+terrestrial+marine;;;;
Chordata;Aves;Lophonetta;specularoides;present;not confirmed;not confirmed;not confirmed;freshwater+terrestrial+marine;;;;
Chordata;Aves;Lophura;ignita;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lophura;leucomelanos;not confirmed;present;not confirmed;present;terrestrial;;;;
Chordata;Aves;Lophura;nycthemera;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Lophura;swinhoii;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Reptilia;Macrochelys;temminckii;present;not confirmed;not confirmed;not confirmed;freshwater+terrestrial;;;;
Chordata;Mammalia;Macropus;rufogriseus;present;present;not confirmed;present;terrestrial;;;;
Chordata;Aves;Malacorhynchus;membranaceus;not confirmed;not confirmed;not confirmed;present;freshwater+terrestrial;;;;
Chordata;Aves;Marmaronetta;angustirostris;present;present;present;not confirmed;freshwater+terrestrial+marine;;;;
Chordata;Reptilia;Mauremys;leprosa;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Actinopterygii;Maylandia;sp.;present/extinct;not confirmed;not confirmed;not confirmed;freshwater;;;;
Chordata;Aves;Meleagris;gallopavo;present;not confirmed;present;present;terrestrial;;;;
Chordata;Aves;Melopsittacus;undulatus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Melospiza;melodia;present;not confirmed;present;present;terrestrial;;;;
Chordata;Mammalia;Mephitis;macroura;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Mammalia;Mephitis;mephitis;present/extinct;not confirmed;present;present;terrestrial;;;;
Chordata;Mammalia;Meriones;unguiculatus;present/extinct;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Aves;Merops;bullockoides;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Merops;philippinus;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Mesocricetus;auratus;extinct;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Amphibia;Mesotriton;alpestris;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Ascidiacea;Microcosmus;squamiger;not confirmed;present;not confirmed;not confirmed;marine;;;;
Chordata;Actinopterygii;Micropogonias;undulatus;not confirmed;present;present;present;marine+freshwater;;;;
Chordata;Actinopterygii;Micropterus;dolomieui;present/extinct;present;present/extinct;present;freshwater;;;;
Chordata;Actinopterygii;Micropterus;salmoides;present/extinct;present;present/extinct;present;freshwater;;;;
Chordata;Aves;Milvago;chimango;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Milvus;migrans;present;present;present;present;terrestrial;;;;
Chordata;Aves;Mimus;polyglottos;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Minla;ignotincta;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Actinopterygii;Misgurnus;anguillicaudatus;extinct;not confirmed;not confirmed;present;freshwater;;;;
Chordata;Actinopterygii;Misgurnus;fossilis;present;present;present/native;present;freshwater;;;;
Chordata;Actinopterygii;Misgurnus;mizolepis;present/extinct;not confirmed;not confirmed;present;freshwater;;;;
Chordata;Ascidiacea;Molgula;manhattensis;present;present;present;present;marine;;;;
Chordata;Aves;Monticola;solitarius;present;present;not confirmed;present;terrestrial;;;;
Chordata;Aves;Montifringilla;nivalis;present;present;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Muntiacus;muntjak;extinct;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Muntiacus;reevesi;present;extinct;present;present;terrestrial;;;;
Chordata;Mammalia;Mus;musculus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Muscicapa;dauurica;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Muscicapa;thalassina;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Mammalia;Mustela;furo;present;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Mammalia;Mustela;lutreola;not confirmed;present;not confirmed;not confirmed;freshwater+terrestrial;;;;
Chordata;Mammalia;Mustela;vison;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Mycteria;ibis;not confirmed;not confirmed;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Myiopsitta;monachus;present;present;present;present;terrestrial;;;;
Chordata;Mammalia;Myocastor;coypus;extinct;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Nandayus;nenday;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Mammalia;Nasua;nasua;present/extinct;not confirmed;present;not confirmed;terrestrial;;;;
Chordata;Reptilia;Natrix;tessellata;not confirmed;present;present;not confirmed;terrestrial;;;;
Chordata;Aves;Necrosyrtes;monachus;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Nectarinia;senegalensis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Nectarinia;venusta;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Chordata;Aves;Neochen;jubata;present;not confirmed;not confirmed;not confirmed;freshwater+terrestrial;;;;
Chordata;Actinopterygii;Neogobius;fluviatilis;not confirmed;present;not confirmed;present;marine+freshwater;;;;
Chordata;Actinopterygii;Neogobius;kessleri;not confirmed;not confirmed;present;present;marine+freshwater;;;;
Chordata;Actinopterygii;Neogobius;melanostomus;not confirmed;not confirmed;present;present;marine+freshwater;;;;
Chordata;Aves;Neophema;pulchella;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Chordata;Aves;Neophron;percnopterus;present;present;present;present;terrestrial;;;;
Chordata;Aves;Netta;peposaca;present;present;present;present;freshwater+terrestrial;;;;
Chordata;Aves;Netta;rufina;present/native;native;native;present/native;freshwater+terrestrial;;;;
Chordata;Aves;Nettapus;auritus;present;not confirmed;present;not confirmed;freshwater+terrestrial;;;;
