Phylum/Division;Class;Genus;Species;Great Britain;France;Belgium;Netherlands;Environment;Notes;;;
Angiospermae;Monocotyledoneae;Juncus;pallidus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Juncus;radula;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Juncus;subsecundus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Juncus;subulatus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Juncus;tenuis;present;present;present;present;terrestrial;;;;
Angiospermae;;Kalanchoe;tubiflora;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Kalmia;angustifolia;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kalmia;latifolia;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kalmia;polifolia;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kerria;japonica;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kickxia;elatine;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kickxia;lanigera;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Kickxia;spuria;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kitaibela;vitifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Knautia;degenii;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Knautia;integrifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Kniphofia;uvaria;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kniphofia;x praecox;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kochia;scoparia;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Koelreuteria;paniculata;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Kundmannia;sicula;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Laburnum;alpinum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Laburnum;anagyroides;present;present;present;present;terrestrial;;;;
Angiospermae;;Laburnum;x watereri;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lactuca;sativa;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lactuca;serriola;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lactuca;tatarica;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lactuca;virosa;not confirmed;not confirmed;present;present;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lagarosiphon;major;present;present;present;present;freshwater;;;;
Angiospermae;;Lagoecia;cuminoides;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Lagurus;ovatus;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lallemantia;iberica;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Lamarckia;aurea;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lamiastrum;galeobdolon;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lamiastrum;galeobdolon argentatum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lamium;album;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lamium;amplexicaule;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lamium;garganicum garganicum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lamium;hybridum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lamium;maculatum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lamium;purpureum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lampranthus;deltoides;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lampranthus;falciformis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lampranthus;roseus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lampranthus;spectabilis;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Laportea;aestuans;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Lappula;marginata;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Lappula;squarrosa;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lapsana;communis intermedia;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathraea;clandestina;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;angulatus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;annuus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;cicera;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;clymenum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;grandiflorus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;heterophyllus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;hirsutus;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;inconspicuus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;latifolius;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;niger;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;ochrus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;odoratus;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;sativus;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;sphaericus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;tingitanus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Lathyrus;tuberosus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lathyrus;vernus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Laurus;nobilis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lavandula;angustifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lavandula;dentata;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Lavandula;x intermedia;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lavatera;cretica;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lavatera;maroccana;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lavatera;plebeia;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lavatera;punctata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lavatera;thuringiaca;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lavatera;trimestris;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Ledum;palustre;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Legousia;hybrida;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Legousia;pentagonia;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Legousia;speculum-veneris;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lembotropis;nigricans;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Lemna;aequinoctialis;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lemna;minuta;present;present;present;present;freshwater;;;;
Angiospermae;Monocotyledoneae;Lemna;perpusilla;present;present;not confirmed;not confirmed;freshwater;;;;
Angiospermae;Monocotyledoneae;Lemna;turionifera;present;present;present;present;freshwater;;;;
Angiospermae;;Lens;culinaris;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lens;nigricans;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leontice;leontopetalum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Leonurus;cardiaca;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leonurus;cardiaca villosus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leonurus;japonicus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leonurus;marrubiastrum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Leonurus;sibiricus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;africanum;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;bonariense;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lepidium;campestre;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lepidium;densiflorum;not confirmed;not confirmed;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;densiflorum densiflorum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;desertorum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;draba;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;fasciculatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;graminifolium;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lepidium;heterophyllum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;hyssopifolium;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lepidium;latifolium;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;niloticum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;perfoliatum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lepidium;ruderale;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lepidium;sativum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lepidium;schinzii;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lepidium;virginicum;present;present;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lepidotheca;aurea;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;brachiata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;decipiens;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;divaricatissima;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;dubia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;fusca fascicularis;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;fusca uninervia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;parviflora;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptochloa;peacockii;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leptospermum;lanigerum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leptospermum;scoparium;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leucanthemella;serotina;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leucanthemum;paludosum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Leucanthemum;x superbum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leucojum;aestivum pulchellum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leucojum;vernum;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Levisticum;officinale;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leycesteria;formosa;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Leysera;tenella;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Libertia;formosa;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Ligularia;dentata;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Ligularia;przewalskii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Ligustrum;japonicum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Ligustrum;lucidum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Ligustrum;ovalifolium;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Ligustrum;sinense;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Lilium;candidum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Lilium;martagon;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lilium;pyrenaicum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Limnanthes;douglasii;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Limonium;gerberi;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Limonium;hyblaeum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Limonium;sinuatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linaria;angustissima;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linaria;arenaria;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;chalepensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linaria;genistifolia;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Linaria;genistifolia dalmatica;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;hirta;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linaria;incarnata;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;pelisseriana;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;purpurea;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;repens;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;simplex;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linaria;supina;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;triornithophora;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linaria;x cornubiensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;x dominii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linaria;x sepium;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lindernia;dubia;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lindernia;procumbens;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Linnaea;borealis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Linum;austriacum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linum;austriacum austriacum;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Linum;grandiflorum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Linum;usitatissimum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lippia;canescens;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Lippia;triphylla;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Liquidambar;styraciflua;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Liriodendron;tulipifera;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Lithospermum;arvense;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lobelia;erinus;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lobelia;siphilitica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lobularia;maritima;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Lolium;multiflorum;present;native;present;present;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lolium;persicum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lolium;remotum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Lolium;rigidum;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lolium;temulentum;present;native;present;present;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lolium;x boucheanum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lonicera;caprifolium;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lonicera;henryi;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lonicera;involucrata;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lonicera;japonica;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lonicera;nitida;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lonicera;pileata;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lonicera;sempervirens;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lonicera;tatarica;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lonicera;x italica;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lonicera;xylosteum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lopezia;coronata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lotus;angustissimus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lotus;conimbricensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lotus;corniculatus corniculatus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lotus;drepanocarpus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Lotus;maritimus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lotus;unifoliolatus unifoliolatus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Ludwigia;grandiflora;present;present;present;present;freshwater;;;;
Angiospermae;Magnoliopsida;Ludwigia;peploides;present;present;present;present;freshwater;;;;
Angiospermae;Eudicotyledoneae;Ludwigia;peploides montevidensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lunaria;annua;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lupinus;albus;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lupinus;angustifolius;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lupinus;arboreus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lupinus;arboreus x nootkatensis x polyphyllus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lupinus;luteus;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lupinus;polyphyllus;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lupinus;x pseudopolyphyllus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lupinus;x regalis;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Luzula;forsteri;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Luzula;luzuloides;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lychnis;chalcedonica;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lychnis;viscaria;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lycium;afrum;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lycium;barbarum;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Lycium;chinense;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Lycium;;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lycopersicon;esculentum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lycopus;exaltatus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lysichiton;americanus;present;present;present;present;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lysichiton;americanus x camtschatcensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Lysichiton;camtschatcensis;present;not confirmed;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Lysimachia;ciliata;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lysimachia;punctata;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lysimachia;terrestris;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lythrum;acutangulatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lythrum;hyssopifolium;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lythrum;junceum;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Lythrum;junceum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Lythrum;virgatum;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Macfadyena;unguis-cati;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Macleaya;cordata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Macleaya;x kewensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Maclura;pomifera;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Madia;sativa;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Magnolia;grandiflora;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Magnolia;liliiflora;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Magnolia;stellata;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Magnoliopsida;Mahonia;aquifolium;present;present;present;present;terrestrial;;;;
Angiospermae;Magnoliopsida;Mahonia;x decumbens;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malcolmia;africana;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Malcolmia;crenulata;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Malcolmia;laxa;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Malcolmia;maritima;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malcolmia;torulosa;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Malope;malacoides;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Malope;trifida;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Malus;domestica;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malus;pumila pumila;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
