taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	firstObservationYearBE	firstOservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
	rinse				Angiospermae				Geranium	nodosum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	phaeum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	platypetalum														terrestrial		not confirmed											
	rinse				Angiospermae				Geranium	pratense														terrestrial		present											
	rinse				Angiospermae				Geranium	psilostemon														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	purpureum														terrestrial		present											
	rinse				Angiospermae				Geranium	pyrenaicum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	rotundifolium														terrestrial		present											
	rinse				Angiospermae				Geranium	rubescens														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	sanguineum														terrestrial		present											
	rinse				Angiospermae				Geranium	submolle														terrestrial		not confirmed											
	rinse				Angiospermae				Geranium	sylvaticum														terrestrial		present											
	rinse				Angiospermae				Geranium	versicolor														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	x magnificum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	x monacense														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Geranium	x oxonianum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Geum	macrophyllum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Geum	quellyon														terrestrial		present											
	rinse				Angiospermae				Gilia	achilleifolia														terrestrial		present											
	rinse				Angiospermae				Gilia	capitata capitata														terrestrial		present											
	rinse				Angiospermae				Gilia	capitata mediomontana														terrestrial		present											
	rinse				Angiospermae				Gilia	tricolor														terrestrial		present											
	rinse				Angiospermae				Gladiolus	communis														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Gladiolus	imbricatus														terrestrial		not confirmed											
	rinse				Angiospermae				Glaucium	corniculatum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Gleditsia	triacanthos														terrestrial		present											
	rinse				Angiospermae				Glinus	lotoides														terrestrial		present											
	rinse				Angiospermae				Glyceria	canadensis														terrestrial		present											
	rinse				Angiospermae				Glyceria	striata stricta														terrestrial		not confirmed											
	rinse				Angiospermae				Glycine	max														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Gnaphalium	antillanum														terrestrial		present											
	rinse				Angiospermae				Gnaphalium	calviceps														terrestrial		present											
	rinse				Angiospermae				Gnaphalium	sphaericum														terrestrial		present											
	rinse				Angiospermae				Gnaphalium	undulatum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Gomphocarpus	fruticosus														terrestrial		not confirmed											
	rinse				Angiospermae				Goodyera	repens														terrestrial		present											
	rinse				Angiospermae				Gratiola	neglecta														terrestrial		not confirmed											
	rinse				Angiospermae				Gratiola	virginiana														terrestrial		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Grindelia	squarrosa														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Grindelia	stricta														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Griselinia	littoralis														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Guizotia	abyssinica														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Gunnera	manicata														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Gunnera	tinctoria														terrestrial		not confirmed											
	rinse				Angiospermae				Gypsophila	elegans														terrestrial		present											
	rinse				Angiospermae				Gypsophila	muralis														terrestrial		present											
	rinse				Angiospermae				Gypsophila	paniculata														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Gypsophila	pilosa														terrestrial		present											
	rinse				Angiospermae				Gypsophila	scorzonerifolia														terrestrial		present											
	rinse				Angiospermae				Gypsophila	tubulosa														terrestrial		not confirmed											
	rinse				Angiospermae				Gypsophila	viscosa														terrestrial		present											
	rinse				Angiospermae				Hainardia	cylindrica														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hakea	salicifolia														terrestrial		not confirmed											
	rinse				Angiospermae				Hakea	sericea														terrestrial		not confirmed											
	rinse				Angiospermae				Halimodendron	halodendron														terrestrial		present											
	rinse				Angiospermae				Hamamelis	mollis														terrestrial		not confirmed											
	rinse				Angiospermae				Haplophyllum	buxbaumii														terrestrial		not confirmed											
	rinse				Angiospermae				Haplophyllum	linifolium														terrestrial		not confirmed											
	rinse				Angiospermae				Haplophyllum	villosum														terrestrial		not confirmed											
	rinse				Angiospermae				Hebe	barkeri														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hebe	brachysiphon														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hebe	dieffenbachii														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hebe	salicifolia														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hebe	x franciscana														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hebe	x lewisii														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hebenstretia	dentata														terrestrial		present											
	rinse				Angiospermae				Hedera	algeriensis														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hedera	colchica														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Hedychium	gardnerianum														terrestrial		not confirmed											
	rinse				Angiospermae				Hedypnois	cretica														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hedysarum	coronarium														terrestrial		present											
	rinse				Angiospermae				Helenium	autumnale														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Helenium	mexicanum														terrestrial		not confirmed											
	rinse				Angiospermae				Helenium	x clementii														terrestrial		present											
	rinse				Angiospermae				Helianthemum	syriacum														terrestrial		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	annuus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	debilis														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	pauciflorus														terrestrial		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	petiolaris														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	rigidus x tuberosus														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	tuberosus														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	x laetiflorus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Helianthus	x multiflorus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Helichrysum	bracteatum														terrestrial		present											
	rinse				Angiospermae				Helichrysum	foetidum														terrestrial		not confirmed											
	rinse				Angiospermae				Helichrysum	orientale														terrestrial		not confirmed											
	rinse				Angiospermae				Helictotrichon	neesii														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Helictotrichon	sempervirens														terrestrial		present											
	rinse				Angiospermae				Heliophila	pusilla														terrestrial		present											
	rinse				Angiospermae				Heliotropium	amplexicaule														terrestrial		present											
	rinse				Angiospermae				Heliotropium	curassavicum														terrestrial		not confirmed											
	rinse				Angiospermae				Heliotropium	dolosum														terrestrial		not confirmed											
	rinse				Angiospermae				Heliotropium	europaeum														terrestrial		present											
	rinse				Angiospermae				Heliotropium	suaveolens														terrestrial		present											
	rinse				Angiospermae				Helipterum	floribundum														terrestrial		present											
	rinse				Angiospermae				Helipterum	strictum														terrestrial		present											
	rinse				Angiospermae				Helleborus	argutifolius														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Helleborus	orientalis														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hemerocallis	fulva														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hemerocallis	lilioasphodelus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hemizonia	fasciculata														terrestrial		present											
	rinse				Angiospermae				Hemizonia	pungens														terrestrial		present											
	rinse				Angiospermae				Hepatica	nobilis														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Heracleum	mantegazzianum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Heracleum	mantegazzianum x sphondylium														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hermodactylus	tuberosus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Herniaria	hirsuta														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Herniaria	hirsuta cinerea														terrestrial		present											
	rinse				Angiospermae				Hesperis	matronalis														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Heteranthera	limosa														terrestrial		not confirmed											
	rinse				Angiospermae				Heteranthera	reniformis														terrestrial		not confirmed											
	rinse				Angiospermae				Heuchera	micrantha														terrestrial		present											
	rinse				Angiospermae				Heuchera	sanguinea														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hibiscus	syriacus														terrestrial		present											
	rinse				Angiospermae				Hibiscus	trionum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	amplexicaule														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	aurantiacum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	brachiatum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	caespitosum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	flagellare														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	glaucinum recensitum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	grandidens														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	lanatum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	murorum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	oblongum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	piloselloides														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	pilosum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	pulmonarioides														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	scotostictum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	speciosum														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	speluncarum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	x duplex														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	x florentoides														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hieracium	x prussicum														terrestrial		present											
	rinse				Angiospermae				Hierochloe	odorata														terrestrial		present											
	rinse				Angiospermae				Hippocrepis	comosa														terrestrial		present											
	rinse				Angiospermae				Hippocrepis	emerus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hiptage	benghalensi														terrestrial		not confirmed											
	rinse				Angiospermae				Hirschfeldia	incana														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hoheria	populnea														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Holodiscus	discolor														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	bulbosum														terrestrial		present											
	rinse				Angiospermae				Hordeum	distichon														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	euclaston														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	flexuosum														terrestrial		present											
	rinse				Angiospermae				Hordeum	jubatum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	jubatum comosum														terrestrial		present											
	rinse				Angiospermae				Hordeum	marinum gussoneanum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	murinum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	murinum glaucum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	murinum leporinum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	murinum murinum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	pubiflorum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	pusillum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hordeum	vulgare														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hosta	agg.														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Humulus	japonicus														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Humulus	scandens														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Hyacinthoides	hispanica														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Hyacinthoides	italica														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Hyacinthoides	x massartiana														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hyacinthus	orientalis														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hydrangea	macrophylla														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Hydrilla	verticillata														freshwater		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Hydrocotyle	bonariensis														terrestrial		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Hydrocotyle	moschata														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Hydrocotyle	novae-zeelandiae														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Hydrocotyle	ranunculoides														freshwater		present											
	rinse				Angiospermae				Hymenolobus	procumbens														terrestrial		present											
	rinse				Angiospermae				Hyoscyamus	albus														terrestrial		present											
	rinse				Angiospermae				Hyoscyamus	niger														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hypecoum	pendulum														terrestrial		present											
	rinse				Angiospermae				Hypericum	androsaemum														terrestrial		present											
	rinse				Angiospermae				Hypericum	calycinum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hypericum	canadense														terrestrial		not confirmed											
	rinse				Angiospermae				Hypericum	forrestii														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hypericum	gentianoides														terrestrial		not confirmed											
	rinse				Angiospermae				Hypericum	hircinum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hypericum	hircinum														terrestrial		not confirmed											
	rinse				Angiospermae				Hypericum	maculatum maculatum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hypericum	mutilum														terrestrial		not confirmed											
	rinse				Angiospermae				Hypericum	nummularium														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hypericum	triquetrifolium														terrestrial		not confirmed											
	rinse				Angiospermae				Hypericum	x hidcoteense														terrestrial		not confirmed											
	rinse				Angiospermae				Hypericum	x inodorum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Hypericum	x medium														terrestrial		not confirmed											
	rinse				Angiospermae				Hypericum	xylosteifolium														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Hypochaeris	achyrophorus														terrestrial		not confirmed											
	rinse				Angiospermae				Hypochaeris	microcephala														terrestrial		present											
	rinse				Angiospermae				Hyssopus	officinalis														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Iberis	amara														terrestrial		present											
	rinse				Angiospermae				Iberis	odorata														terrestrial		present											
	rinse				Angiospermae				Iberis	pinnata														terrestrial		present											
	rinse				Angiospermae				Iberis	sempervirens														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Iberis	umbellata														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Ibicella	lutea														terrestrial		present											
	rinse				Angiospermae				Ilex	x altaclerensis														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Impatiens	balfourii														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Impatiens	balsamina														terrestrial		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Impatiens	capensis														terrestrial		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Impatiens	glandulifera														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Impatiens	parviflora														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Impatiens	walleriana														terrestrial		not confirmed											
	rinse				Angiospermae	Monocotyledoneae			Imperata	cylindrica														terrestrial		not confirmed											
	rinse				Angiospermae				Imperatoria	ostruthium														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Indigofera	heterantha														terrestrial		not confirmed											
	rinse				Angiospermae				Inula	helenium														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Inula	hirta														terrestrial		present											
	rinse				Angiospermae				Inula	spiraeifolia														terrestrial		present											
	rinse				Angiospermae				Iochroma	australe														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	hederacea														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	hederifolia														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	indica														terrestrial		not confirmed											
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	lacunosa														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	lacunosa lacunosa														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	lacunosa purpurata														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	purpurea														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	tricolor														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Ipomoea	wrightii														terrestrial		present											
	rinse				Angiospermae				Iris	albicans														terrestrial		not confirmed											
	rinse				Angiospermae				Iris	cretensis														terrestrial		not confirmed											
	rinse				Angiospermae				Iris	ensata														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	germanica														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	graminea														terrestrial		present											
	rinse				Angiospermae				Iris	latifolia														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	pallida														terrestrial		not confirmed											
	rinse				Angiospermae				Iris	pumila														terrestrial		present											
	rinse				Angiospermae				Iris	sibirica														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	spuria														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	unguicularis														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	versicolor														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	x hollandica														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	x robusta														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Iris	xiphium														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Isatis	tinctoria														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Iva	xanthiifolia														terrestrial		present											
	rinse				Angiospermae				Ixia	campanulata														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Ixia	dubia														terrestrial		not confirmed											
	rinse				Angiospermae				Ixia	paniculata														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Jasminum	beesianum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Jasminum	nudiflorum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Jasminum	officinale														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Jatropha	curcas														terrestrial		not confirmed											
	rinse				Angiospermae				Jonopsidium	acaule														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Jovibarba	globifera														terrestrial		present											
	rinse				Angiospermae				Juglans	nigra														terrestrial		not confirmed											
	rinse				Angiospermae				Juglans	regia														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Juncus	anthelatus														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Juncus	canadensis														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Juncus	ensifolius														terrestrial		not confirmed											
	rinse				Angiospermae	Monocotyledoneae			Juncus	foliosus														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Juncus	imbricatus														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Juncus	inflexus x pallidus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Juncus	pallescens														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Juncus	pallidus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Juncus	radula														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Juncus	subsecundus														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Juncus	subulatus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Monocotyledoneae			Juncus	tenuis														terrestrial		present											
	rinse				Angiospermae				Kalanchoe	tubiflora														terrestrial		not confirmed											
	rinse				Angiospermae				Kalmia	angustifolia														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Kalmia	latifolia														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Kalmia	polifolia														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Kerria	japonica														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Kickxia	elatine														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Kickxia	lanigera														terrestrial		not confirmed											
	rinse				Angiospermae				Kickxia	spuria														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Kitaibela	vitifolia														terrestrial		present											
	rinse				Angiospermae				Knautia	degenii														terrestrial		not confirmed											
	rinse				Angiospermae				Knautia	integrifolia														terrestrial		present											
	rinse				Angiospermae				Kniphofia	uvaria														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Kniphofia	x praecox														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Kochia	scoparia														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Koelreuteria	paniculata														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Kundmannia	sicula														terrestrial		not confirmed											
	rinse				Angiospermae				Laburnum	alpinum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Laburnum	anagyroides														terrestrial		present											
	rinse				Angiospermae				Laburnum	x watereri														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lactuca	sativa														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lactuca	serriola														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lactuca	tatarica														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lactuca	virosa														terrestrial		present											
	rinse				Angiospermae	Monocotyledoneae			Lagarosiphon	major														freshwater		present											
	rinse				Angiospermae				Lagoecia	cuminoides														terrestrial		not confirmed											
	rinse				Angiospermae				Lagurus	ovatus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lallemantia	iberica														terrestrial		present											
	rinse				Angiospermae				Lamarckia	aurea														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae	Eudicotyledoneae			Lamiastrum	galeobdolon														terrestrial		present											
	rinse				Angiospermae	Eudicotyledoneae			Lamiastrum	galeobdolon argentatum														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lamium	album														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lamium	amplexicaule														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lamium	garganicum garganicum														terrestrial		present											
	rinse				Angiospermae				Lamium	hybridum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lamium	maculatum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lamium	purpureum														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lampranthus	deltoides														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lampranthus	falciformis														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lampranthus	roseus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lampranthus	spectabilis														terrestrial		not confirmed											
	rinse				Angiospermae				Laportea	aestuans														terrestrial		present											
	rinse				Angiospermae				Lappula	marginata														terrestrial		present											
	rinse				Angiospermae				Lappula	squarrosa														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lapsana	communis intermedia														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lathraea	clandestina														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	angulatus														terrestrial		present											
	rinse				Angiospermae				Lathyrus	annuus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	cicera														terrestrial		present											
	rinse				Angiospermae				Lathyrus	clymenum														terrestrial		present											
	rinse				Angiospermae				Lathyrus	grandiflorus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	heterophyllus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	hirsutus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	inconspicuus														terrestrial		present											
	rinse				Angiospermae				Lathyrus	latifolius														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	niger														terrestrial		present											
	rinse				Angiospermae				Lathyrus	ochrus														terrestrial		present											
	rinse				Angiospermae				Lathyrus	odoratus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	sativus														terrestrial		present											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	sphaericus														terrestrial		present											
	rinse				Angiospermae				Lathyrus	tingitanus														terrestrial		not confirmed											
	rinse				Angiospermae				Lathyrus	tuberosus														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lathyrus	vernus														terrestrial		present											
	rinse				Angiospermae				Laurus	nobilis														terrestrial		not confirmed											data based solely on DAISIE portal
	rinse				Angiospermae				Lavandula	angustifolia														terrestrial		present											
	rinse				Angiospermae				Lavandula	dentata														terrestrial		not confirmed											
