taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
	plants	Symphyotrichum novi-belgii (L.) Nesom	Aster novi-belgii L.					Asteraceae								Inv.						Hort.	D		NAM		X	X	X				1865		N					
	plants	Symphyotrichum pilosum (Willd.) Nesom	Aster pilosus Willd.					Asteraceae								Nat.						Hort., timber?	A/D		NAM		X	X					1947		N					
	plants	Symphyotrichum racemosum (S. Elliott) Nesom	Aster racemosus S. Elliott					Asteraceae								Cas.						Hort.?	D?		NAM			X					1947		1947					
	plants	Symphyotrichum subulatum (Michaux) Nesom	Aster subulatus Michaux s.l.					Asteraceae								Cas.						Wool	A		AM			X					1895		1895					
	plants	Symphyotrichum x salignum (Willd.) Nesom	Aster x salignus Willd. (A. lanceolatus x novi-belgii)					Asteraceae								Inv.						Hort.	D		Cult.		X	X	X				1861		N?					
	plants	Tagetes erecta L.						Asteraceae								Cas.						Hort.	D		AM		X	X					1953		2012					
	plants	Tagetes minuta L.						Asteraceae								Cas.						Grain, wool,etc	A		SAM		X	X					1880		2008					
	plants	Tagetes patula L.						Asteraceae								Cas.						Hort.	D		AM		X	X					2005		2015					
	plants	Tagetes tenuifolia Cav.						Asteraceae								Cas.						Hort.	D		AM			X					1992		1992					
	plants	Tanacetum balsamita L.						Asteraceae								Cas.						Hort.	D		AS-Te		X	X					1941		1989					
	plants	Tanacetum corymbosum (L.) Schultz-Bip.						Asteraceae								Cas.						Hort.?	D?		E			X					1809		<1850					
	plants	Tanacetum macrophyllum (Waldst. et Kit.) Schultz-Bip.						Asteraceae								Nat.?						Hort.	D		E AS-Te		X	X	X				1882		N?					
	plants	Tanacetum parthenium (L.) Schultz-Bip.						Asteraceae								Nat.						Hort.	D		E AS-Te		X	X	X				<1800		N					
	plants	Telekia speciosa (Schreb.) Baumg.						Asteraceae								Nat.						Hort.	D		E AS-Te		X	X	X				1870		N					
	plants	Tithonia rotundifolia S.F. Blake						Asteraceae								Cas.						Hort.	D		NAM		X						2015		2015					
	plants	Tragopogon dubius Scop.						Asteraceae								Nat.						Grain, etc	A		E AS-Te		X	X	X				1939		N					
	plants	Tragopogon porrifolius L.						Asteraceae								Ext./Cas.						Hort.	D		E AF AS-Te		X	X	X				1813		2015					
	plants	Tragopogon x mirabilis Rouy (T. porrifolius x pratensis)						Asteraceae								Cas.						Hybridization	A		Hybr.		X						2000?		2010?					
	plants	Tripleurospermum decipiens (Fisch. et C.A. Mey.) Bornmuel.						Asteraceae								Cas.						Grain	A		AS-Te		X						2011		2015					
	plants	Verbesina alternifolia (L.) Britton						Asteraceae								Nat.?						Hort.	D		NAM		X						1984		N?					
	plants	Verbesina encelioides (Cav.) Benth. et Hook. f. ex A. Gray						Asteraceae								Cas.						Wool,etc	A		NAM		X	X					<1950		1959					
	plants	Vernonia fasciculata Michx.						Asteraceae								Cas.						Hort.	D		NAM		X						2013		2015					
	plants	Xanthium ambrosioides Hook. et Arnott						Asteraceae								Cas.						Wool 	A		SAM			X					1906		1907					
	plants	Xanthium orientale L. s.l.	 Incl. X. albinum (Widder) H. Scholz, X. orientale s.str., X. saccharatum Wallr.					Asteraceae								Nat.						Wool, grain	A		AM		X	X	X				1824		N					
	plants	Xanthium spinosum L.						Asteraceae								Cas.						Wool, grain	A		SAM		X	X	X				1848		2015					
	plants	Xanthium strumarium L.						Asteraceae								Cas.						Wool, grain	A		AM		X	X					<1800		2015					
	plants	Xerochrysum bracteatum (Vent.) Tzvelev	Helichrysum bracteatum (Vent.) Andrews					Asteraceae								Cas.						Hort.	D		AUS		X	X	X				1908		2013					
	plants	Zinnia angustifolia Humb., Bonpl. et Kunth var. angustifolia	Zinnia linearis Benth.					Asteraceae								Cas.						Hort.	D		NAM				X				1948		1950					
	plants	Zinnia violacea Cav.	Zinnia elegans Jacq.					Asteraceae								Cas.						Hort.	D		AM		X						2011		2015					
	plants	Impatiens balfourii Hook. f.						Balsaminaceae								Nat.						Hort.	D		AS-Te		X	X	X				1952		N					
	plants	Impatiens capensis Meerb.						Balsaminaceae								Nat.						Hort.	D		NAM		X						2002		N					
	plants	Impatiens glandulifera Royle						Balsaminaceae								Inv.						Hort.	D		AS-Te		X	X	X				1891		N					
	plants	Impatiens parviflora DC.						Balsaminaceae								Inv.						Timber?	A		AS-Te		X	X	X				1839		N					
	plants	Begonia x semperflorens hort. (B. cucullata Willd. x schmidtiana Regel)						Begoniaceae								Cas.						Hort.	D		Cult.		X	X					2005		2014					
	plants	Berberis aquifolium Pursh	Mahonia aquifolium (Pursh) Nutt.					Berberidaceae								Inv.						Hort.	D		NAM		X	X	X				1906		N					
	plants	Berberis darwinii Hook.						Berberidaceae								Cas.						Hort.	D		SAM		X						2009		2009					
	plants	Berberis gagnepainii C.K. Schneider						Berberidaceae								Cas.						Hort.	D		AS-Te		X						2005		2010					
	plants	Berberis julianae C.K. Schneider						Berberidaceae								Nat.						Hort.	D		AS-Te		X		X				2003		N					
	plants	Berberis thunbergii DC.						Berberidaceae								Cas.						Hort.	D		AS-Te		X	X	X				1955		2015					
	plants	Berberis wilsoniae Hemsl.						Berberidaceae								Cas.						Hort.	D		AS-Te		X						2012		2012					
	plants	Berberis x ottawensis C.K. Schneider (B. thunbergii x vulgaris L.)						Berberidaceae								Cas.						Hort.	D		Cult.		X		X				1959		2015					
	plants	Berberis x hybrido-gagnepainii J.V. Suringar (B. gagnepainii x B. verruculosa Hemsl. et Wilson)						Berberidaceae								Cas.						Hort.	D		Cult.		X						2011		2011					
	plants	Berberis x wagneri (Jouin) Rehder (B. aquifolium x B. pinnata)						Berberidaceae								Nat.?						Hort.	D		Cult.		X						2010		N?					
	plants	Epimedium alpinum L.						Berberidaceae								Nat.						Hort.	D		E		X	X					1847		N					
	plants	Epimedium pinnatum Fisch. ex DC.						Berberidaceae								Nat.?						Hort.	D		AS-Te			X					2012		N?					
	plants	Alnus cordata (Loisel.) Duby						Betulaceae								Nat.?						Hort.	D		E		X	X					1992		N?					
	plants	Alnus incana (L.) Moench						Betulaceae								Nat.						Hort.	D		E AS-Te		X	X	X				1869		N					
	plants	Alnus x pubescens Tausch (A. glutinosa (L.) Gaertn. x incana)						Betulaceae								Cas.?						Hybridization	H		Hybr.		X	X					1963?		2015					
	plants	Alnus x spaethii Callier (A. japonica (Thunb.) Steud. x subcordata C.A. Mey.)						Betulaceae								Cas.						Hort.	D		Hybr.		X						2012		2014					
	plants	Betula nana L.						Betulaceae								Cas.						Military troops?	A		E AS-Te			X					2003		2003					
	plants	Betula papyrifera Marshall						Betulaceae								Cas.						Hort.	D		NAM		X						2006		2006					
	plants	Corylus colurna L.						Betulaceae								Cas.						Hort.	D		E AS-Te		X						2012		2015					
	plants	Corylus maxima Mill.						Betulaceae								Cas.						Hort.	D		E AS-Te		X	X					?		2015					
	plants	Campsis radicans (L.) Seem. (incl. C. xtagliabuana (Vis.) Rehd.)						Bignoniaceae								Cas.						Hort.	D		NAM		X						2004		2015					
	plants	Catalpa bignonioides Walter						Bignoniaceae								Cas.						Hort.	D		NAM		X	X	X				1999		Ann.					
	plants	Catalpa ovata G. Don						Bignoniaceae								Nat.?						Hort.	D 		AS-Te		X	X					2008		N?					
	plants	Catalpa x erubescens Carr. (C. bignonioides x ovata)						Bignoniaceae								Nat.?						Hort.	D		Cult.		X						2007		N?					
	plants	Amsinckia eastwoodiae Macbr.						Boraginaceae								Cas.						?	A		NAM		X						1924		1924					
	plants	Amsinckia intermedia Fisch. et C.A. Mey.						Boraginaceae								Cas.						?	A		NAM		?	?	?				?		?					
	plants	Amsinckia lycopsoides Lehm. ex Fisch. et C.A. Mey.						Boraginaceae								Cas.						Grain, wool, seeds	A		NAM		X	X	X				1874		1970					
	plants	Amsinckia micrantha Suksd.						Boraginaceae								Nat.						Grain,etc	A		NAM		X		X				1979		N					
	plants	Amsinckia retrorsa Suksd.						Boraginaceae								Cas.						Grain,etc	A		NAM		X	X					1884		1937					
	plants	Amsinckia tessellata A. Gray						Boraginaceae								Cas.						?	A		NAM			X	X				1877		1953					
	plants	Anchusa azurea Mill.						Boraginaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X	X				<1850		2000					
	plants	Anchusa ochroleuca Bieb.						Boraginaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X					1889		1953					
	plants	Anchusa officinalis L. subsp. officinalis						Boraginaceae								Nat.						Hort., grain,etc	D/A		E AS-Te		X	X	X				1828		N					
	plants	Anchusa ovata Lehm.						Boraginaceae								Cas.						Seeds,etc	A		E			X					<1850		<1850					
	plants	Anchusa procera Besser	Anchusa officinalis L. subsp. procera (Besser) Lambinon 					Boraginaceae								Nat.						Wool,etc	A?		E AS-Te		X	X					1904		N					
	plants	Arnebia decumbens (Vent.) Coss. et Kralik						Boraginaceae								Cas.						Grain	A		E AF AS-Te			X					1955		1955					
	plants	Asperugo procumbens L.						Boraginaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X	X				<1850		2015					
	plants	Borago officinalis L.						Boraginaceae								Cas.						Hort.	D		E AF AS-Te		X	X	X				<1850		Ann.					
	plants	Brunnera macrophylla (Adams) I.M. Johnston						Boraginaceae								Cas.						Hort.	D		AS-Te		X						1942		2015					
	plants	Cerinthe major L.						Boraginaceae								Cas.						?	A		E AF AS-Te			X					1921		1927					
	plants	Cerinthe minor L.						Boraginaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X	X				1883		1957					
	plants	Cynoglossum amabile Stapf & J.R.Drumm.						Boraginaceae								Cas.						Hort.	D		AS-Te		X	X					2011		2015					
	plants	Cynoglossum clandestinum Desf.						Boraginaceae								Cas.						Wool	A		E			X					1948		1948					
	plants	Echium plantagineum L.						Boraginaceae								Cas.						Grain, hort.,etc	A/D 		E		X	X					1906		2015					
	plants	Heliotropium amplexicaule Vahl						Boraginaceae								Cas.						Hort.	D		SAM			X					1890		1890					
	plants	Heliotropium europaeum L.						Boraginaceae								Cas.						Wool,etc	A		E AF AS-Te		X	X					1854		2015					
	plants	Heliotropium suaveolens Bieb.						Boraginaceae								Cas.						?	A		E AS-Te		X						2005		2005					
	plants	Lappula marginata (Bieb.) Gürke						Boraginaceae								Cas.						Grain,etc	A		E		X	X					1880		1896					
	plants	Lappula squarrosa (Retz.) Dum.						Boraginaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X	X				1811		2015					
	plants	Myosotis alpestris F.W. Schmidt						Boraginaceae								Cas.						Hort.	D		E AS-Te NAM		X						2007		2010					
	plants	Nemophila menziesii Hook. et Arnott var. integrifolia Parish						Boraginaceae								Cas.						Hort.	D		NAM			X					1895		1895					
	plants	Nemophila menziesii Hook. et Arnott var. menziesii						Boraginaceae								Cas.						Hort.	D		NAM		X	X					1888		2015					
	plants	Nonea lutea (Desr.) DC. ex Lam. et DC.						Boraginaceae								Cas.						Hort.?	D?		E AS-Te		X						2004		2013					
	plants	Nonea pulla (L.) DC.						Boraginaceae								Cas.						?	A		AS-Te			X					1932		1932					
	plants	Nonea rosea (Bieb.) Link						Boraginaceae								Cas.						Seeds	A		AS-Te			X					1828		1828					
	plants	Omphalodes linifolia (L.) Moench						Boraginaceae								Cas.						Hort.	D		E AF			X					<1900		<1900					
	plants	Omphalodes verna Moench						Boraginaceae								Nat.						Hort.	D		E		X	X					1821		N					
	plants	Pentaglottis sempervirens (L.) Tausch ex L.H. Bailey						Boraginaceae								Nat.						Hort.	D		E		X	X	X				1836		N					
	plants	Phacelia purshii Buckl.						Boraginaceae								Cas.						Grain	A		NAM		X						1893		1893					
	plants	Phacelia tanacetifolia Benth.						Boraginaceae								Cas.						Agric.	D		NAM		X	X	X				1884		Ann.					
	plants	Pulmonaria longifolia (Bast.) Boreau						Boraginaceae								Cas.?						Hort.	D		E AS-Te			X					1955		1983					
	plants	Pulmonaria mollis Wulfen ex Hornem.						Boraginaceae								Nat.						Hort.	D		E			X					<1850		N					
	plants	Pulmonaria officinalis L.						Boraginaceae								Nat.						Hort.	D		E		X	X	X				1792		N					
	plants	Pulmonaria rubra Schott.						Boraginaceae								Cas.?						Hort.	D		E		X						2015		2015					
	plants	Pulmonaria saccharata Mill.						Boraginaceae								Cas.?						Hort.	D		E		X	X	 				<1850		2015					
	plants	Symphytum asperum Lepechin s.l.	 Incl. S. x uplandicum Nyman = S. asperum x officinale L.					Boraginaceae								Nat.						Hort.	D		E AS-Te		X	X	X				1884		N					
	plants	Symphytum caucasicum M. Bieb.						Boraginaceae								Nat.?						Hort.	D		As-Te		X						2009		N?					
	plants	Symphytum grandiflorum DC.						Boraginaceae								Nat.						Hort.	D		E AS-Te		X						1999		N					
	plants	Symphytum x hidcotense P.D. Sell (S. grandiflorum x uplandicum)						Boraginaceae								Nat.?						Hort.	D		Cult.		X	X					2008		N?					
	plants	Trachystemon orientalis (L.) G. Don f.						Boraginaceae								Nat.						Hort.	D		E AS-Te		X						1955		N					
	plants	Alyssum desertorum Stapf						Brassicaceae								Cas.						Wool,etc	A		E AS-Te		X	X					1864		1910					
	plants	Alyssum hirsutum Bieb.						Brassicaceae								Cas.						Grain?	A		E AS-Te		X						1879		1879					
	plants	Alyssum montanum L.						Brassicaceae								Nat.?						Hort.	D		E			X					2002		N?					
	plants	Alyssum murale Waldst. et Kit.						Brassicaceae								Nat.						Hort.	D?		E AS-Te			X					<1850		N					
	plants	Alyssum simplex Rudolphi						Brassicaceae								Cas.						Wool, grain,etc	A		E AF AS-Te		X	X	X				<1850		1924					
	plants	Alyssum strigosum Banks et Sol.						Brassicaceae								Cas.						?	A		E AS-Te			X					1909		1909					
	plants	Arabidopsis arenosa (L.) Lawalrée subsp. arenosa	Cardaminopsis arenosa (L.) Hayek subsp. arenosa					Brassicaceae								Nat.						Ore,etc	A		E		X	X	X				?		N					
	plants	Arabidopsis halleri (L.) O’Kane et Al-Shehbaz 	Cardaminopsis halleri (L.) Hayek					Brassicaceae								Nat.						Ore?	A		E			X					1947		N					
	plants	Arabis alpina L. subsp. caucasica (Willd. ex Schlecht.) Briq.						Brassicaceae								Nat.						Hort.	D		E AS-Te		X	X					1881		N					
	plants	Arabis auriculata Lam.	Arabis recta Vill.					Brassicaceae								Cas.						?	A		E			X					<1850		<1850					
	plants	Arabis collina Ten.						Brassicaceae								Ext.?						Hort.?	D?		E			X					<1850		1948					
	plants	Arabis planisiliqua (Pers.) Reichenb.	Arabis hirsuta (L.) Scop. subsp. gerardii Hartm. f.					Brassicaceae								Cas.						?	A?		E		X	X					1855		1858					
	plants	Arabis procurrens Waldst. et Kit.						Brassicaceae								Cas.						Hort.	D		E		X						2011		2015					
	plants	Armoracia rusticana P. Gaertn., B. Mey. et Scherb.						Brassicaceae								Nat.						Agric.	D		?		X	X	X				1853		N					
	plants	Aubrieta columnae Guss.						Brassicaceae								Nat.						Hort.	D		E		X	X					1896		N					
	plants	Aubrieta deltoidea (L.) DC.						Brassicaceae								Cas.						Hort.	D		E AS-Te		X						1966		1966					
	plants	Aurinia saxatilis (L.) Desv.	Alyssum saxatile L.					Brassicaceae								Nat.?						Hort.	D		E AS-Te		X	X					1889		N?					
	plants	Barbarea stricta Andrz.						Brassicaceae								Nat.						Waterfowl?	A		E AS-Te		X	X	X				1880		N					
	plants	Barbarea verna (Mill.) Aschers.						Brassicaceae								Nat.						Grain,etc	A		E AS-Te		X	X	X				1860		N					
	plants	Berteroa incana (L.) DC.						Brassicaceae								Nat.						Grain,etc	A		E AS-Te		X	X	X				1600		N					
	plants	Boreava orientalis Jaub. et Spach						Brassicaceae								Cas.						Grain,etc	A		AS-Te			X	X				1909		1932					
	plants	Brassica barrelieri (L.) Janka						Brassicaceae								Cas.						Grain	A		E AF		X						2013		2013					
	plants	Brassica elongata Ehrh. subsp. integrifolia (Boiss.) Breistr.						Brassicaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X					1886		1912					
	plants	Brassica juncea (L.) Czern.						Brassicaceae								Cas.						Grain,etc	A		AF AS		X	X	X				1857		2015					
	plants	Brassica napus L.						Brassicaceae								Cas.						Agric.	D		?		X	X	X				1858		Ann.					
	plants	Brassica oleracea L.						Brassicaceae								Cas.						Agric.	D		E		X		X				?		?					
	plants	Brassica rapa L.						Brassicaceae								Cas.						Agric.	D		?		X	X	X				<1900		Ann.					
	plants	Brassica tournefortii Gouan						Brassicaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X	X				1922		2013					
	plants	Bunias erucago L.						Brassicaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X	X				1854		1969					
	plants	Bunias orientalis L.						Brassicaceae								Nat.						Grain,etc	A		E AS-Te		X	X	X				1858		N					
	plants	Camelina alyssum (Mill.) Thell.						Brassicaceae								Cas.						Seeds	A		E		X	X					1813		1921					
	plants	Camelina microcarpa Andrz. ex DC.						Brassicaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X					1848		2015					
	plants	Camelina rumelica Velen.						Brassicaceae								Cas.						Grain,etc	A		E AS-Te		X	X					1893		1912					
	plants	Camelina sativa (L.) Crantz						Brassicaceae								Cas.						Grain,etc	A		E AS-Te		X	X	X				1870		2015					
	plants	Cardamine corymbosa Hook. f.						Brassicaceae								Nat.						Nurseries	A		AUS		X						2005		N					
	plants	Cardamine hamiltonii G. Don	C. flexuosa With. subsp. debilis (D. Don) O.E. Schulz					Brassicaceae								Nat.						Nurseries	A		AS-Te		X	X					1968		N					
	plants	Cardamine parviflora L.						Brassicaceae								Cas.						?	A		E				X				<1850		<1850					
	plants	Carrichtera annua (L.) DC.						Brassicaceae								Cas.						?	A		E AF AS-Te		X						1940		1940					
	plants	Chorispora tenella (Pallas) DC.						Brassicaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X					1904		2015					
	plants	Conringia austriaca (Jacq.) Sweet						Brassicaceae								Cas.						Grain	A		E AS-Te		X						1893		1893					
	plants	Conringia orientalis (L.) Dum.						Brassicaceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X	X				<1835		1996					
	plants	Conringia planisiliqua Fisch. et C.A. Mey.						Brassicaceae								Cas.						Grain	A		AS-Te		X						2013		2013					
	plants	Cordylocarpus muricatus Desf.						Brassicaceae								Cas.						Wool	A		AF			X					1950		1950					
	plants	Crambe abyssinica Hochst. ex R.E. Fries	Crambe hispanica L.					Brassicaceae								Cas.						Agric.	D		E AF		X						1994		1994					
	plants	Descurainia incisa (Engelm. ex A. Gray) Britton						Brassicaceae								Cas.						Grain	A		NAM  		X						1893		1893					
	plants	Descurainia pinnata (Walter) Britton	Descurainia brachycarpa (Richards.) O.E. Schulz					Brassicaceae								Cas.						Grain, wool	A		NAM  		X	X					1894		2011					
	plants	Diplotaxis erucoides (L.) DC.						Brassicaceae								Cas.						Grain, seeds,etc	A		E AF AS-Te		X	X	X				1920		2015					
	plants	Diplotaxis virgata (Cav.) DC.						Brassicaceae								Cas.						Grain	A		E AF  		X						1997		2000					
	plants	Enarthrocarpus lyratus (Forssk.) DC.						Brassicaceae								Cas.						Grain,etc	A		E AF AS-Te		X						1892		1893					
	plants	Eruca vesicaria (L.) Cav. subsp. sativa (Mill.) Thell.						Brassicaceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X					1837		2015					
	plants	Erucaria hispanica (L.) Druce						Brassicaceae								Cas.						Wool	A		E AF AS-Te			X					1901		1901					
	plants	Erucastrum gallicum (Willd.) O.E. Schulz						Brassicaceae								Cas.						Grain, wool,etc	A		E		X	X	X				1856		2015					
	plants	Erucastrum incanum (L.) Koch	Hirschfeldia incana (L.) Lagrèze-Fossat					Brassicaceae								Nat.						Grain, wool, ore	A		E AF AS-Te		X	X	X				1873		N					
	plants	Erucastrum nasturtiifolium (Poiret) O.E. Schulz						Brassicaceae								Cas.						?	A		E		X						1936		1936					
	plants	Erysimum cheiri (L.) Crantz						Brassicaceae								Nat.						Hort.	D		E		X	X	X				1554		N					
	plants	Erysimum diffusum Ehrh.						Brassicaceae								Cas.						Grain?	A		E AS		X						1877		1896					
	plants	Erysimum repandum L.						Brassicaceae								Cas.						Wool, grain,etc	A		E AS-Te		X	X	X				1823		2014					
	plants	Erysimum ruscinonense Jord.						Brassicaceae								Cas.						Wool	A		E			X					1893		1941					
	plants	Erysimum x marshallii (Henfr.) Bois (hybrid of obscure origin)						Brassicaceae								Cas.						Hort.	D		Cult.		X						2000		2000					
	plants	Euclidium syriacum (L.) R. Brown						Brassicaceae								Cas.						Grain,etc	A		AS-Te		X	X					1885		2011					
	plants	Heliophila pusilla L. f.						Brassicaceae								Cas.						Wool	A		AF								1906		1906					
	plants	Hesperis matronalis L.						Brassicaceae								Nat.						hort.	D		E AS-Te		X	X	X				1821		N					
	plants	Hornungia alpina (L.) O. Appel	Hutchinsia alpina (L.) W. T. Aiton, Pritzelago alpina (L.) Kuntze					Brassicaceae								Cas.						Hort.	D		E AF		X						2013		2013					
	plants	Hornungia procumbens (L.) Hayek	Hymenolobus procumbens (L.) Nutt. ex Torr. et A. Gray					Brassicaceae								Cas.						?	A		E AF AS-Te NAM		?	?	?				<1850		<1850					
	plants	Iberis amara L. var. coronaria (D. Don) Voss						Brassicaceae								Cas.						Hort.	D		Cult.			X					1973		1973					
	plants	Iberis odorata L.						Brassicaceae								Cas.						Grain	A		E AF AS-Te			X					1954		1955					
	plants	Iberis pinnata L.						Brassicaceae								Cas.						Seeds, grain	A		E			X					1892		1912					
	plants	Iberis sempervirens L.						Brassicaceae								Cas.						Hort.	D		E AF AS-Te		X	X	X				1912		2016					
	plants	Iberis umbellata L.						Brassicaceae								Nat.						Hort.	D		E AF AS-Te		X	X					1879		N					
	plants	Isatis tinctoria L.						Brassicaceae								Cas.						Grain, seeds,etc	A		E AF AS-Te		X	X	X				1855		2015					
	plants	Lepidium africanum (Burm. f.) DC.						Brassicaceae								Cas.						Wool	A		AF			X					1904		1979					
	plants	Lepidium bonariense L.						Brassicaceae								Cas.						Grain, wool,etc	A		SAM		X	X					1906		2012					
	plants	Lepidium densiflorum Schrad.						Brassicaceae								Nat.						Grain,etc	A		NAM		X	X	X				1886		N					
	plants	Lepidium desertorum Eckl. et Zeyh.						Brassicaceae								Cas.						Wool	A		AF			X					1895		1895					
	plants	Lepidium didymum L. 	Coronopus didymus (L.) Smith					Brassicaceae								Nat.						Ore?	A		SAM		X	X	X				1857		N					
	plants	Lepidium draba L. subsp. chalepensis (L.) Thell.	Cardaria draba (L.) Desv. subsp. chalepensis (L.) O. Schulz					Brassicaceae								Cas.						?	A		AS-Te			X					1912		1912					
	plants	Lepidium draba L. subsp. draba	Cardaria draba (L.) Desv. subsp. draba					Brassicaceae								Inv.						Grain,etc	A		E AF AS-Te		X	X	X				1840		N					
	plants	Lepidium fasciculatum Thell.						Brassicaceae								Cas.						Wool	A		AUS			X					1889		1901					
	plants	Lepidium graminifolium L.						Brassicaceae								Cas.						Grain?	A		E AF AS-Te		X	X	X				1837		1934					
	plants	Lepidium heterophyllum Benth.						Brassicaceae								Nat.						Ore?	A		E		X	X	X				1866		N					
	plants	Lepidium hirtum (L.) Smith						Brassicaceae								Cas.						?	A		E AF AS-Te			X					<1850		1885					
	plants	Lepidium latifolium L.						Brassicaceae								Nat.						Grain,etc	A		E AF AS-Te		X	X	X				1813		N					
	plants	Lepidium neglectum Thell.						Brassicaceae								Cas.						?	A		NAM		X						1919		1979					
	plants	Lepidium perfoliatum L.						Brassicaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X	X				1871		2013					
	plants	Lepidium sativum L.						Brassicaceae								Cas.						Agric.	D		AF AS-Te		X	X	X				1859		2015					
	plants	Lepidium schinzii Thell.						Brassicaceae								Cas.						Wool	A		AF			X					1895		1895					
	plants	Lepidium virginicum L.						Brassicaceae								Nat.						Grain, wool,etc	A		NAM		X	X	X				1859		N					
	plants	Lobularia maritima (L.) Desv.						Brassicaceae								Cas.						Hort.	D		E AF AS-Te		X	X	X				1870		Ann.					
	plants	Lunaria annua L.						Brassicaceae								Nat.						Hort.	D		E		X	X	X				1862		N					
	plants	Malcolmia maritima (L.) R. Brown						Brassicaceae								Cas.						Hort.	D		E		X	X	X				1887		2015					
	plants	Matthiola incana (L.) R. Brown						Brassicaceae								Cas.						Hort.	D		E		X						2012		2012					
	plants	Matthiola longipetala (Vent.) DC. subsp. bicornis (Sibth. et Smith) P.W. Ball						Brassicaceae								Cas.						Hort.	D		E AS-Te		X						2005		2015					
	plants	Myagrum perfoliatum L.						Brassicaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X	X				1821		2015					
	plants	Neslia paniculata (L.) Desv. subsp. paniculata						Brassicaceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1867		2015					
	plants	Neslia paniculata (L.) Desv. subsp. thracia (Velen.) Bornm.						Brassicaceae								Cas.						Grain,etc	A		E AF AS-Te		X	X					1866		1927					
	plants	Noccaea brachypetala (Jord.) F.K. Mey.	Thlaspi brachypetalum Jord.					Brassicaceae								Cas.						?	A		E			X					1949		1949					
	plants	Pseudoturritis turrita (L.) Al-Shehbaz	Arabis turrita L.					Brassicaceae								Nat.						Hort.	D		E AF AS-Te			X					1862		N					
	plants	Raphanus raphanistrum L. subsp. landra (DC.) Bonnier & Layens	R. landra DC.					Brassicaceae								Cas.						Grain	A		E AF		X						2015		2015					
	plants	Raphanus sativus L.						Brassicaceae								Cas.						Agric.	D		?		X	X	X				1906		2015					
	plants	Rapistrum perenne (L.) All.						Brassicaceae								Cas.						Grain, wool,etc	A		E AS-Te		X	X					1882		1919					
	plants	Rapistrum rugosum (L.) All. s.l.						Brassicaceae								Nat.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1888		N					
	plants	Rorippa austriaca (Crantz) Besser						Brassicaceae								Nat.						Grain, wool,etc	A		E AS-Te		X	X	X				1893		N					
	plants	Rorippa stylosa (Pers.) Mansf. et Rothm.						Brassicaceae								Cas.						Wool,etc	A		E		X	X	X				1854		1939					
	plants	Sinapis alba L.						Brassicaceae								Cas.						Agric.	D		E AF AS-Te		X	X	X				<1800		Ann.					
	plants	Sinapis dissecta Lag.						Brassicaceae								Cas.						Grain, seeds	A		E AF		X	X					1882		1951					
	plants	Sisymbrium altissimum L.						Brassicaceae								Nat.						Grain, wool,etc	A		E AS-Te		X	X	X				1840		N					
	plants	Sisymbrium austriacum Jacq. subsp. chrysanthum (Jord.) Rouy et Fouc.						Brassicaceae								Nat.						Wool,etc	A		E		X	X					1858		N					
	plants	Sisymbrium erysimoides Desf.						Brassicaceae								Cas.						Wool	A		E AF AS-Te			X					1961		1970					
	plants	Sisymbrium irio L.						Brassicaceae								Nat.						Wool, grain, etc	A		E AF AS-Te		X	X	X				1886		N					
	plants	Sisymbrium loeselii L.						Brassicaceae								Nat.						Grain, wool,etc	A		E AS-Te		X	X	X				1872		N					
	plants	Sisymbrium orientale L.						Brassicaceae								Nat.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1823		N					
	plants	Sisymbrium runcinatum Lag. ex DC.						Brassicaceae								Cas.						Grain	A		E AF  		X						2004		2004					
	plants	Sisymbrium septulatum DC.						Brassicaceae								Cas.						Grain?	A		AS-Te			X					1954		1954					
	plants	Sisymbrium strictissimum L.						Brassicaceae								Cas.						?	A		E			X					1857		1924					
	plants	Sisymbrium volgense Bieb. ex E. Fourn.						Brassicaceae								Nat.						Grain,etc	A		AS-Te		X	X					1953		N					
