Unnamed: 0	taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey
2140		plants	Cotoneaster hylmoei Flinck et B. Hylmö 						Rosaceae								Cas.						Hort.	D		AS-Te		X						2011		2012						3025758	Cotoneaster hylmoei Flinck & J.Fryer	Cotoneaster hylmoei	ACCEPTED	SPECIES	EXACT	100	3025758
2141		plants	Cotoneaster integrifolius (Roxb.) G. Klotz						Rosaceae								Cas.						Hort.	D		AS-Te		X						2001		2003						3026105	Cotoneaster integrifolius (Roxb.) G.Klotz	Cotoneaster integrifolius	ACCEPTED	SPECIES	EXACT	100	3026105
2142		plants	Cotoneaster lucidus Schltdl.						Rosaceae								Cas.						Hort.	D		AS-Te		X						2011		2011						3025769	Cotoneaster lucidus Schltdl.	Cotoneaster lucidus	ACCEPTED	SPECIES	EXACT	100	3025769
2143		plants	Cotoneaster mairei H. Léveillé						Rosaceae								Cas.						Hort.	D		AS-Te		X						2010		2010						3025944	Cotoneaster mairei H.L‚v.	Cotoneaster mairei	ACCEPTED	SPECIES	EXACT	100	3025944
2144		plants	Cotoneaster moupinensis Franch.						Rosaceae								Cas.						Hort.	D		AS-Te		X						2010		2010						3025731	Cotoneaster moupinensis Franch.	Cotoneaster moupinensis	ACCEPTED	SPECIES	EXACT	100	3025731
2145		plants	Cotoneaster nanshan M. Vilm. ex Mottet						Rosaceae								Cas.						Hort.	D		AS-Te		X						2010		2011						3025935	Cotoneaster nanshan M.Vilm. ex Mottet	Cotoneaster nanshan	ACCEPTED	SPECIES	EXACT	100	3025935
2146		plants	Cotoneaster qungbixiensis Fryer et B. Hylmö						Rosaceae								Cas.						Hort.	D		AS-Te		X						2011		2013						3025907	Cotoneaster qungbixiensis J.Fryer & B.Hylm”	Cotoneaster qungbixiensis	ACCEPTED	SPECIES	EXACT	100	3025907
2147		plants	Cotoneaster rehderi Pojark.	Cotoneaster bullatus Bois var. macrophyllus Rehd. et E.H. Wilson 					Rosaceae								Nat.						Hort.	D		AS-Te		X	X	X				1983		N						3026160	Cotoneaster rehderi Pojark.	Cotoneaster rehderi	ACCEPTED	SPECIES	EXACT	100	3026160
2148		plants	Cotoneaster salicifolius Franch.						Rosaceae								Nat.						Hort.	D		AS-Te		X	X	X				1989		N						3026074	Cotoneaster salicifolius Franch.	Cotoneaster salicifolius	ACCEPTED	SPECIES	EXACT	100	3026074
2149		plants	Cotoneaster simonsii Baker						Rosaceae								Nat.						Hort.	D		AS-Te		X	X					1959		N						3026107	Cotoneaster simonsii Baker	Cotoneaster simonsii	ACCEPTED	SPECIES	EXACT	100	3026107
2150		plants	Cotoneaster sternianus (Turrill) Boom						Rosaceae								Nat.						Hort.	D		AS-Te		X	X					1998		N						3026154	Cotoneaster sternianus (Turrill) Boom	Cotoneaster sternianus	ACCEPTED	SPECIES	EXACT	100	3026154
2151		plants	Cotoneaster villosulus (Rehd. et E.H. Wilson) Flinck et B. Hylmö						Rosaceae								Nat.						Hort.	D		AS-Te		X						1997		N						3025564	Cotoneaster villosulus (Rehder & E.H.Wilson) Flinck & B.Hylm”	Cotoneaster villosulus	ACCEPTED	SPECIES	EXACT	100	3025564
2152		plants	Cotoneaster x suecicus G. Klotz (C. conspicuus Marquand x dammeri C.K. Schneider)						Rosaceae								Cas.						Hort.	D		Cult.		X	X					2006		Ann.													
2153		plants	Cotoneaster x watereri Exell (C. frigidus Wallich ex Lindl. x salicifolius)						Rosaceae								Cas.						Hort.	D		Cult.		X	X					2000		Ann.													
2154		plants	Cotoneaster zabelii C.K. Schneider						Rosaceae								Cas.						Hort.	D		AS-Te		X	X					2010		Ann.						3025605	Cotoneaster zabelii C.K.Schneid.	Cotoneaster zabelii	ACCEPTED	SPECIES	EXACT	100	3025605
2155		plants	Crataegus persimilis Sarg.						Rosaceae								Cas.						Hort.	D		NAM		X		X				1959		2013						3015457	Crataegus persimilis Sarg.	Crataegus persimilis	ACCEPTED	SPECIES	EXACT	100	3015457
2156		plants	Cydonia oblonga Mill.						Rosaceae								Nat.?						Hort.	D		AS 		X	X	X				1873		N?						5362215	Cydonia oblonga Mill.	Cydonia oblonga	ACCEPTED	SPECIES	EXACT	100	5362215
2157		plants	Dasiphora davurica (Nestler) Komarov var. mandshurica (Maxim.) Verloove et Lambinon 	Potentilla davurica Nestler var. mandshurica (Maxim.) Wolf					Rosaceae								Cas. 						Hort.	D		AS-Te		X						2008		2008						5370410	Dasiphora davurica (Nestl.) Kom.	Dasiphora davurica	ACCEPTED	SPECIES	HIGHERRANK	100	5370410
2158		plants	Dasiphora fruticosa (L.) Rydberg	Potentilla fruticosa L.					Rosaceae								Nat.						Hort.	D		E AS-Te NAM		X	X	X				<1893		N						5370380	Dasiphora fruticosa (L.) Rydb.	Dasiphora fruticosa	ACCEPTED	SPECIES	EXACT	100	5370380
2159		plants	Eriobotrya japonica (Thunb.) Lindl.						Rosaceae								Cas.						Hort.	D		AS-Te		X	X	X				2000		2014						3024146	Eriobotrya japonica (Thunb.) Lindl.	Eriobotrya japonica	ACCEPTED	SPECIES	EXACT	100	3024146
2160		plants	Filipendula camtschatica (Pall.) Maxim.						Rosaceae								Cas.						Hort.	D		AS-Te			X					1948		1948						7272312	Filipendula camtschatica (Pall.) Maxim.	Filipendula camtschatica	ACCEPTED	SPECIES	EXACT	100	7272312
2161		plants	Fragaria x ananassa (Weston) Rozier (F. chiloensis (L.) Mill. x virginiana Mill.)						Rosaceae								Cas.						Agric.	D		Cult.		X	X					<1858		Ann.													
2162		plants	Geum macrophyllum Willd.						Rosaceae								Nat.						Hort.	A/D		NAM AS-Te		X						1994		N						5369784	Geum macrophyllum Willd.	Geum macrophyllum	ACCEPTED	SPECIES	EXACT	100	5369784
2163		plants	Geum quellyon Sweet						Rosaceae								Cas.						Hort.	D		SAM		X						2004		2004						5370043	Geum quellyon Sweet	Geum quellyon	ACCEPTED	SPECIES	EXACT	100	5370043
2164		plants	Geum ternatum (Stephan) Smedmark	Waldsteinia ternata (Stephan) Fritsch					Rosaceae								Cas.						Hort.	D		E AS-Te		X						2008		2014						5370006	Geum ternatum (Stephan) Smedmark	Geum ternatum	ACCEPTED	SPECIES	EXACT	100	5370006
2165		plants	Kerria japonica (L.) DC.						Rosaceae								Cas.						Hort.	D		AS-Te		X	X					1902		2014						5371450	Kerria japonica (L.) DC.	Kerria japonica	ACCEPTED	SPECIES	EXACT	100	5371450
2166		plants	Malus baccata (L.) Borkh.						Rosaceae								Cas.						Hort.	D		AS-Te		X						2007		2007						3001362	Malus baccata (L.) Borkh.	Malus baccata	ACCEPTED	SPECIES	EXACT	100	3001362
2167		plants	Malus sieboldii (Regel) Rehd.						Rosaceae								Cas.						Hort.	D		AS-Te		X						2006		2006						3001650	Malus sieboldii (Regel) Rehder	Malus sieboldii	ACCEPTED	SPECIES	EXACT	100	3001650
2168		plants	Malus sylvestris (L.) Mill. subsp. mitis (Wallr.) Mansf.						Rosaceae								Cas.						Hort.	D		Cult.		X	X	X				<1850		Ann.						3001381	Malus sylvestris subsp. mitis (Wallr.) Mansf.	Malus sylvestris mitis	SYNONYM	SUBSPECIES	EXACT	100	3001244
2169		plants	Malus x purpurea (Barbier) Rehd.						Rosaceae								Cas.						Hort.	D		Cult.		X						2010		2014						3001270	Malus purpurea (E.Barbier) Rehder	Malus purpurea	ACCEPTED	SPECIES	EXACT	100	3001270
2170		plants	Mespilus germanica L.						Rosaceae								Nat.						Hort.	D		E AS-Te		X	X	X				<1800		N						3031774	Mespilus germanica L.	Mespilus germanica	ACCEPTED	SPECIES	EXACT	100	3031774
2171		plants	Neillia incisa (Thunb.) S.H. Oh 	Stephanandra incisa (Thunb.) Zabel					Rosaceae								Cas.						Hort.	D		AS-Te		X						2004		2015						3853033	Neillia incisa (Thunb.) S.H.Oh	Neillia incisa	ACCEPTED	SPECIES	EXACT	100	3853033
2172		plants	Neillia tanakae Franch. et Savatier	Stephanandra tanakae (Franch. et Savatier) Franch. et Savatier					Rosaceae								Cas.						Hort.	D		AS-Te		X						2012		2012						2987948	Neillia tanakae Franch. & Sav.	Neillia tanakae	SYNONYM	SPECIES	EXACT	100	2987946
2173		plants	Photinia beauverdiana C.K. Schneider var. notabilis (C.K. Schneider) Rehd. et Wilson						Rosaceae								Cas.						Hort.	D		AS-Te				X				<1999		<1999						5363895	Photinia beauverdiana var. notabilis (C.K.Schneid.) Rehder & E.H.Wilson	Photinia beauverdiana notabilis	SYNONYM	VARIETY	EXACT	100	7064005
2174		plants	Photinia villosa (Thunb.) DC.						Rosaceae								Nat.?						Hort.	D		AS-Te			X					2009		N?						5363819	Photinia villosa (Thunb.) DC.	Photinia villosa	ACCEPTED	SPECIES	EXACT	100	5363819
2175		plants	Physocarpus opulifolius (L.) Maxim.						Rosaceae								Nat.						Hort.	D		NAM		X	X					1941		N						2988354	Physocarpus opulifolius (L.) Maxim.	Physocarpus opulifolius	ACCEPTED	SPECIES	EXACT	100	2988354
2176		plants	Potentilla inclinata Vill.						Rosaceae								Nat.						Ore,etc	A		E AS-Te		X	X					1931?		N						5365888	Potentilla inclinata Vill.	Potentilla inclinata	ACCEPTED	SPECIES	EXACT	100	5365888
2177		plants	Potentilla indica (G. Jackson) T. Wolf	Duchesnea indica (G. Jackson) Focke					Rosaceae								Inv.						Hort.	D		AS		X	X	X				1944		N						5365717	Potentilla indica (Andrews) T.Wolf	Potentilla indica	ACCEPTED	SPECIES	EXACT	100	5365717
2178		plants	Potentilla intermedia L.						Rosaceae								Nat.						Grain, ore, etc	A		AS-Te		X	X	X				?		N						5365705	Potentilla intermedia L.	Potentilla intermedia	ACCEPTED	SPECIES	EXACT	100	5365705
2179		plants	Potentilla montana Brot.						Rosaceae								Ext.?						Hort.	D		E		X						1955		1975						5366327	Potentilla montana Brot.	Potentilla montana	ACCEPTED	SPECIES	EXACT	100	5366327
2180		plants	Potentilla nepalensis Hooker						Rosaceae								Cas.						Hort.	D		AS-Te		X						2010		2010						5367214	Potentilla nepalensis Hook.	Potentilla nepalensis	ACCEPTED	SPECIES	EXACT	100	5367214
2181		plants	Potentilla norvegica L.						Rosaceae								Nat.						Grain, ore, etc	A		E AS-Te NAM		X	X	X				<1899		N						5365305	Potentilla norvegica L.	Potentilla norvegica	ACCEPTED	SPECIES	EXACT	100	5365305
2182		plants	Potentilla recta L. subsp. obscura (Willd.) Arcang.	Potentilla obscura Willd.					Rosaceae								Cas.?						Hort.	D		E AS-Te		X						2011		2014						5367299	Potentilla recta var. obscura (Willd.) W.D.J.Koch	Potentilla recta obscura	SYNONYM	VARIETY	EXACT	100	5367294
2183		plants	Potentilla recta L. subsp. recta						Rosaceae								Nat.						Hort.	D		E AF AS-Te		X	X	X				1824		N						7272439	Potentilla recta subsp. recta	Potentilla recta recta	ACCEPTED	SUBSPECIES	EXACT	100	7272439
2184		plants	Potentilla rivalis Nutt. ex Torr. et A. Gray						Rosaceae								Nat.						Grain?	A		NAM		X						2001		N						5367186	Potentilla rivalis Nutt. ex Torr. & A.Gray	Potentilla rivalis	ACCEPTED	SPECIES	EXACT	100	5367186
2185		plants	Potentilla x semiargentea Borbás (P. argentea L. x inclinata)						Rosaceae								Cas.						Hybridization	H		Hybr.		?	?	?				?		?													
2186		plants	Prunus cerasifera Ehrh.						Rosaceae								Nat.						Hort.	D		E AS-Te		X	X	X				1958		N						3021730	Prunus cerasifera Ehrh.	Prunus cerasifera	ACCEPTED	SPECIES	EXACT	100	3021730
2187		plants	Prunus cerasus L.						Rosaceae								Nat.						Hort.	D		?		X	X	X				<1850		N						3021922	Prunus cerasus L.	Prunus cerasus	ACCEPTED	SPECIES	EXACT	100	3021922
2188		plants	Prunus domestica L. subsp. domestica						Rosaceae								Cas.?						Hort.	D		AS-Te			X	X				?		?						6369140	Prunus domestica subsp. domestica L.	Prunus domestica domestica	ACCEPTED	SUBSPECIES	EXACT	97	6369140
2189		plants	Prunus domestica L. subsp. instititia (L.) Bonnier et Layens						Rosaceae								Nat.?						Hort.	D		AS-Te			X					1943		N?						6449311	Prunus domestica var. insititia (L.) Fiori & Paoletti	Prunus domestica insititia	ACCEPTED	VARIETY	FUZZY	85	6449311
2190		plants	Prunus laurocerasus L.						Rosaceae								Inv.						Hort.	D		E AS-Te		X	X	X				1994		N						3021496	Prunus laurocerasus L.	Prunus laurocerasus	ACCEPTED	SPECIES	EXACT	100	3021496
2191		plants	Prunus lusitanica L.						Rosaceae								Cas.						Hort.	D		E		X						2001		2014						3020871	Prunus lusitanica L.	Prunus lusitanica	ACCEPTED	SPECIES	EXACT	100	3020871
2192		plants	Prunus persica (L.) Batsch						Rosaceae								Cas.						Hort.	D		AS-Te		X	X					2004		2014						3022511	Prunus persica (L.) Batsch	Prunus persica	ACCEPTED	SPECIES	EXACT	100	3022511
2193		plants	Prunus serotina Ehrh.						Rosaceae								Inv.						Hort.	D		NAM		X	X	X				1904		N						3021850	Prunus serotina Ehrh.	Prunus serotina	ACCEPTED	SPECIES	EXACT	100	3021850
2194		plants	Prunus virginiana L.						Rosaceae								Cas.						Hort.	D		NAM		X						2001		2001						3022668	Prunus virginiana L.	Prunus virginiana	ACCEPTED	SPECIES	EXACT	100	3022668
2195		plants	Prunus x fruticans Weihe (P. domestica subsp. insititia x spinosa L.)						Rosaceae								Cas.?						Hort.	D		Hybr.		?	?	?				?		?													
2196		plants	Pyracantha coccinea Roem.						Rosaceae								Cas.						Hort.	D		E AS-Te		X	X					2001		Ann.						2988188	Pyracantha coccinea M.Roem.	Pyracantha coccinea	ACCEPTED	SPECIES	EXACT	100	2988188
2197		plants	Pyrus communis L. subsp. communis 						Rosaceae								Cas.						Hort.	D		E AS-Te		X	X	X				?		Ann.						5362573	Pyrus communis L.	Pyrus communis	ACCEPTED	SPECIES	HIGHERRANK	100	5362573
2198		plants	Rhodotypos scandens (Thunb.) Makino						Rosaceae								Cas.						Hort. 	D		AS-Te			X					1947		1947						3032442	Rhodotypos scandens (Thunb.) Makino	Rhodotypos scandens	ACCEPTED	SPECIES	EXACT	100	3032442
2199		plants	Rosa blanda Ait.						Rosaceae								Ext.						Hort. 	D		NAM		X	X					1861		1939						3002372	Rosa blanda Aiton	Rosa blanda	ACCEPTED	SPECIES	EXACT	100	3002372
2200		plants	Rosa chinensis group						Rosaceae								Cas.						Hort.	D		Cult.		X						2007		2007						3005039	Rosa chinensis Jacq.	Rosa chinensis	ACCEPTED	SPECIES	HIGHERRANK	100	3005039
2201		plants	Rosa 'Dorothy Perkins'						Rosaceae								Cas.						Hort.	D		Cult.			X					2010		2010						3002148	Rosa L.	Rosa	ACCEPTED	GENUS	EXACT	96	3002148
2202		plants	Rosa glauca Pourr.						Rosaceae								Cas.						Hort. 	D		E		X						1996		2014						3003709	Rosa glauca Pourr.	Rosa glauca	ACCEPTED	SPECIES	EXACT	100	3003709
2203		plants	Rosa 'Hollandica'						Rosaceae								Cas.						Hort.	D		Cult.		X						2010		2015						3002148	Rosa L.	Rosa	ACCEPTED	GENUS	EXACT	96	3002148
2204		plants	Rosa majalis J. Herrmann						Rosaceae								Ext.						Hort. 	D		E AS-Te		 	X					<1850		1920						3002263	Rosa majalis Herrm.	Rosa majalis	ACCEPTED	SPECIES	EXACT	100	3002263
2205		plants	Rosa multiflora Thunb. ex Murray						Rosaceae								Nat.						Hort. 	D		AS-Te		X	X					1966		N						3003244	Rosa multiflora Thunb.	Rosa multiflora	ACCEPTED	SPECIES	EXACT	100	3003244
2206		plants	Rosa pendulina L.						Rosaceae								Ext.						Hort. 	D		E		X	X					<1827		1911						3006974	Rosa pendulina L.	Rosa pendulina	ACCEPTED	SPECIES	EXACT	100	3006974
2207		plants	Rosa rugosa Thunb.						Rosaceae								Inv.						Hort. 	D		AS-Te		X	X	X				1934		N						3003979	Rosa rugosa Thunb.	Rosa rugosa	ACCEPTED	SPECIES	EXACT	100	3003979
2208		plants	Rosa virginiana J. Herrmann						Rosaceae								Cas.						Hort. 	D		NAM		X						2002		2013						3006137	Rosa virginiana Mill.	Rosa virginiana	ACCEPTED	SPECIES	EXACT	100	3006137
2209		plants	Rubus armeniacus Focke						Rosaceae								Nat.						Hort. 	D		E AS-Te		X	X					2002		N						2996525	Rubus armeniacus Focke	Rubus armeniacus	ACCEPTED	SPECIES	EXACT	100	2996525
2210		plants	Rubus cockburnianus Hemsl.						Rosaceae								Cas.						Hort.	D		AS-Te		X						2011		2011						2994120	Rubus cockburnianus Hemsl.	Rubus cockburnianus	ACCEPTED	SPECIES	EXACT	100	2994120
2211		plants	Rubus laciniatus Willd.						Rosaceae								Nat.						Hort. 	D		E		X	X	X				1948		N						2992543	Rubus laciniatus (Weston) Willd.	Rubus laciniatus	ACCEPTED	SPECIES	EXACT	100	2992543
2212		plants	Rubus odoratus L.						Rosaceae								Nat.?						Hort. 	D		NAM		X	X					1947		N?						2994912	Rubus odoratus L.	Rubus odoratus	ACCEPTED	SPECIES	EXACT	100	2994912
2213		plants	Rubus parviflorus Nutt.						Rosaceae								Cas.						Hort.	D		NAM		X						2011		2013						2989557	Rubus parviflorus Nutt.	Rubus parviflorus	ACCEPTED	SPECIES	EXACT	100	2989557
2214		plants	Rubus phoenicolasius Maxim.						Rosaceae								Nat.						Hort. 	D		AS-Te		X	X	X				1950		N						2995149	Rubus phoenicolasius Maxim.	Rubus phoenicolasius	ACCEPTED	SPECIES	EXACT	100	2995149
2215		plants	Rubus spectabilis Pursh						Rosaceae								Nat.						Hort. 	D		NAM		X		X				1941		N						2993761	Rubus spectabilis Pursh	Rubus spectabilis	ACCEPTED	SPECIES	EXACT	100	2993761
2216		plants	Rubus tricolor Focke						Rosaceae								Cas.						Hort. 	D		AS-Te		X						2002		2002						2989222	Rubus tricolor Focke	Rubus tricolor	ACCEPTED	SPECIES	EXACT	100	2989222
2217		plants	Sanguisorba minor Scop. subsp. balearica (Bourgeau ex Nyman) Muñoz Garmendia et C. Navarro						Rosaceae								Cas.?						Hort.	D		E AF AS-Te		X	X	X				1824		2014						3029431	Sanguisorba minor subsp. balearica (Bourg. ex Nyman) Muñoz Garm. & C.Navarro	Sanguisorba minor balearica	ACCEPTED	SUBSPECIES	EXACT	100	3029431
2218		plants	Sorbaria kirilowii (Regel) Maxim.	S. arborea C.K. Schneider					Rosaceae								Cas.						Hort.	D		AS-Te		X						2013		2014						3012103	Sorbaria kirilowii (Regel & Tiling) Maxim.	Sorbaria kirilowii	ACCEPTED	SPECIES	EXACT	100	3012103
2219		plants	Sorbaria sorbifolia (L.) A. Braun						Rosaceae								Nat.						Hort.	D		AS-Te		X	X	X				1973		N						3012089	Sorbaria sorbifolia (L.) A.Braun	Sorbaria sorbifolia	ACCEPTED	SPECIES	EXACT	100	3012089
2220		plants	Sorbaria tomentosa (Lindl.) Rehd.						Rosaceae								Nat.						Hort.	D		AS-Te		X						2000		N						3012117	Sorbaria tomentosa (Lindl.) Rehder	Sorbaria tomentosa	ACCEPTED	SPECIES	EXACT	100	3012117
2221		plants	Sorbus domestica L.						Rosaceae								Cas.						Hort.	D		E AF AS-Te			X					1873		1873						3013206	Sorbus domestica L.	Sorbus domestica	ACCEPTED	SPECIES	EXACT	100	3013206
2222		plants	Sorbus hybrida L.						Rosaceae								Cas.						Hort.	D		E		 	X					1961		1961						3012400	Sorbus hybrida L.	Sorbus hybrida	ACCEPTED	SPECIES	EXACT	100	3012400
2223		plants	Sorbus intermedia (Ehrh.) Pers.						Rosaceae								Cas.						Hort.	D		E		X	X	X				1934		2014						3012254	Sorbus intermedia (Ehrh.) Pers.	Sorbus intermedia	ACCEPTED	SPECIES	EXACT	100	3012254
2224		plants	Sorbus latifolia (Lam.) Pers.						Rosaceae								Cas.						Hort.	D		E			X					1986		1987						3012426	Sorbus latifolia (Lam.) Pers.	Sorbus latifolia	ACCEPTED	SPECIES	EXACT	100	3012426
2225		plants	Spiraea alba Du Roi						Rosaceae								Inv.						Hort.	D		NAM		X	X	X				1803		N						3026585	Spiraea alba Du Roi	Spiraea alba	ACCEPTED	SPECIES	EXACT	100	3026585
2226		plants	Spiraea canescens D. Don						Rosaceae								Cas.						Hort.	D		AS-Te		X	 					2001		2009						3027138	Spiraea canescens D.Don	Spiraea canescens	ACCEPTED	SPECIES	EXACT	100	3027138
2227		plants	Spiraea chamaedryfolia L. subsp. ulmifolia (Scop.) J. Duvigneaud						Rosaceae								Nat.						Hort.	D		E AS-Te			X					1882		N						3027196	Spiraea chamaedryfolia subsp. ulmifolia (Scop.) J.Duvign.	Spiraea chamaedryfolia ulmifolia	SYNONYM	SUBSPECIES	EXACT	97	3026406
2228		plants	Spiraea douglasii Hook.						Rosaceae								Inv.						Hort.	D		NAM		X	X	X				1885		N						3027159	Spiraea douglasii Hook.	Spiraea douglasii	ACCEPTED	SPECIES	EXACT	100	3027159
2229		plants	Spiraea hypericifolia L.						Rosaceae								Cas.						Hort.	D		E AS-Te			X					1885		1911						3026431	Spiraea hypericifolia L.	Spiraea hypericifolia	ACCEPTED	SPECIES	EXACT	100	3026431
2230		plants	Spiraea japonica L. f.						Rosaceae								Nat.						Hort.	D		AS-Te		X	X	X				1901		N						3026403	Spiraea japonica L.f.	Spiraea japonica	ACCEPTED	SPECIES	EXACT	100	3026403
2231		plants	Spiraea nipponica Maxim.						Rosaceae								Cas.						Hort.	D		AS-Te		X						2010		2010						3027341	Spiraea nipponica Maxim.	Spiraea nipponica	ACCEPTED	SPECIES	EXACT	100	3027341
2232		plants	Spiraea tomentosa L.						Rosaceae								Inv.						Hort.	D		NAM		X						1870		N						3026819	Spiraea tomentosa L.	Spiraea tomentosa	ACCEPTED	SPECIES	EXACT	100	3026819
2233		plants	Spiraea x billardii Hérincq (S. alba x douglasii) 	Incl. S. x pseudosalicifolia Silverside					Rosaceae								Inv.						Hort.	D		Cult.		X	X	X				1895		N													
2234		plants	Spiraea x brachybotrys Lange (S. canescens x douglasii)						Rosaceae								Cas.						Hort.	D		Cult.			X					1947		1947													
2235		plants	Spiraea x macrothyrsa (Zabel) Dipp. (S. douglasii x latifolia Borkh.)						Rosaceae								Cas.?						Hort.	D		Cult.		X	X					1948		2014													
2236		plants	Spiraea x rosalba Dippel (S. alba x salicifolia L.)						Rosaceae								Nat.?						Hort.	D		Cult.		X	X					2003		N?													
2237		plants	Spiraea x vanhouttei (Briot) Carr. (S. cantoniensis Lour. x trilobata L.)						Rosaceae								Cas.						Hort.	D		Cult.			X					1959		1983													
2238		plants	Stranvaesia davidiana Decaisne	Photinia davidiana (Decaisne) Cardot					Rosaceae								Cas.						Hort.	A		AS-Te		X						2007		2014						3000406	Stranvaesia davidiana Decne.	Stranvaesia davidiana	SYNONYM	SPECIES	EXACT	100	5363911
2239		plants	Asperula arvensis L.						Rubiaceae								Cas.						Grain, etc	A		E AF AS-Te		X	X					1812		2014						2916662	Asperula arvensis L.	Asperula arvensis	ACCEPTED	SPECIES	EXACT	100	2916662
2240		plants	Asperula laevigata L.						Rubiaceae								Cas.						?	A?		E AF AS-Te		X		X				1823		1854						2916822	Asperula laevigata L.	Asperula laevigata	ACCEPTED	SPECIES	EXACT	100	2916822
2241		plants	Asperula taurina L.						Rubiaceae								Ext.						Hort.	D		E AS-Te		X		X				1861		1924						2916975	Asperula taurina L.	Asperula taurina	ACCEPTED	SPECIES	EXACT	100	2916975
2242		plants	Asperula tinctoria L.						Rubiaceae								Cas.						Hort.?	D?		E		X	X					<1835		1922						2916767	Asperula tinctoria L.	Asperula tinctoria	ACCEPTED	SPECIES	EXACT	100	2916767
2243		plants	Crucianella angustifolia L.						Rubiaceae								Cas.						?	A		E AF AS-Te		X						<1837		<1837						5336632	Crucianella angustifolia L.	Crucianella angustifolia	ACCEPTED	SPECIES	EXACT	100	5336632
2244		plants	Galium divaricatum Pourr. ex Lam.						Rubiaceae								Cas.						?	A		E AS-Te		X						<1900		2008						2908428	Galium divaricatum Pourr. ex Lam.	Galium divaricatum	ACCEPTED	SPECIES	EXACT	100	2908428
2245		plants	Galium murale (L.) All.						Rubiaceae								Cas.						Wool, urban weed	A		E AF AS-Te		X	X					1902		2015						2914590	Galium murale (L.) All.	Galium murale	ACCEPTED	SPECIES	EXACT	100	2914590
2246		plants	Galium parisiense L. var. leiocarpum Tausch						Rubiaceae								Nat.						Grain,etc	A		E AF AS-Te		X		X				<1850		N						2914818	Galium parisiense var. leiocarpum	Galium parisiense leiocarpum	SYNONYM	VARIETY	EXACT	100	2908428
2247		plants	Galium parisiense L. var. parisiense						Rubiaceae								Cas.						Wool	A		E AF AS-Te			X					1904		1904						2913169	Galium parisiense L.	Galium parisiense	ACCEPTED	SPECIES	HIGHERRANK	100	2913169
2248		plants	Galium rubioides L.						Rubiaceae								Cas.						Hort.	D		E		?	?	?				<1900		<1900						2913315	Galium rubioides L.	Galium rubioides	ACCEPTED	SPECIES	EXACT	100	2913315
2249		plants	Galium tenuissimum Bieb.						Rubiaceae								Cas.						Wool,etc	A		E AS-Te		X	X					1906		1953						2914501	Galium tenuissimum M.Bieb.	Galium tenuissimum	ACCEPTED	SPECIES	EXACT	100	2914501
2250		plants	Galium verrucosum Huds.						Rubiaceae								Cas.						Grain	A		E AF AS-Te			X					1904		1909						2914754	Galium verrucosum Huds.	Galium verrucosum	ACCEPTED	SPECIES	EXACT	100	2914754
2251		plants	Galium verum L. subsp. wirtgenii (F. W. Schultz) Oborný						Rubiaceae								Nat.?						Hort.	D		E		X						2007		Nat.?						2914404	Galium verum subsp. wirtgenii	Galium verum wirtgenii	ACCEPTED	SUBSPECIES	EXACT	100	2914404
2252		plants	Phuopsis stylosa (Trin.) Benth. et Hook. f. ex B.D. Jackson						Rubiaceae								Cas.						Hort.	D		AS-Te		X	X					2000		2014						2903387	Phuopsis stylosa (Trin.) Hook.f. ex B.D.Jacks.	Phuopsis stylosa	ACCEPTED	SPECIES	EXACT	100	2903387
2253		plants	Rubia tinctorum L.						Rubiaceae								Cas.						Hort. 	D		E AS-Te		X						<1850		<1850						2892272	Rubia tinctorum L.	Rubia tinctorum	ACCEPTED	SPECIES	EXACT	100	2892272
2254		plants	Citrus aurantium L.						Rutaceae								Cas.						Food refuse	D		AS-Tr			X					1949		1949						3190167	Citrus aurantium L. (pro. sp.)	Citrus aurantium	ACCEPTED	SPECIES	EXACT	100	3190167
2255		plants	Ptelea trifoliata L.						Rutaceae								Nat.						Hort.	D		NAM		X	X					1959		N						3190411	Ptelea trifoliata L.	Ptelea trifoliata	ACCEPTED	SPECIES	EXACT	100	3190411
2256		plants	Ruta graveolens L.						Rutaceae								Nat.						Hort.	D		E		X	X					1881		N						3190382	Ruta graveolens L.	Ruta graveolens	ACCEPTED	SPECIES	EXACT	100	3190382
2257		plants	Skimmia japonica Thunb.						Rutaceae								Cas.?						Hort.	D		AS-Te		X	X					2012		2015						7269601	Skimmia japonica Lindl.	Skimmia japonica	ACCEPTED	SPECIES	EXACT	100	7269601
2258		plants	Populus alba L.						Salicaceae								Nat.						Hort.	D		E		X	X	X				1955?		N						3040233	Populus alba L.	Populus alba	ACCEPTED	SPECIES	EXACT	100	3040233
