AphiaID	Kingdom	Phylum	Class	Order	Family	Genus	Taxon	PlaceName	Distribution_id	Note	Beginyear	Occurrence	Origin	Invasiveness	Reference_id	Reference
111164.0	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	Bugula	Bugula stolonifera	Belgian Coast	625682.0	In Belgische jachthavens.			Alien		130048.0	De_blauwe, H. (2009). Mosdiertjes van de Zuidelijke Bocht van de Noordzee: Determinatiewerk voor België en Nederland. <em>Vlaams Instituut voor de Zee, Oostende.</em> 464.
111164.0	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	Bugula	Bugula stolonifera	Belgian Exclusive Economic Zone	642531.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
111164.0	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	Bugula	Bugula stolonifera	Belgian part of the North Sea	856870.0		1976.0	Established	Alien	Not specified	130048.0	De_blauwe, H. (2009). Mosdiertjes van de Zuidelijke Bocht van de Noordzee: Determinatiewerk voor België en Nederland. <em>Vlaams Instituut voor de Zee, Oostende.</em> 464.
111164.0	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	Bugula	Bugula stolonifera	Belgian part of the North Sea	815734.0			Reported	Alien	Not invasive	177060.0	Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)
107379.0	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	Callinectes sapidus	Belgian Exclusive Economic Zone	642507.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
107379.0	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	Callinectes sapidus	Belgian part of the North Sea	856871.0		1993.0	Established	Alien	Not specified	194866.0	Van Damme, P.; Maes, J. (1993). De Blauwe Zwemkrab Callinectes sapidus Rathbun, 1896 in de Westerschelde (België). <em>De Strandvlo.</em> 13(4): 120-121.
107379.0	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	Callinectes sapidus	Belgian part of the North Sea	815761.0			Established	Alien	Uncertain	177060.0	Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)
146768.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	Caprella mutica	Belgian Exclusive Economic Zone	642508.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
146768.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	Caprella mutica	Belgian part of the North Sea	818866.0	Location : Zeebrugge harbour<br/>Year first introduced or recorded : Region of first record: Zeebrugge harbour	1998.0	Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
146768.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	Caprella mutica	Belgian part of the North Sea	856872.0		1998.0	Established	Alien	Not specified	147598.0	De Blauwe, H.; Dumoulin, E. (2009). De zeefauna en -flora uit de jachthaven van Zeebrugge, in het bijzonder de fouling-organismen van drijvende pontons De Strandvlo 29(2): 41-63
146768.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	Caprella mutica	Belgian part of the North Sea	857088.0	Location: Zeebrugge Marina (1998) Shipping; Oostende Harbour Buoy (2002) Shipping	1998.0	Reported	Alien	Not specified	191857.0	Ashton, G. V.; Willis, K. J.; Cook, E. J.; Burrows, M. (2007). Distribution of the introduced amphipod, Caprella mutica Schurin, 1935 (Amphipoda: Caprellida: Caprellidae) on the west coast of Scotland and a review of its global distribution. <em>Hydrobiologia.</em> 590(1): 31-41.
146768.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	Caprella mutica	Belgian part of the North Sea	857420.0		1998.0	Established	Alien	Not specified	190788.0	Cook, J. E.; Jahnke, M.; Kerckhof, F.; Minchin, D.; Faasse, M.; Boos, K.; Ashton, G. (2007). European expansion of the introduced amphipod Caprella mutica Schurin 1935. <em>Aquatic Invasions.</em> 2: 411-421.
145606.0	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Caulacanthaceae	Caulacanthus	Caulacanthus ustulatus	Belgian Exclusive Economic Zone	772612.0	non-indigenous	2011.0		Alien		132969.0	VLIZ Alien Species Consortium
145606.0	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Caulacanthaceae	Caulacanthus	Caulacanthus ustulatus	Belgian part of the North Sea	856873.0	Belgian coast 	2011.0	Established	Alien	Not specified	162899.0	Kerckhof, F.; Verbeke, D.; Bauwens, F. (2012). Nieuws uit de Baai van Heist: de roodwieren Caulacanthus ustulatus (Mertens ex Turner) Kützing, 1843 en Gracilaria vermiculophylla (Ohmi) Papenfuss 1967 nieuw voor de Belgische kust en een merkwaardig habitat van intertidale mossels De Strandvlo 32(1): 19-23
148582.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Chelicorophium	Chelicorophium curvispinum	Belgian Exclusive Economic Zone	642510.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
148582.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Chelicorophium	Chelicorophium curvispinum	Belgian part of the North Sea	856927.0	estuaries and river basins	1981.0	Established	Alien	Not specified	195441.0	Wouters, K.A. (1985). Corophium curvispinum Sars, 1895 in the river Meuse, Belgium. <em>Crustaceana.</em> 48(2): 218-220.
370562.0	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	Codium	Codium fragile subsp. fragile	Belgian Exclusive Economic Zone	642462.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
370562.0	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	Codium	Codium fragile subsp. fragile	Belgian part of the North Sea	856874.0		1939.0	Established	Alien	Not specified	95136.0	Leloup, E. & O. Miller. (1940). La flore et la faune du Bassin de Chasse d'Ostende (1937-1938). Mémoires du Musée Royal d'Histoire Naturelle de Belgique 94:1-112, pls. 1-3. (30-iv-1940)
117428.0	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Cordylophoridae	Cordylophora	Cordylophora caspia	Belgian Exclusive Economic Zone	642474.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
117428.0	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Cordylophoridae	Cordylophora	Cordylophora caspia	Belgian part of the North Sea	856875.0	Brackish, harbour Niewpoort, Belgian coast	1905.0	Established	Alien	Not specified	36609.0	Loppens, K., 1905. Rapide multiplication de quelques bryozoaires et hydroïdes. Annls Soc. r. zool. malacol. Belg. 40 : xxii-xxiii.
127180.0	Animalia	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	Coregonus lavaretus	Belgian part of the North Sea	814609.0			Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
156632.0	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	Coscinodiscus wailesii	Belgian Coast	642465.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
156632.0	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	Coscinodiscus wailesii	Belgian Coast	639811.0		1977.0		Alien		71170.0	Kerckhof, F., Haelters, J.; Gollasch, S. (2007). Alien species in the marine and brackish ecosystem: the situation in Belgian waters. <em>Aquatic Invasions.</em> 2(3): 243-257.
156632.0	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	Coscinodiscus wailesii	Belgian part of the North Sea	856876.0			Established	Alien	Not specified	194859.0	Laing, I.; Gollasch, S. (2002). Coscinodiscus wailesii: a nuisance diatom in European waters, in: Leppäkoski, E. et al. (Ed.) (2002). Invasive aquatic species of Europe: distribution, impacts and management. pp. 53-55 
140656.0	Animalia	Mollusca	Bivalvia	Ostreoida	Ostreidae	Crassostrea	Crassostrea gigas	Belgian Exclusive Economic Zone	642485.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
140656.0	Animalia	Mollusca	Bivalvia	Ostreoida	Ostreidae	Crassostrea	Crassostrea gigas	Belgian part of the North Sea	818947.0	Location : Belgian coast<br/>Year first introduced or recorded : 1960-1969 - Belgian coast		Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
140656.0	Animalia	Mollusca	Bivalvia	Ostreoida	Ostreidae	Crassostrea	Crassostrea gigas	Belgian part of the North Sea	856877.0		1969.0	Established	Alien	Not specified	194876.0	ICES Advisory Committee on the Marine Environment (2006). Working Group on Introductions and Transfers of Marine Organisms (WGITMO)16-17 March 2006 Oostende, Belgium. <em>CM Documents - ICES, CM 2006(ACME:05).</em> ICES: Copenhagen. 330 pp.
138963.0	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula fornicata	Belgian Exclusive Economic Zone	642486.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
138963.0	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula fornicata	Belgian part of the North Sea	814684.0		1911.0	Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
138963.0	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula fornicata	Belgian part of the North Sea	856878.0		1911.0	Established	Alien	Not specified	133198.0	Polk, P. (1962). Contribution to the knowledge on the marine fauna of the Belgian coast: 4. Control of the oyster pest Crepidula fornicata L. in the Sluice Dock at Ostend [Bijdrage tot de kennis der mariene fauna van de Belgische kust: 4. De bestrijding van de oesterplaag Crepidula fornicata L. in de Spuikom te Oostende]. Biol. Jb. Dodonaea 30: 37-46 
154582.0	Animalia	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio	Belgian part of the North Sea	814740.0			Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
395099.0	Animalia	Cnidaria	Anthozoa	Actiniaria	Diadumenidae	Diadumene	Diadumene lineata	Belgian part of the North Sea	856912.0	estuaries, Ostend Sluice Dock (Spuikom), Belgian coast	1998.0	Established	Alien	Not specified	71170.0	Kerckhof, F., Haelters, J.; Gollasch, S. (2007). Alien species in the marine and brackish ecosystem: the situation in Belgian waters. <em>Aquatic Invasions.</em> 2(3): 243-257.
148586.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Dikerogammarus	Dikerogammarus villosus	Belgian part of the North Sea	856925.0	estuaries and river basins	2005.0	Established	Alien	Not specified	195439.0	Boets, P.; Lock, K.; Goethals, P. L. M. (2010). Using long-term monitoring to investigate the changes in species composition in the harbour of Ghent (Belgium). <em>Hydrobiologia.</em> 663(1): 155-166.
103579.0	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Diplosoma	Diplosoma listerianum	Belgian Exclusive Economic Zone	642540.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
103579.0	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Diplosoma	Diplosoma listerianum	Belgian part of the North Sea	856921.0	not observed since 2011	2002.0	Uncertain	Origin unknown	Not specified	1071.0	De Blauwe, Hans
490139.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Echinogammarus	Echinogammarus trichiatus	Belgian part of the North Sea	814836.0	Year first introduced or recorded : June 2009	2009.0	Reported	Alien	Of concern	177008.0	Boets, P.; Lock, K.; Tempelman, D.; Van Haaren, T.; Platvoet, D.; Goethals, P.L.M. (2012). First occurrence of the Ponto-Caspian amphipod Echinogammarus trichiatus (Martynov, 1932) (Crustacea: Gammaridae) in Belgium. BioInvasions Records 1(2): 115–120.
106209.0	Animalia	Arthropoda		Sessilia	Austrobalanidae	Elminius	Elminius modestus	Belgian Exclusive Economic Zone	642511.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
106209.0	Animalia	Arthropoda		Sessilia	Austrobalanidae	Elminius	Elminius modestus	Belgian part of the North Sea	856879.0		1950.0	Established	Alien	Not specified	95568.0	Leloup, E; Lefevre, S. (1952). Sur la présence dans les eaux de la côte belge du Cirripède Elminius modestus Darwin, 1854, du Copépode parasite Mytilicola intestinalis Steuer, 1902, et du Polychète Mercierella enigmatica Fauvel, 1922. <em>Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie.</em> 28(48):1-12, figs. 1-7, pl. 1. (viii-1952).
140732.0	Animalia	Mollusca	Bivalvia	[unassigned] Euheterodonta	Pharidae	Ensis	Ensis directus	Belgian Exclusive Economic Zone	642487.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
140732.0	Animalia	Mollusca	Bivalvia	[unassigned] Euheterodonta	Pharidae	Ensis	Ensis directus	Belgian part of the North Sea	856880.0		1987.0	Established	Alien	Not specified	194877.0	Kerckhof, F.; Dumoulin, E. (1987). Eerste vondsten van de Amerikaanse zwaardschede Ensis directus (Conrad, 1843) langs de Belgische kust. <em>De Strandvlo.</em> 7(2): 51-52.
107451.0	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Eriocheir	Eriocheir sinensis	Belgian Exclusive Economic Zone	642513.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
107451.0	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Eriocheir	Eriocheir sinensis	Belgian part of the North Sea	816663.0		1933.0	Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
107451.0	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Eriocheir	Eriocheir sinensis	Belgian part of the North Sea	856881.0		1933.0	Established	Alien	Not specified	192709.0	Wouters, Karel (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium., Bulletin Van Het Koninklijk Instituut Voor Natuurwetenschappen, Biologie. 17: 119-129
104873.0	Animalia	Arthropoda		Calanoida	Temoridae	Eurytemora	Eurytemora americana	Belgian Exclusive Economic Zone	642514.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
130988.0	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Ficopomatus	Ficopomatus enigmaticus	Belgian Exclusive Economic Zone	642484.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
130988.0	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Ficopomatus	Ficopomatus enigmaticus	Belgian part of the North Sea	856882.0		1950.0	Established	Alien	Not specified	95568.0	Leloup, E; Lefevre, S. (1952). Sur la présence dans les eaux de la côte belge du Cirripède Elminius modestus Darwin, 1854, du Copépode parasite Mytilicola intestinalis Steuer, 1902, et du Polychète Mercierella enigmatica Fauvel, 1922. <em>Bulletin de l'Institut Royal des Sciences Naturelles de Belgique, Biologie.</em> 28(48):1-12, figs. 1-7, pl. 1. (viii-1952).
102296.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	Gammarus tigrinus	Belgian part of the North Sea	856926.0	estuaries and river basins	1991.0	Established	Alien	Not specified	195440.0	Messiaen, M.; Lock, K.; Gabriels, W.; Vercauteren, Th.; Wouters, K.; Boets, P.; Goethals, P.L.M. (2010). Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). <em>Belg. J. Zool.</em> 140(1): 30-39.
117340.0	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	Garveia	Garveia franciscana	Belgian part of the North Sea	856916.0	estuaries, Zeeschelde	1962.0	Established	Alien	Not specified	26799.0	Vervoort, W. (1964). Note on the distribution of Garveia franciscana (Torrey, and Cordylophora caspia (Pallas, 1771) in the Netherlands. <em>Zool. Meded., Leiden.</em> 39: 125-146.
117340.0	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	Garveia	Garveia franciscana	Belgian part of the North Sea	825092.0	Location : lower Scheldt 	1962.0	Reported	Alien	Uncertain	26799.0	Vervoort, W. (1964). Note on the distribution of Garveia franciscana (Torrey, and Cordylophora caspia (Pallas, 1771) in the Netherlands. <em>Zool. Meded., Leiden.</em> 39: 125-146.
117768.0	Animalia	Cnidaria	Hydrozoa	Limnomedusae	Olindiidae	Gonionemus	Gonionemus vertens	Belgian part of the North Sea	826297.0	Location : Oostende	1946.0	Reported	Alien	Uncertain	191869.0	Bakker, C. (1980) On the distribution of Gonionemus vertens A. Agassiz (Hydrozoa, Limnomedusae), a new species in the eelgrass beds of Lake Grevelingen (S. W. Netherlands),Hydrobiological Bulletin 14: 186-195
117768.0	Animalia	Cnidaria	Hydrozoa	Limnomedusae	Olindiidae	Gonionemus	Gonionemus vertens	Belgian part of the North Sea	826617.0	Location : Oostende	1946.0	Reported	Alien	Uncertain	192702.0	Wolff, W. J. (2005). Non-indigenous marine and estuarine species in the Netherlands. <em>Zoologische Verhandelingen.</em> 79, 1-116.
117768.0	Animalia	Cnidaria	Hydrozoa	Limnomedusae	Olindiidae	Gonionemus	Gonionemus vertens	Belgian part of the North Sea	825099.0	Location : Oostende	1946.0	Reported	Alien	Uncertain	24164.0	Edwards, C. (1976). A study in erratic distribution: the occurrence of the medusa Gonionemus  in relation to the distribution of oysters. <em>Adv. mar. Biol.</em> 14, 251-284.
236157.0	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria vermiculophylla	Belgian Exclusive Economic Zone	772613.0	non-indigenous	2011.0		Alien		132969.0	VLIZ Alien Species Consortium
236157.0	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria vermiculophylla	Belgian part of the North Sea	856883.0	Belgian coast	2011.0	Established	Alien	Not specified	162899.0	Kerckhof, F.; Verbeke, D.; Bauwens, F. (2012). Nieuws uit de Baai van Heist: de roodwieren Caulacanthus ustulatus (Mertens ex Turner) Kützing, 1843 en Gracilaria vermiculophylla (Ohmi) Papenfuss 1967 nieuw voor de Belgische kust en een merkwaardig habitat van intertidale mossels De Strandvlo 32(1): 19-23
132883.0	Animalia	Porifera	Demospongiae	Haplosclerida	Chalinidae	Haliclona	Haliclona (Soestella) xena	Belgian Exclusive Economic Zone	642481.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
132883.0	Animalia	Porifera	Demospongiae	Haplosclerida	Chalinidae	Haliclona	Haliclona (Soestella) xena	Belgian part of the North Sea	856884.0		1988.0	Established	Alien	Not specified	127143.0	van Soest, R.W.M.; de Kluijver, M.J.; van Bragt, P.H.; Faasse, M.; Nijland, R.; Beglinger, E.J.; de Weerdt, W.H.; de Voogd, N.J. 2007. Sponge invaders in Dutch coastal waters. Journal of the Marine Biological Association of the United Kingdom 87 (6): 1733-1748.
151553.0	Animalia	Cnidaria	Anthozoa	Actiniaria	Haliplanellidae	Haliplanella	Haliplanella lineata	Belgian part of the North Sea	819088.0	Location : Spuikom (Sluice dock of Oostende)<br/>Year first introduced or recorded : Region of first record: Spuikom (Sluice Dock)	1998.0	Reported	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
111379.0	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Haplopomidae	Haplopoma	Haplopoma graniferum	Belgian Coast	625805.0	Af en toe aangetroffen op aangespoeld plastic of op aangespoelde riemwiervoetjes.	1999.0		Alien		130048.0	De_blauwe, H. (2009). Mosdiertjes van de Zuidelijke Bocht van de Noordzee: Determinatiewerk voor België en Nederland. <em>Vlaams Instituut voor de Zee, Oostende.</em> 464.
111380.0	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Haplopomidae	Haplopoma	Haplopoma impressum	Belgian Coast	625808.0	Op aangespoeld plastic of op aangespoelde riemwiervoetjes.	1999.0		Alien		130048.0	De_blauwe, H. (2009). Mosdiertjes van de Zuidelijke Bocht van de Noordzee: Determinatiewerk voor België en Nederland. <em>Vlaams Instituut voor de Zee, Oostende.</em> 464.
107454.0	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Hemigrapsus	Hemigrapsus penicillatus	Belgian Coast	642516.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
158417.0	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Hemigrapsus	Hemigrapsus sanguineus	Belgian Exclusive Economic Zone	642517.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
158417.0	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Hemigrapsus	Hemigrapsus sanguineus	Belgian part of the North Sea	856885.0		2006.0	Established	Alien	Not specified	194867.0	d'Udekem d'Acoz, C. (2006). First record of the Asian shore crab Hemigrapsus sanguineus (De Haan, 1835) in Belgium (Crustacea, Brachyura, Grapsoidea). <em>De Strandvlo.</em> 26(3): 74-82.
389288.0	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Hemigrapsus	Hemigrapsus takanoi	Belgian part of the North Sea	856886.0		2003.0	Established	Alien	Not specified	194868.0	Dumoulin, E. (2004). Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. <em>De Strandvlo.</em> 24(1): 5-35.
120025.0	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Hemimysis	Hemimysis anomala	Belgian Exclusive Economic Zone	642520.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
120025.0	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Hemimysis	Hemimysis anomala	Belgian part of the North Sea	856923.0	estuaries, Schelde	1999.0	Established	Alien	Not specified	17866.0	Verslycke T., Janssen C., Lock K. & Mees J. (2000). First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology, 130, 2, 157-158.
148579.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae	Incisocalliope	Incisocalliope aestuarius	Belgian Coast	642521.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
148579.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Pleustidae	Incisocalliope	Incisocalliope aestuarius	Belgian part of the North Sea	856924.0	estuaries, Schelde	1996.0	Established	Alien	Not specified	1141.0	Faasse, M.; Van Moorsel, G. (2003). The North-American amphipods, <i>Melita nitida</i> Smith, 1873 and <i>Incisocalliope aestuarius</i> (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). <i>Aquat. Ecol. 37(1)</i>: 13-22
248010.0	Animalia	Rotifera	Eurotatoria	Ploima	Brachionidae	Keratella	Keratella tropica	Belgian part of the North Sea	856928.0	estuaries and river basins	1974.0	Established	Alien	Not specified	195442.0	Coussement, M. (1977). Nieuwe gegevens omtrent de Rotatoria-fauna van het Donkmeer in Oost-Vlaanderen. <em>Natuurwet. Tijdschr.</em> 58(3): 138-146.
154321.0	Animalia	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Leucaspius	Leucaspius delineatus	Belgian part of the North Sea	817111.0			Uncertain	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
181523.0	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Marenzelleria	Marenzelleria neglecta	Belgian part of the North Sea	856917.0	estuaries, Zeeschelde, Westerschelde	1996.0	Established	Alien	Not specified	18435.0	Ysebaert T., De Neve L. & Meire P. (2000). The subtidal macrobenthos in the mesohaline part of the Schelde Estuary (Belgium): influenced by man?. Journal of the Marine Biological Association of the United Kingdom, 80, 4, 587-597.
131135.0	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Marenzelleria	Marenzelleria viridis	Belgian part of the North Sea	817189.0	In the Schelde estuary a first record (two specimens) of the spionid Marenzelleria viridis (Polychaeta, Spionidae) was made on 23th October 1996 at Doel, near the Dutch-Belgian border.	1996.0	Reported	Origin unknown	Uncertain	191399.0	Ysebaert, T.; Meire, P.; De Block, M.; De Regge, N.; Soors, J. (1997). A first record of Marenzelleria viridis Verrill, 1873) (Polychaeta, Spionidae) in the Schelde estuary (Belgium). <em>Biol. Jaarb. Dodonea.</em> 64: 176-181.
149682.0	Animalia	Arthropoda		Sessilia	Balanidae	Megabalanus	Megabalanus coccopoma	Belgian Exclusive Economic Zone	642522.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
149682.0	Animalia	Arthropoda		Sessilia	Balanidae	Megabalanus	Megabalanus coccopoma	Belgian part of the North Sea	856887.0		1997.0	Established	Alien	Not specified	190963.0	Kerckhof, F.; Cattrijsse, A. (2001). Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. <i>Senckenbergiana maritima</i>. 31: 245-254.
149682.0	Animalia	Arthropoda		Sessilia	Balanidae	Megabalanus	Megabalanus coccopoma	Belgian part of the North Sea	825279.0	Location : Belgian waters<br/>Year first introduced or recorded : 1997-1999. [In 1997-1999, M. coccopoma was found to be widespread on buoys in Belgian waters.]		Established	Alien	Uncertain	190963.0	Kerckhof, F.; Cattrijsse, A. (2001). Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. <i>Senckenbergiana maritima</i>. 31: 245-254.
106225.0	Animalia	Arthropoda		Sessilia	Balanidae	Megabalanus	Megabalanus tintinnabulum	Belgian Exclusive Economic Zone	642523.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
106225.0	Animalia	Arthropoda		Sessilia	Balanidae	Megabalanus	Megabalanus tintinnabulum	Belgian part of the North Sea	856888.0		1998.0	Established	Alien	Not specified	190963.0	Kerckhof, F.; Cattrijsse, A. (2001). Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. <i>Senckenbergiana maritima</i>. 31: 245-254.
146922.0	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae	Melita	Melita nitida	Belgian part of the North Sea	856911.0	Brackish, Zeeschelde	1996.0	Established	Alien	Not specified	195435.0	Boets, P.; Lock, K.; Goethals, P. L. M. (2011). Assessing the importance of alien macro-Crustacea (Malacostraca) within macroinvertebrate assemblages in Belgian coastal harbours. <em>Helgoland Marine Research.</em> 66(2): 175-187.
141919.0	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria	Belgian Exclusive Economic Zone	642488.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
141919.0	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Mercenaria	Mercenaria mercenaria	Belgian part of the North Sea	819098.0	Location : Spuikom (Sluice Dock)<br/>Year first introduced or recorded : 1930s		Established	Alien	Uncertain	177036.0	DAISIE - European Invasive Alien Species Gateway
151158.0	Animalia	Chordata	Actinopteri	Perciformes	Sciaenidae	Micropogonias	Micropogonias undulatus	Belgian Exclusive Economic Zone	642546.0	non-indigenous			Alien		132969.0	VLIZ Alien Species Consortium
151158.0	Animalia	Chordata	Actinopteri	Perciformes	Sciaenidae	Micropogonias	Micropogonias undulatus	Belgian part of the North Sea	817252.0		1998.0	Reported	Alien	Uncertain	1093.0	Rappé, G. (2002). Eerste vangst van <i>Micropogonias undulatus</i> (Linnaeus, 1766), een Amerikaanse vis, in Belgische en Europese wateren [First catch of <i>Micropogonias undulatus</i> (Linnaeus, 1766), an American fish, in Belgian and European waters]. <i>De Strandvlo 22(3-4)</i>: 119-121
151158.0	Animalia	Chordata	Actinopteri	Perciformes	Sciaenidae	Micropogonias	Micropogonias undulatus	Belgian part of the North Sea	856889.0		1998.0	Established	Alien	Not specified	194875.0	Kerckhof, F. (2006). National report Belgium, 2005, in: ICES Advisory Committee on the Marine Environment (2006). Working Group on Introductions and Transfers of Marine Organisms (WGITMO) 16-17 March 2006 Oostende, Belgium. CM Documents - ICES, CM 2006(ACME:05): pp. 43-45 
