taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
181372	wrims	Palaemon macrodactylus		Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
181372	wrims	Palaemon macrodactylus		Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon							Established	Alien				Not specified										Belgian part of the North Sea		1998			De Blauwe, H. (2006). De rugstreepsteurgarnaal Palaemon macrodactylus in BelgiÃ«. <em>De Strandvlo.</em> 26(1): 22-23.	194947			Belgian coast
181372	wrims	Palaemon macrodactylus		Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon							Reported	Alien				Uncertain										Belgian part of the North Sea		2006			Kerckhof, F., Haelters, J.; Gollasch, S. (2007). Alien species in the marine and brackish ecosystem: the situation in Belgian waters. <em>Aquatic Invasions.</em> 2(3): 243-257.	71170			Location : Zeebruge
181372	wrims	Palaemon macrodactylus		Animalia	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Palaemon							Reported	Alien				Uncertain										Belgian part of the North Sea		2006			Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)	177060			
140730	wrims	Petricola pholadiformis		Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Petricola								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
140730	wrims	Petricola pholadiformis		Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Petricola							Established	Alien				Uncertain										Belgian part of the North Sea					DAISIE - European Invasive Alien Species Gateway	177036			Year first introduced or recorded : 1900-1909
156961	wrims	Petricolaria pholadiformis		Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Petricolaria							Established	Alien				Not specified										Belgian part of the North Sea		1899			Loppens, K. (1902). Petricola pholadiformis L. <em>Bull. SÃ©ances Soc. (R.) Malacol. Belg.</em> XXXVII: XLI-XLII.	194878			
144642	wrims	Polysiphonia harveyi		Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia								Alien													Belgian Coast						VLIZ Alien Species Consortium	132969			non-indigenous
144665	wrims	Polysiphonia senticulosa		Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia								Alien													Belgian Coast						VLIZ Alien Species Consortium	132969			non-indigenous
144665	wrims	Polysiphonia senticulosa		Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia							Established	Alien				Not specified										Belgian part of the North Sea		2001			Kerckhof, F.; Stegenga, H. (2003). Nieuwe Polysiphonia-soorten voor BelgiÃ« en Noord-Frankrijk, met een gereviseerde determineertabel voor de soorten van het geslacht Polysiphonia in deze regio. <em>Dumortiera.</em> 80: 40-45.	194860			
147123	wrims	Potamopyrgus antipodarum		Animalia	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus								Alien													Belgian Coast						VLIZ Alien Species Consortium	132969			non-indigenous
147123	wrims	Potamopyrgus antipodarum		Animalia	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus							Established	Alien				Not specified										Belgian part of the North Sea		1927			Dupuis, M.P. (1927). Faune malacologique de la Belgique: notes concernant la dÃ©couverte par le Dr. Giltay de deux espÃ¨ces de mollusques nouveaux pour la faune belge. <em>Ann. Soc. R. Zool. Bel.</em> 58: 31-38.	195445			estuaries and river basins
147123	wrims	Potamopyrgus antipodarum		Animalia	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus							Established	Alien				Uncertain										Belgian part of the North Sea					DAISIE - European Invasive Alien Species Gateway	177036			
233891	wrims	Proasellus coxalis		Animalia	Arthropoda	Malacostraca	Isopoda	Asellidae	Proasellus							Established	Alien				Not specified										Belgian part of the North Sea		1998			Messiaen, M.; Lock, K.; Gabriels, W.; Vercauteren, Th.; Wouters, K.; Boets, P.; Goethals, P.L.M. (2010). Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). <em>Belg. J. Zool.</em> 140(1): 30-39.	195440			estuaries and river basins
465540	wrims	Procambarus clarkii		Animalia	Arthropoda	Malacostraca	Decapoda	Cambaridae	Procambarus							Reported	Alien				Uncertain										Belgian part of the North Sea					Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)	177060			
465540	wrims	Procambarus clarkii		Animalia	Arthropoda	Malacostraca	Decapoda	Cambaridae	Procambarus							Established	Alien				Uncertain										Belgian part of the North Sea		1980			DAISIE - European Invasive Alien Species Gateway	177036			
503319	wrims	Prokelisia marginata		Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Prokelisia							Established	Alien				Not specified										Belgian part of the North Sea		2011			De Blauwe, H. (2011). De slijkgrascicade Prokelisia marginata (Hemiptera: Delphacidae), een exoot gebonden aan Engels slijkgras Spartina townsendii, verovert nu ook de Belgische kust De Strandvlo 31(3-4): 80-88	156246			Brackish, Belgian coast
360352	wrims	Pseudodiaptomus marinus		Animalia	Arthropoda		Calanoida	Pseudodiaptomidae	Pseudodiaptomus								Alien															Belgian Exclusive Economic Zone				Van Ginderdeuren, Karl	168214			
360352	wrims	Pseudodiaptomus marinus		Animalia	Arthropoda		Calanoida	Pseudodiaptomidae	Pseudodiaptomus							Established	Alien				Not specified										Belgian part of the North Sea		2010							
141602	wrims	Psiloteredo megotara		Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Psiloteredo								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
141602	wrims	Psiloteredo megotara		Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Psiloteredo							Uncertain	Origin unknown				Not specified										Belgian part of the North Sea					Redeke, H.C. (1912). Rapport over onderzoekingen betreffende het voorkomen van den scheepsworm (Teredo megotara Hanl.) in Nederlandsche zeevisschersvaartuigen. Landsdrukkerij: 's-Gravenhage. 47 pp. 	194879			
141602	wrims	Psiloteredo megotara		Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Psiloteredo							Reported	Origin unknown				Uncertain										Belgian part of the North Sea					Backeljau, T. (1986). Lijst van de recente mariene mollusken van BelgiÃ« [List of the recent marine molluscs of Belgium]. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussels, Belgium. 106 pp.	2			
156991	wrims	Rangia cuneata		Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Rangia								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
156991	wrims	Rangia cuneata		Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Rangia							Established	Alien				Not specified										Belgian part of the North Sea		2005			Verween, A.; Kerckhof, F.; Vincx, M.; Degraer, S. (2006). First European record of the invasive brackish water clam Rangia cuneata (G.B Sowerby I, 1831) (Mollusca: Bivalvia). <em>Aquatic Invasions.</em> 1(4): 198-203.	42246			brackish, estuaries
156991	wrims	Rangia cuneata		Animalia	Mollusca	Bivalvia	Veneroida	Mactridae	Rangia							Reported	Alien				Uncertain										Belgian part of the North Sea		2000			Verween, A.; Kerckhof, F.; Vincx, M.; Degraer, S. (2006). First European record of the invasive brackish water clam Rangia cuneata (G.B Sowerby I, 1831) (Mollusca: Bivalvia). <em>Aquatic Invasions.</em> 1(4): 198-203.	42246			
140416	wrims	Rapana venosa		Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Rapana								Alien															Belgian Exclusive Economic Zone	2005			Kerckhof, F.; Vink, R.J.; Nieweg, D.C.; Post, J.J.N. (2006).  [The veined whelk <i>Rapana venosa</i> has reached the North Sea]. <i>Aquatic Invasions 1(1)</i>: 35-37	9193			Caught with a trawler fishing on flatfish off Scheveningen (in the Dutch waters). Latitude 52Â°10' N, longitude 3Â°55' E.
140416	wrims	Rapana venosa		Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Rapana							Established	Alien				Uncertain										Belgian part of the North Sea					DAISIE - European Invasive Alien Species Gateway	177036			
107414	wrims	Rhithropanopeus harrisii		Animalia	Arthropoda	Malacostraca	Decapoda	Panopeidae	Rhithropanopeus								Alien													Belgian Coast						VLIZ Alien Species Consortium	132969			non-indigenous
107414	wrims	Rhithropanopeus harrisii		Animalia	Arthropoda	Malacostraca	Decapoda	Panopeidae	Rhithropanopeus							Established	Alien				Not specified										Belgian part of the North Sea		1991			Van Damme, P.; Mees, J.; Maebe, S. (1992). Voorkomen van het Zuiderzeekrabbetje Rhithropanopeus harrisii (Gould, 1841) in de Westerschelde. <em>De Strandvlo.</em> 12(1): 19-21.	195438			Schelde, Zeeschelde
107414	wrims	Rhithropanopeus harrisii		Animalia	Arthropoda	Malacostraca	Decapoda	Panopeidae	Rhithropanopeus							Established	Alien				Uncertain										Belgian part of the North Sea		1985			DAISIE - European Invasive Alien Species Gateway	177036			Location : Zeeschelde and adjacent waters; Schelde near Antwerp<br/>Year first introduced or recorded : 1985 - Schelde near Antwerp
107414	wrims	Rhithropanopeus harrisii		Animalia	Arthropoda	Malacostraca	Decapoda	Panopeidae	Rhithropanopeus							Reported	Alien				Uncertain										Belgian part of the North Sea		1985			Wouters, Karel (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium., Bulletin Van Het Koninklijk Instituut Voor Natuurwetenschappen, Biologie. 17: 119-129	192709			Location : Doel, on the River Scheldt
154241	wrims	Salvelinus fontinalis		Animalia	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus							Established	Alien				Uncertain										Belgian part of the North Sea		1884			DAISIE - European Invasive Alien Species Gateway	177036			
145559	wrims	Sargassum (Bactrophycus) muticum		Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	Sargassum								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
145559	wrims	Sargassum (Bactrophycus) muticum		Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	Sargassum								Alien															Belgian Exclusive Economic Zone				Eno, N.C.; Clark, R.A.; Sanderson, W.G. (1997). Non-native marine species in British waters: a review and directory. Joint Nature Conservation Committee, Peterborough. pp. 136.	192095			
494791	wrims	Sargassum muticum		Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	Sargassum							Established	Alien				Uncertain										Belgian part of the North Sea		1999			DAISIE - European Invasive Alien Species Gateway	177036			Location : Spuikom (Sluice dock of Oostende); Zeebrugge<br/>Year first introduced or recorded : Region of first record: Spuikom (Sluice Dock) no records between 2002 and 2005 again in 2005), Zeebrugge
494791	wrims	Sargassum muticum		Chromista	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	Sargassum							Established	Alien				Not specified										Belgian part of the North Sea		1999			De Blauwe, H. (2000). Japans bessenwier Sargassum muticum gevestigd te Zeebrugge. <em>De Strandvlo.</em> 20(1): 33-35.	194861			
247737	wrims	Sinelobus stanfordi		Animalia	Arthropoda	Malacostraca	Tanaidacea	Tanaididae	Sinelobus								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
247737	wrims	Sinelobus stanfordi		Animalia	Arthropoda	Malacostraca	Tanaidacea	Tanaididae	Sinelobus							Uncertain	Origin unknown				Not specified										Belgian part of the North Sea		2007			Van Haaren, T. & J. Soors (2009). Sinelobus stanfordi (Richardson, 1901): A new crustacean invader in Europe. Aquatic Invasions 4(4): 703-711.	150270			estuaries, Schelde
234039	wrims	Spartina townsendii		Plantae	Tracheophyta		Poales	Poaceae	Spartina							Established	Alien				Uncertain										Belgian part of the North Sea					DAISIE - European Invasive Alien Species Gateway	177036			
234041	wrims	Spartina townsendii var. anglica		Plantae	Tracheophyta		Poales	Poaceae	Spartina								Alien													Belgian Coast						VLIZ Alien Species Consortium	132969			non-indigenous
234041	wrims	Spartina townsendii var. anglica		Plantae	Tracheophyta		Poales	Poaceae	Spartina							Established	Alien				Not specified										Belgian part of the North Sea		1936			Verloove, F. (2006). Catalogue of neophytes in Belgium (1800-2005). <em>Scripta Botanica Belgica.</em> 39. National Botanic Garden of Belgium: Meise. ISBN 90-72619-71-4. 89 pp.	195434			
103929	wrims	Styela clava		Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela								Alien													Belgian Coast						VLIZ Alien Species Consortium	132969			non-indigenous
103929	wrims	Styela clava		Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela							Established	Alien				Not specified										Belgian part of the North Sea		1986			Dumoulin, E. (1987). Nieuwe waarnemingen van de Knotszakpijp, Styela clava Herdman, 1882, langs de Belgische Oostkust. <em>De Strandvlo.</em> 7(2): 61-62.	194882			
103929	wrims	Styela clava		Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela							Established	Alien				Uncertain										Belgian part of the North Sea					DAISIE - European Invasive Alien Species Gateway	177036			
257397	wrims	Synidotea laticauda		Animalia	Arthropoda	Malacostraca	Isopoda	Idoteidae	Synidotea							Established	Alien				Not specified										Belgian part of the North Sea		2005			Soors, J.; Faasse, M.; Stevens, M.; Verbessem, I.; De Regge, N.; Van den Bergh, E. (2010). New crustacean invaders in the Schelde estuary (Belgium) Belg. J. Zool. 140(1): 3-10	145451			estuaries, Zeeschelde
118154	wrims	Telmatogeton japonicus		Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Telmatogeton								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
118154	wrims	Telmatogeton japonicus		Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Telmatogeton							Established	Alien				Not specified										Belgian part of the North Sea		2004			Kerckhof, F. (2005). National Report Belgium 2004, in: ICES (Ed.) (2005). Report of the Working Group on Introductions and Transfers of Marine Organisms (WGITMO): By Correspondence. CM Documents - ICES, CM 2005(ACME:05): pp. 23-25 	194871			
141607	wrims	Teredo navalis		Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
141607	wrims	Teredo navalis		Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo							Uncertain	Origin unknown				Not specified										Belgian part of the North Sea					Sellius, G. (1733). Historia naturalis teredinis seu Xylophagi marini, tubulo-conchoidis speciatim belgici: cum tabulis ad vivum coloratis. Apud Hermannum Besseling: Trajecti ad Rhenum (Utrecht). (30), 353, (11), 4 pl. pp. 	194881			 first observation between 1730-1732
148936	wrims	Thalassiosira punctigera		Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
111254	wrims	Tricellaria inopinata		Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Candidae	Tricellaria								Alien													Belgian Coast						De_blauwe, H. (2009). Mosdiertjes van de Zuidelijke Bocht van de Noordzee: Determinatiewerk voor BelgiÃ« en Nederland. <em>Vlaams Instituut voor de Zee, Oostende.</em> 464.	130048			Heel algemeen in jachthavens. GeÃ¯ntroduceerde soort. Op pontons, scheepshuiden, <i>Sargassum</i>, <i>Codium</i>, touw, mosselschelpen,... <i>Tricellaria inopinata</i> koloniseert in ijltempo de jachthavens van Europa.
111254	wrims	Tricellaria inopinata		Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Candidae	Tricellaria								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
111254	wrims	Tricellaria inopinata		Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Candidae	Tricellaria							Established	Alien				Not specified										Belgian part of the North Sea		2000			De Blauwe, H. (2002). Determinatie en verspreiding van Tricellaria inopinata d'Hondt & Occhipinti Ambrogi (Bryozoa, Cheilostomatida), een recente immigrant uit het noorden van de Stille Oceaan. <em>Het Zeepaard.</em> 62(3): 73-88.	194873			
111254	wrims	Tricellaria inopinata		Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Candidae	Tricellaria							Established	Alien				Uncertain										Belgian part of the North Sea		2000			Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)	177060			
111256	wrims	Tricellaria ternata		Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Candidae	Tricellaria								Alien													Belgian Coast			1906			De_blauwe, H. (2009). Mosdiertjes van de Zuidelijke Bocht van de Noordzee: Determinatiewerk voor BelgiÃ« en Nederland. <em>Vlaams Instituut voor de Zee, Oostende.</em> 464.	130048			Noordelijke soort. Zeldzaam op schelpen, wieren en vooral op hydroÃ¯den.
137577	wrims	Tubificoides heterochaetus		Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Tubificoides								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
137577	wrims	Tubificoides heterochaetus		Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Tubificoides							Established	Alien				Not specified										Belgian part of the North Sea		1952			Seys, J.; Vincx, M.; Meire, P. (1999). Spatial distribution of oligochaetes (Clitellata) in the tidal freshwater and brackish parts of the Schelde estuary (Belgium). <em>Hydrobiologia.</em> 406: 119-132.	195436			estuaries, Schelde
145721	wrims	Undaria pinnatifida		Chromista	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae	Undaria								Alien															Belgian Exclusive Economic Zone				VLIZ Alien Species Consortium	132969			non-indigenous
145721	wrims	Undaria pinnatifida		Chromista	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae	Undaria							Established	Alien				Uncertain										Belgian part of the North Sea		1999			DAISIE - European Invasive Alien Species Gateway	177036			Location : Marine of Zeebrugge<br/>Year first introduced or recorded : Region of first record: marina of Zeebrugge (51.34Ã‚Â°N, 3.18Ã‚Â°E)
145721	wrims	Undaria pinnatifida		Chromista	Ochrophyta	Phaeophyceae	Laminariales	Alariaceae	Undaria							Established	Alien				Not specified										Belgian part of the North Sea		1999			Dumoulin, E.; De Blauwe, H. (1999). Het bruinwier Undaria pinnatifida (Harvey) Suringar aangetroffen in de jachthaven van Zeebrugge: met gegevens over het voorkomen in Europa en de wijze van verspreiding (Phaeophyta: Laminariales). <em>De Strandvlo.</em> 19(4): 182-188.	194862			
111673	wrims	Victorella pavida		Animalia	Bryozoa	Gymnolaemata	Ctenostomatida	Victorellidae	Victorella							Reported	Alien				Uncertain										Belgian part of the North Sea					Carrada, C. C.; Sacchi, C. F. (1964). Recherches ecologiques sur le bryozoaire ctenostome Victorella pavida (Kent). <em>Vie et Milieu.</em> 15: 389-427.	191984			Location : Oostende
